Registration No,Product Name,Holder
MAL18056091X,THROATSIL LOZENGES (WILD BERRIES FLAVOUR),HNB ALLIANCE SDN. BHD.
MAL18056092X,THROATSIL WITH VITAMIN C LOZENGES (ORANGE FLAVOUR),HNB ALLIANCE SDN. BHD.
MAL18056152AZ,Promesec Capsule 20mg,Duopharma Marketing Sdn. Bhd.
MAL18056172ACRZ,Meropenem Kabi 1g powder for solution for injection or infusion,FRESENIUS KABI MALAYSIA SDN. BHD
MAL18056173ACRZ,Meropenem Kabi 500mg powder for solution for injection or infusion,FRESENIUS KABI MALAYSIA SDN. BHD
MAL18056177AZ,TELDAY TABLETS 40 MG,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL18056178AZ,TELDAY TABLETS 80 MG,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL18056182AE,WINDERM CREAM 1%W/W,WINWA MEDICAL SDN. BHD.
MAL18066010T,NABISAR ITCH Cream,CAMBRIDGE BIOTEK SDN BHD
MAL18066048HA,Cimalgex 80mg chewable tablets for dogs,Gladron Chemicals Sdn Bhd
MAL18066049HA,Cimalgex 30mg chewable tablets for dogs,Gladron Chemicals Sdn Bhd
MAL18066050ACZ,CORTIMENT PROLONGED RELEASE TABLETS 9MG,Ferring Sdn. Bhd.
MAL18066051HA,Cimalgex 8mg chewable tablets for dogs,Gladron Chemicals Sdn Bhd
MAL18066052AZ,Imtus (Irinotecan Hydrochloride Trihydrate Concentrate for Solution for Infusion 20mg/ml),MEDISPEC (M) SDN. BHD.
MAL18066056ACSZ,Zometa 4mg/100ml Solution for Infusion,DKSH MALAYSIA SDN. BHD.
MAL18071004AZ,Cabazred 60mg/1.5ml Concentrate And Solvent For Solution For Infusion,Dr. Reddy`s Laboratories Malaysia Sdn. Bhd.
MAL18071005AZ,Vaxcel Esomeprazole 40mg Powder for Injection,KOTRA PHARMA (M) SDN. BHD.
MAL18076023NC,ANNA BEAUTE ROSEGLOW CHEWABLE TABLET,FEREENA BEAUTY CARE
MAL18076035TC,Hurix's Cream For Mouth Ulcer Plus (With Aloe Vera) Improved,JIN BIN CORPORATION SDN. BHD.
MAL18076038TC,KINGERS BAMBOO PLUS FOOT PATCH,NANG HIN MEDICAL SDN. BHD.
MAL18076043T,LSS LEMON PLUS CHEWABLE TABLET 1000MG,DS Pharma Herbs Sdn. Bhd.
MAL18076064TC,Hurix's Gamat Plus Ointment,JIN BIN CORPORATION SDN. BHD.
MAL18076072TC,KINGERS GINGER PLUS FOOT PATCH,NANG HIN MEDICAL SDN. BHD.
MAL18076097T,E-PLUS MATCHA 200mg CHEWABLE TABLET,EASY PLUS PHARMACEUTICAL (M) SDN. BHD.
MAL18086039TC,C lenxs Chewable Tablet 700mg,FEREENA BEAUTY CARE
MAL18086081T,NABISAR LICE LOTION,CAMBRIDGE BIOTEK SDN BHD
MAL18086092AZ,AINIRON (Iron Sucrose Injection 20mg/mL),AIN MEDICARE SDN. BHD.
MAL18086094XZ,i-Calamine Lotion,INSPIRAPHARMA SDN. BHD.
MAL18086095X,TEFIN Terbinafine HCl Spray 10mg/g,HOE PHARMACEUTICALS SDN. BHD.
MAL18086096XZ,AVAMOL SUSPENSION 250MG/5ML,Abio Marketing Sdn Bhd
MAL18086099XC,TIGER BALM BACK PAIN PATCH,TIGER BALM (M) SDN. BHD.
MAL18086102AZ,N/A,N/A
MAL18086121AZ,M-KAST 5 (Montelukast chewable Tablets 5mg ),HEALOL PHARMACEUTICALS SDN. BHD.
MAL18086125ARZ,"Vaxigrip Tetra, Suspension for Injection in Pre-filled Syringe",SANOFI-AVENTIS (MALAYSIA) SDN. BHD.
MAL18086129AZ,Valfix Film Coated Tablet 150mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL18086131AZ,Truxima�(rituximab) 10mg/ml Concentrate for Solution for Infusion,CELLTRION HEALTHCARE MALAYSIA SDN. BHD.
MAL18086137ARZ,Kyprolis (carfilzomib) powder for solution for infusion 60mg/vial,Amgen Biopharmaceuticals Malaysia Sdn Bhd
MAL18086138AZ,M-KAST 4 (Montelukast Chewable Tablets 4mg),HEALOL PHARMACEUTICALS SDN. BHD.
MAL18086146HA,Tolcoxin 5% w/v Suspension,Nutri Pharmax Sdn Bhd
MAL18086153AZ,Fluanxol 0.5mg film-coated tablets,Lundbeck Malaysia Sdn. Bhd.
MAL18086154AZ,Pharmaniaga Dopamine Hydrochloride 40mg/ml Injection,PHARMANIAGA LIFESCIENCE SDN. BHD.
MAL18086159AZ,YSP TIDACT 150MG/ML SOLUTION FOR INJECTION,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL18086161AZ,Lorsedin Oral Solution 1mg/ml,SPG PHARMA (MALAYSIA) SDN BHD
MAL18086163AZ,Irstran Film Coated Tablet 150mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL18086164AZ,Irstran Film Coated Tablet 300mg,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL18096017NC,T'Neeq RI Chewable Tablet,RI NETWORK SDN. BHD.
MAL18096064TC,BMS Tri-Algae Chewable Tablet,FMC GREENLAND SDN. BHD.
MAL18106008N,Nova VitMin Chewable Tablet,NOVA LABORATORIES SDN. BHD.
MAL18106016AZ,PODOXRED (PEMETREXED) Powder for Concentrate for Solution for Infusion 500mg,Dr. Reddy`s Laboratories Malaysia Sdn. Bhd.
MAL18106017AZ,PODOXRED (PEMETREXED) Powder for Concentrate for Solution for Infusion 100mg,Dr. Reddy`s Laboratories Malaysia Sdn. Bhd.
MAL18106019ACZ,IMFINZI CONCENTRATE FOR SOLUTION FOR INTRAVENOUS INFUSION 50 MG/ML,ASTRAZENECA SDN. BHD.
MAL18106024AZ,INFUSOL K 100mmol/L (Sterile Potassium Chloride Concentrate Intravenous Infusion 100mmol/L (0.746% w/v)),AIN MEDICARE SDN. BHD.
MAL18106025AZ,INFUSOL K 400mmol/L (Sterile Potassium Chloride Concentrate Intravenous Infusion 400mmol/L (2.98% w/v)),AIN MEDICARE SDN. BHD.
MAL18106029AZ,INFUSOL K 200mmol/L (Sterile Potassium Chloride Concentrate Intravenous Infusion 200mmol/L (1.49% w/v)),AIN MEDICARE SDN. BHD.
MAL18106030XZ,Uphamol 1000mg Powder (Honey and Lemon),Duopharma Marketing Sdn. Bhd.
MAL18106033HA,Baycox 5% w/v Oral Suspension,ELANCO MALAYSIA SDN BHD
MAL18106052HAR,Previcox 57mg Chewable Tablets for Dogs,Rhone Ma Malaysia Sdn Bhd
MAL18106071NC,Grobac Chewable Tablet,VIHSDIA ENTERPRISE
MAL18106109AZ,Pharmaniaga Fentanyl 50mcg/ml Injection,PHARMANIAGA LIFESCIENCE SDN. BHD.
MAL18106133AZ,Medikinet MR 20mg Hard Capsules,HYPHENS PHARMA SDN. BHD.
MAL18106134AZ,Medikinet MR 10mg Hard Capsules,HYPHENS PHARMA SDN. BHD.
MAL18106136AZ,Medikinet MR 5mg Hard Capsules,HYPHENS PHARMA SDN. BHD.
MAL18106140ACZ,Cisatracurium-hameln 2 mg/ml solution for injection/infusion,IMEKS PHARMA SDN. BHD.
MAL18106141AZ,ZOLAMIDOL (Dorzolamide 2% + Timolol 0.5% Eye Drops),ARMS PHARMA SDN. BHD.
MAL18116046XCE,Fisherman's Friend Sugar Free Raspberry Lozenges,GBA CORPORATION SDN. BHD.
MAL18116048XZ,HYPERNEB 3% (Sodium Chloride 3% w/v Nebuliser Solution BP),AIN MEDICARE SDN. BHD.
MAL18116049X,BIO-MUSCLAX CREAM,Top Biopharma Sdn Bhd
MAL18116066ACRZ,Talgan Nebulizer suspension 0.5mg/2ml,AVERROES PHARMACEUTICALS SDN. BHD.
MAL18116067ACRZ,Talgan Nebulizer suspension 1mg/2ml,AVERROES PHARMACEUTICALS SDN. BHD.
MAL18116070ACZ,Mefurosan Cream 0.1% w/w,MEDISPEC (M) SDN. BHD.
MAL18116077AZ,Steril-Gene Furosemide Injection BP 20mg/2ml Solution for Injection or infusion,MEDISPEC (M) SDN. BHD.
MAL18116078AZ,Fucon Solution for Injection 20mg/ml,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL18116081AZ,BLES (bovine lipid extract surfactant) 27 mg/ml Suspension for Intratracheal Instillation,AVERROES PHARMACEUTICALS SDN. BHD.
MAL18116082ARZ,Pamorelin 11.25 mg powder for suspension for injection.,Orient Europharma (M) Sdn Bhd
MAL18116083ARZ,Pamorelin 22.5 mg powder for suspension for injection.,Orient Europharma (M) Sdn Bhd
MAL18116087AZ,Strepsils Max Pro Direct 8.75mg Spray,RB (HEALTH) MALAYSIA SDN BHD
MAL18116090AZ,"Lenzetto 1.53 mg/spray transdermal spray, solution",PAHANG PHARMACY SDN. BHD.
MAL18116116NC,JANIPRO Neuroquin Capsule,Janipro (M) Sdn Bhd
MAL18116119N,NUTRIC REVOLUTIC� BIOSPRAY COLOSTRUM PLUS LIQUID,HERBAL SCIENCE SDN. BHD.
MAL18116121NC,JANIPRO Elepro Multivitamins & Multiminerals Capsule,Janipro (M) Sdn Bhd
MAL18116124NC,JANIPRO JUST-C Vitamin C + Zinc with Acerola Powder,Janipro (M) Sdn Bhd
MAL18116126AZ,Pharmaniaga Flumazenil 0.1mg/mL Injection,PHARMANIAGA LIFESCIENCE SDN. BHD.
MAL18116130ACZ,Avalair 4mg Chewable Tablet,Nano Medic Care Sdn. Bhd.
MAL18121001AZ,Nurofen for Children Orange Sugar Free Suspension 200mg/5ml,RECKITT BENCKISER (MALAYSIA) SDN. BHD.
MAL18121002AZ,Canespro Once Daily Bifonazole Anti-fungal Cream 1% w/w,BAYER CO. (MALAYSIA) SDN. BHD.
MAL18121003ARZ,GANFORT PF Eye Drops,ABBVIE SDN BHD
MAL18126003AZ,ONTREX 500mg Powder for Concentrate for Solution for Infusion,NOVUGEN ONCOLOGY SDN. BHD.
MAL18126006HAC,Surolan Topical Suspension,ELANCO MALAYSIA SDN BHD
MAL18126010X,DifflamAB Sore Throat Lozenges (Orange),iNova Pharmaceuticals (Singapore) Pte Ltd (incorporated In Singapore) Malaysia Branch
MAL18126011X,DifflamAB Sore Throat Lozenges (Blackcurrant),iNova Pharmaceuticals (Singapore) Pte Ltd (incorporated In Singapore) Malaysia Branch
MAL18126012X,DifflamAB Sore Throat Lozenges (Lemon),iNova Pharmaceuticals (Singapore) Pte Ltd (incorporated In Singapore) Malaysia Branch
MAL18126065T,mehta's VOICIL COUGH LOZENGES (ORANGE FLAVOUR),Synercam (M) Sdn Bhd
MAL18126083NCR,Kordel's Kid's Omega-3 570.5mg Chewable Softgel,CAMBERT(M) SDN. BHD.
MAL19011001ACZ,hovid Irinotecan hydrochloride 20 mg/ ml concentrate for solution for infusion,HOVID BERHAD
MAL19011002AZ,Pharmaniaga Midazolam 5mg/ml Injection,PHARMANIAGA LIFESCIENCE SDN. BHD.
MAL19016004AZ,ATC Vitamin B12 Injection 1000mcg/ml (10ml),ATLANTIC LABORATORIES (M) SDN. BHD.
MAL19016005AZ,Moxifcin Eye Drops 0.5% w/v,Y.S.P. INDUSTRIES (M) SDN. BHD.
MAL19016090ACRZ,Erysaa Prefilled Syringe 4000IU/0.4mL,DUOPHARMA (M) SENDIRIAN BERHAD
MAL19016091ACRZ,Erysaa Prefilled Syringe 2000IU/0.5mL,DUOPHARMA (M) SENDIRIAN BERHAD
MAL19016096AZ,Atenol Film Coated Tablet 100mg,DUOPHARMA (M) SENDIRIAN BERHAD
MAL19021009AZ,Pharmaniaga Noradrenaline 1mg/mL Injection,PHARMANIAGA LIFESCIENCE SDN. BHD.
MAL19026066NCR,JANIPRO Omega-3 EPA/DHA 720/180 Enteric Coated Softgel Capsule,Janipro (M) Sdn Bhd
MAL19026069N,QUEST Kidzbiotix Chewable Tablets,Eucogen Pharma Sdn. Bhd.
MAL19026071NCR,Janipro Omega-3 EPA/DHA 600/300 Plus Vitamin D3 Enteric Coated Softgel Capsule,Janipro (M) Sdn Bhd
MAL19026072NC,JANIPRO ELECAL Capsule,Janipro (M) Sdn Bhd
MAL19036006AZ,KYTRON TABLET 1 MG,DUOPHARMA (M) SENDIRIAN BERHAD
MAL19036009AZ,MILOXY Granules for Oral Suspension 125MG/5ML,AVERROES PHARMACEUTICALS SDN. BHD.
MAL19036013AZ,Olopan 0.1%w/v Eye Drops,Vitamode Sdn.bhd
MAL19036014XC,guardian ANTISEPTIC WOUND CARE CREAM,GUARDIAN HEALTH AND BEAUTY SDN. BHD.
MAL19036015XC,guardian BuzzAway bite relief cream,GUARDIAN HEALTH AND BEAUTY SDN. BHD.
MAL19036016X,Smecta Strawberry Flavour Powder for Oral Suspension 3g,ZUELLIG PHARMA SDN. BHD.
MAL19036048NC,Ferkidz Junior Chewable Tablet,FEREENA BEAUTY CARE
MAL19046006HAR,Vetmedin 5 mg Chewable Tablets for Dogs,Rhone Ma Malaysia Sdn Bhd
MAL19046007HAR,Vetmedin 1.25 mg Chewable Tablets for Dogs,Rhone Ma Malaysia Sdn Bhd
MAL19046021NC,JANIPRO APROVIX Capsule,Janipro (M) Sdn Bhd
MAL19046022NC,JANIPRO I-Visoo Capsule,Janipro (M) Sdn Bhd
MAL19046025NC,GNC milestones Kids Probiotic + Chewable Tablet,GNC LIVEWELL MALAYSIA SDN. BHD.
MAL19046045TC,Janipro Canuvia Duo Capsule 500mg,Janipro (M) Sdn Bhd
MAL19046060TC,Hurix's Pimple Beauty Cream,JIN BIN CORPORATION SDN. BHD.
MAL19046080TC,Hurix's Coolfresh Nasal Inhaler,JIN BIN CORPORATION SDN. BHD.
MAL19046121TC,Janipro Artumin Capsule 400mg,Janipro (M) Sdn Bhd
MAL19046130NCR,JANIPRO EPX Gold Omega 3 Fish Oil 1200mg Softgel Capsule,Janipro (M) Sdn Bhd
MAL19051007AZ,N/A,N/A
MAL19056005AZ,HP-Azithromycin Powder for Solution for Infusion 500mg,MEDISPEC (M) SDN. BHD.
MAL19056009AZ,Atenol Film Coated Tablet 50mg,DUOPHARMA (M) SENDIRIAN BERHAD
MAL19056014XCZ,Biogesic 250mg/5mL Suspension (Strawberry),Zuellig Pharma Sdn. Bhd
MAL19056016X,Hemo Rid CT Tablet,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL19056017X,"Axcel Papain Tablet 10,000 USP Units",KOTRA PHARMA (M) SDN. BHD.
MAL19056019X,VICKS VapoDrops Berry Menthol Lozenges 7mg,PROCTER & GAMBLE (MALAYSIA ) SDN.BHD.
MAL19056020X,VICKS VapoDrops Honey Lemon Menthol Lozenges 7mg,PROCTER & GAMBLE (MALAYSIA ) SDN.BHD.
MAL19056021X,VICKS VapoDrops Orange Menthol Lozenges 7mg,PROCTER & GAMBLE (MALAYSIA ) SDN.BHD.
MAL19056031AZ,Xalanol Eye Drops,Vitamode Sdn.bhd
MAL19056032AZ,Bexiprost 0.005%w/v Eye Drops,Vitamode Sdn.bhd
MAL19056035ACZ,BACTAFUZ-B Fusidic Acid and Betamethasone Valerate Cream,PAHANG PHARMACY SDN. BHD.
MAL19056037AZ,Herzuma (trastuzumab) 150 mg Powder for Concentrate for Solution for Infusion,CELLTRION HEALTHCARE MALAYSIA SDN. BHD.
MAL19056038AZ,Herzuma (trastuzumab) 440 mg Powder for Concentrate for Solution for Infusion,CELLTRION HEALTHCARE MALAYSIA SDN. BHD.
MAL19056056NCR,FOERDE f2-M Bac Liquid Spray,CELLPLUS LIFE SCIENCES SDN. BHD.
MAL19056085TC,WOWE african mango plus chewable tablet,MRZ HERBAL HEALTHY CARE
MAL19056104AZ,"BEVESPI AEROSPHERE 7.2 / 5.0 micrograms pressurised inhalation, suspension",ASTRAZENECA SDN. BHD.
MAL19056112AZ,"PROSTACOM (LATANOPROST 0.05 MG/ML AND TIMOLOL 5MG/ML, EYE DROPS)",ARMS PHARMA SDN. BHD.
MAL19056114AZ,SALTAMOL 100 mcg/dose HFA METERED DOSE INHALER,MEDISPEC (M) SDN. BHD.
MAL19056116ACZ,BACTAFUZ Fusidic Acid Cream 2% w/w,PAHANG PHARMACY SDN. BHD.
MAL19056119AZ,Bezartan Tablet 150mg,Duopharma Marketing Sdn. Bhd.
MAL19056120AZ,Bezartan Tablet 300mg,Duopharma Marketing Sdn. Bhd.
MAL19056125X,Belcid Forte Suspension,MEDISPEC (M) SDN. BHD.
MAL19056126AE,TOPIDERM HYDROCORTISONE 0.5% W/W CREAM,HOE PHARMACEUTICALS SDN. BHD.
MAL19056127AE,TOPIDERM HYDROCORTISONE ACETATE 1% W/W CREAM,HOE PHARMACEUTICALS SDN. BHD.
MAL19056128XCZ,Biogesic 120mg/5mL Suspension (Strawberry),Zuellig Pharma Sdn. Bhd
MAL19056129X,E-zyme B6 Troche,AV MANUFACTURING SDN.BHD
MAL19056146N,T’Neeq Junior Vitamin C Plus Chewable Tablet,RI NETWORK SDN. BHD.
MAL19056159T,SHENLU Propolis Compound Ointment,Shenlu Biotech Sdn Bhd
MAL19066003NC,Vitaux VIT D3 PLUS DROPS,ANC BIO WELLNESS SDN BHD
MAL19066033T,int3Tree STAR JUNIOR Chewable Tablet 550mg,DS Pharma Herbs Sdn. Bhd.
MAL19066055TC,JUNIOR BLINKS HFOCUS CHEWABLE TABLET,VIHSDIA ENTERPRISE
MAL19071001HA,LEVOXY SUSPENSION,Pelangi Vet Pharma Sdn. Bhd.
MAL19071003HX,PVP- ALBENDAZOLE 10% w/v SUSPENSION,Pelangi Vet Pharma Sdn. Bhd.
MAL19071006AZ,Busulfan Kabi Injection 6mg/ml Concentrate for Solution for Infusion,FRESENIUS KABI MALAYSIA SDN. BHD
MAL19076015HAR,Nexgard Spectra 150mg/30mg Chewable Tablets for Dogs >30-60kg,Rhone Ma Malaysia Sdn Bhd
MAL19076016HAR,Nexgard Spectra 75mg/15mg Chewable Tablets for Dogs >15-30kg,Rhone Ma Malaysia Sdn Bhd
MAL19076017HAR,Nexgard Spectra 38mg/8mg Chewable Tablets for Dogs >7.5-15kg,Rhone Ma Malaysia Sdn Bhd
MAL19076018HAR,Nexgard Spectra 19mg/4mg Chewable Tablets for Dogs >3.5-7.5kg,Rhone Ma Malaysia Sdn Bhd
MAL19076019ACZ,Medisone Cream 0.1% W/W,World Medicare Supplies Sdn Bhd
MAL19076020HAR,Nexgard Spectra 9mg/2mg Chewable Tablets for Dogs 2-3.5kg,Rhone Ma Malaysia Sdn Bhd
MAL19076024AZ,Fuderm 2%w/w Cream,WINWA MEDICAL SDN. BHD.
MAL19076025AZ,Betaprosalic Ointment,Noripharma Sdn. Bhd.
MAL19076033NC,JANIPRO Prebiotic & Probiotics LABBGG Capsule,Janipro (M) Sdn Bhd
MAL19076045N,DZR i-CARE chewable tablet,DZR PHARMA MANUFACTURE SDN. BHD.
MAL19076107N,AC CARE CHEWABLE TABLET,NMY MANUFACTURING SDN BHD
MAL19076148TC,GARSICUT CHEWABLE TABLET 1100mg,FEREENA BEAUTY CARE
MAL19076157TC,Hurix's Sinuscare Nasal Inhaler,JIN BIN CORPORATION SDN. BHD.
MAL19081002HA,PVP- CLOSENTAL 3.75% w/v SUSPENSION,Pelangi Vet Pharma Sdn. Bhd.
MAL19086002AZ,TORCOXIB 200mg CAPSULES,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.
MAL19086005ACZ,MVASI Concentrate for Solution for Infusion 25 mg/ml,Amgen Biopharmaceuticals Malaysia Sdn Bhd
MAL19086009AZ,AZADINE (Azacitidine Powder for Suspension for Injection 100mg/vial),ACCORD HEALTHCARE SDN.BHD.
MAL19086013XZ,WINAMOL Drops for Infants (Paracetamol 100mg/ml),KCK PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL19086018HA,Amoxi 20% w/v Suspension for Injection,Vemedim Sdn Bhd
MAL19086063NCZ,PiSHiNE VITAMIN C 500mg CHEWABLE TABLET,PISHINE HEALTHCARE SDN. BHD.
MAL19096015AZ,Flonoxin 400mg tablet,Duopharma Marketing Sdn. Bhd.
MAL19096022AZ,CP Pharma Betamethasone Cream 0.1% w/w,Hovid Pharmacy Sdn. Bhd.
MAL19096023AZ,CLOFAN (CLOTRIMAZOLE PESSARY 500MG),SYNERRV SDN BHD
MAL19096024AZ,BACTOPIC (MUPIROCIN OINTMENT 2%),SYNERRV SDN BHD
MAL19096027ACRZ,BLOCAMINE (Labetalol hydrochloride 5 mg/ml solution for Injection and for Infusion),HEALOL PHARMACEUTICALS SDN. BHD.
MAL19096031X,E-zyme B6 Soothing Liquid,AV MANUFACTURING SDN.BHD
MAL19096033X,FlameX Forte Oral Suspension,KCK PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL19096085TC,T'Neeq Junior Chewable Tablet,RI NETWORK SDN. BHD.
MAL19106002X,COVEE CREAM 1% W/W,XEPA-SOUL PATTINSON (MALAYSIA) SDN. BHD.
MAL19106010AZ,STELARA 130mg/26mL Concentrate for Solution for Infusion,JOHNSON & JOHNSON SDN. BHD.
MAL19106012AZ,ICUNES� 100mcg/ml Concentrate for Solution for Infusion,AVERROES PHARMACEUTICALS SDN. BHD.
MAL19106036HA,Ceftionel 50mg/ml Suspension for Injection,Danberg (m) Sdn Bhd
MAL19106049TC,DZLAB MUSCLE LIQUID SPRAY,DZR PHARMA MANUFACTURE SDN. BHD.
MAL19106067T,apotec Spirulina 250mg Chewable Tablet,Bioalpha International Sdn. Bhd.
MAL19106077NC,Cmary Gluta Colla Plus Chewable Tablet,CMARY RICH SDN. BHD.
MAL19106089TC,THROZZ THROAT LOZENGES (BLACKCURRANT FLAVOUR),MEDICINSPIRE GLOBAL SDN BHD
MAL19116027XZ,Lotemp Kids Suspension 120mg/5ml,MEDISPEC (M) SDN. BHD.
MAL19116029X,RinsA CG 0.1 (Chlorhexidine Gluconate 0.1% w/v Irrigation Solution),AIN MEDICARE SDN. BHD.
MAL19116033AZ,"HYDEX (Dexmedetomidine Concentrate For Infusion 100mcg/ml, 2 ml vial)",ACCORD HEALTHCARE SDN.BHD.
MAL19116079NC,JANIPRO Synbiogg Powder,Janipro (M) Sdn Bhd
MAL19116112TC,DOXTEJOINT CREAM,EMZI HOLDING SDN. BHD.
MAL19126001AZ,Euvichol-Plus Suspension Oral Cholera Vaccine,AVERROES PHARMACEUTICALS SDN. BHD.
MAL19126014AZ,Unihepa 1000 IU/ ml Injection (5 ml vial),DUOPHARMA (M) SENDIRIAN BERHAD
MAL19126016ACRZ,Aclasta 5mg/100 ml Solution for Infusion,SANDOZ PRODUCTS MALAYSIA SDN. BHD.
MAL19126017ARZ,Noradrenaline Sintetica 1mg/ml Concentrate for Solution for Infusion,Intega Sdn. Bhd.
MAL19126018AZ,Vortimal Voriconazole 200mg POWDER FOR SOLUTION FOR INFUSION,AVERROES PHARMACEUTICALS SDN. BHD.
MAL19126019ACZ,EMETA 500mg Powder for Concentrate for Solution for Infusion,Nano Medic Care Sdn. Bhd.
MAL19126020ACZ,EMETA 100mg Powder for Concentrate for Solution for Infusion,Nano Medic Care Sdn. Bhd.
MAL19126021AZ,UNITAXEL Inj. 100mg/16.67mL Concentrate for Solution for Infusion,Eucogen Pharma Sdn. Bhd.
MAL19126023AZ,Imiquad Cream (Imiquimod Cream USP 5% w/w),Glenmark Pharmaceuticals (Malaysia) Sdn. Bhd.
MAL19126028XCZ,K-Worm Choc Suspension 400mg/10ml,Powerlife (M) Sdn. Bhd.
MAL19126031XZ,Viodin 5%w/w Ointment,MEDISPEC (M) SDN. BHD.
MAL19126066TC,Hurix's Gamamas Cold Ointment For Kids,JIN BIN CORPORATION SDN. BHD.
MAL19126133T,TUL-C HERBAL CREAM,PERNIAGAAN NORMAHAS SDN. BHD.
MAL19860033AZ,ENCLOR EAR DROPS 5% W/V,INSPIRAPHARMA SDN. BHD.
MAL19860041ACZ,N/A,N/A
MAL19860043AZ,OXACIL GRANULES 125 MG/ 5 ML,DUOPHARMA (M) SENDIRIAN BERHAD
MAL19860047AZ,ERICIN FOR ORAL SUSPENSION 200MG/5ML,INSPIRAPHARMA SDN. BHD.
MAL19860057AZ,Hovid Neomycin Cream 0.5%,HOVID BERHAD
MAL19860058AZ,REXOM NEOMYCIN CREAM 0.5%,KCK PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL19860072AZ,BEAPEN VK GRANULES 125MG/5ML,DUOPHARMA (M) SENDIRIAN BERHAD
MAL19860095AZ,CHLORAMINE TABLET,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL19860098AZ,CHLORAMINE SYRUP 2.5MG/5ML,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL19860101AZ,CHLORAMINE SYRUP 4MG/5ML,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL19860103AZ,DEXCHLORAMINE TABLET 2MG,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL19860104AZ,Dexchloramine Syrup 2mg/5mL,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL19860106AZ,HYDRINATE TABLET 50MG,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL19860147AZ,BETA CREAM 0.1%,KCK PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL19860148AZ,Hovid Betasone Cream 0.1% w/w,HOVID BERHAD
MAL19860150AZ,BEAVATE CREAM 0.1%,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL19860156AZ,Hysone Cream 1% (w/w),DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL19860158AZ,CORTISONE CREAM,HOVID BERHAD
MAL19860159AZ,REXOM HYDROCORTISONE CREAM 1%,KCK PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL19860160AZ,XEPACORT CREAM 1% W/W,XEPA-SOUL PATTINSON (MALAYSIA) SDN. BHD.
MAL19860231AZ,SUPRIM SUSPENSION,HOVID BERHAD
MAL19860234AZ,B.S. SUSPENSION,XEPA-SOUL PATTINSON (MALAYSIA) SDN. BHD.
MAL19860241AZ,NEO-CORTISONE CREAM,HOVID BERHAD
MAL19860242AZ,REXOM HYDROCORTISONE NEOMYCIN CREAM,KCK PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL19860243AZ,BETA-N CREAM,KCK PHARMACEUTICAL INDUSTRIES SDN. BHD.
MAL19860244AZ,NEO BETASONE CREAM,HOVID BERHAD
MAL19860247AZ,BEATACYCLINE CAPSULE 250 MG,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL19860357AZ,UPHAMOL FLU TABLET,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL19860359AZ,BEATAFED TABLET,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL19860391AZ,PAMECIL CAPSULE 250MG,KOMEDIC SDN BHD
MAL19860396AZ,PAMECIL CAPSULE 500MG,KOMEDIC SDN BHD
MAL19860458AZ,MOXILEN CAPSULE 250MG,KOMEDIC SDN BHD
MAL19860465AZ,MOXILEN CAPSULE 500MG,KOMEDIC SDN BHD
MAL19860468AZ,Betamox 500mg Tablet,DUOPHARMA (M) SENDIRIAN BERHAD
MAL19860535AZ,TETRACYCLINE MC CAPSULE 250MG,KOMEDIC SDN BHD
MAL19860568AZ,MEDOMYCIN CAPSULE 100MG,KOMEDIC SDN BHD
MAL19860580AZ,DOXYCILLIN TABLET 100MG,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL19860589AZ,MIRAMYCIN INJECTION 40MG/ML,ATLANTIC LABORATORIES (M) SDN. BHD.
MAL19860662AZ,NEO CREAM 0.5% (w/w),DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.
MAL19860670AZ,ETTROCIN FOR SUSPENSION 200MG/5ML,ROYCE PHARMA MANUFACTURING SDN. BHD.
