Drug Code,Drug Code URL,licId,Name of the drug,Name of drug (Chinese),Ingredient name/ingredient content,Gauge quantity,Single compound,Price,Effective date,Effective start date,Effective end date,Pharmacists,dosage form,Classification of medicines,Taxonomy group name,ATC code
A029217338,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01029217,01029217,"ANTIFUNGUO CREAM ""T.F.""","""大豐""抗黴菌乳膏",ECONAZOLE NITRATE 10 MG/GM TRIAMCINOLONE ACETONIDE 1 MG/GM,20 GM,複方,32.60,108.04.01- 迄今,108.04.01,,大豐製藥股份有限公司,乳膏劑,一般學名藥,"TRIAMCINOLONE 1MG/GM + ECONAZOLE 10MG/GM, 外用軟膏劑, 20.00GM",D01AC20
A029722321,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01029722,01029722,FLUCONIN S CREAM 0.5MG/GM,欣富爾可寧乳膏0.5毫克/公克,FLUOCINONIDE 0.5 MG/GM,5 GM,單方,29.00,114.04.01- 迄今,114.04.01,,健喬信元醫藥生技股份有限公司,乳膏劑,一般學名藥,"FLUOCINONIDE , 外用軟膏劑 , 0.50 MG/GM , 5.00 GM",D07AC08
A029722329,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01029722,01029722,FLUCONIN S CREAM 0.5MG/GM,欣富爾可寧乳膏0.5毫克/公克,FLUOCINONIDE 0.5 MG/GM,10 GM,單方,39.20,114.04.01- 迄今,114.04.01,,健喬信元醫藥生技股份有限公司,乳膏劑,一般學名藥,"FLUOCINONIDE , 外用軟膏劑 , 0.50 MG/GM , 10.00 GM",D07AC08
A031323100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031323,01031323,SOLANTIN S.C. TABLETS (DIPYRIDAMOLE),心耐膜衣錠75公絲（二比待摩）,DIPYRIDAMOLE 75 MG,,單方,1.38,107.05.01- 迄今,107.05.01,,中國化學製藥股份有限公司新豐工廠,膜衣錠,一般學名藥,"DIPYRIDAMOLE , 一般錠劑膠囊劑 , 75.00 MG",B01AC07
A031325324,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031325,01031325,"SLIKA B CREAM (ISOCONAZOLE) ""MEIDER""","""明德"" 使立潔乳膏（艾索那挫）",ISOCONAZOLE NITRATE 10 MG/GM,7 GM,單方,31.40,92.03.01- 迄今,92.03.01,,明德製藥股份有限公司,乳膏劑,一般學名藥,"ISOCONAZOLE , 外用軟膏劑 , 10.00 MG/GM , 7.00 GM",D01AC05
A031651417,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031651,01031651,"SCORO ORABASE 1MG/G (TRIAMCINOLONE) ""MEIDER""","""明德"" 適口樂口內膏１公絲/公克（安西諾隆）",TRIAMCINOLONE (ACETONIDE) 1 MG/GM,3.5 GM,單方,21.10,113.04.01- 迄今,113.04.01,,明德製藥股份有限公司,口內膏,一般學名藥,"TRIAMCINOLONE , 口內膏 , 1.00 MG/GM , 3.50 GM",A01AC01
A031978329,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01031978,01031978,"TRINAZOLE CREAM ""YUNG CHI""",得治黴乳膏,ECONAZOLE NITRATE 10 MG/GM TRIAMCINOLONE ACETONIDE 1 MG/GM,10 GM,複方,-,105.01.01- 迄今,105.01.01,,永吉製藥股份有限公司,乳膏劑,一般學名藥,"TRIAMCINOLONE 1MG/GM + ECONAZOLE 10MG/GM, 外用軟膏劑, 10.00GM",D01AC20
A032173329,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01032173,01032173,"B&N TRIECO CREAM ""Shiteh""","""西德有機""利膚癒可乳膏",ECONAZOLE NITRATE 10 MG/GM TRIAMCINOLONE ACETONIDE 1 MG/GM,10 GM,複方,17.40,113.04.01- 迄今,113.04.01,,西德有機化學藥品股份有限公司,乳膏劑,一般學名藥,"TRIAMCINOLONE 1MG/GM + ECONAZOLE 10MG/GM, 外用軟膏劑, 10.00GM",D01AC20
A032173338,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01032173,01032173,"B&N TRIECO CREAM ""Shiteh""","""西德有機""利膚癒可乳膏",TRIAMCINOLONE ACETONIDE 1 MG/GM ECONAZOLE NITRATE 10 MG/GM,20 GM,複方,26.80,108.04.01- 迄今,108.04.01,,西德有機化學藥品股份有限公司,乳膏劑,一般學名藥,"TRIAMCINOLONE 1MG/GM + ECONAZOLE 10MG/GM, 外用軟膏劑, 20.00GM",D01AC20
A034307336,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01034307,01034307,"""O.Y."" VIVICOME CREAM","""歐業""維皮康乳膏",ECONAZOLE NITRATE 10 MG/GM TRIAMCINOLONE 1 MG/GM,16 GM,複方,22.40,111.01.01- 迄今,111.01.01,,歐業藥品股份有限公司,乳膏劑,一般學名藥,"TRIAMCINOLONE 1MG/GM + ECONAZOLE 10MG/GM, 外用軟膏劑, 16.00GM",D01AC20
A0345841G0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01034584,01034584,"EASYING FILM COATED TABLETS 25MG ""ROOT"" (DIPYRIDAMOLE)","""羅得""怡心膜衣錠２５公絲（待匹力達）",DIPYRIDAMOLE 25 MG,,單方,1.50,96.09.01- 迄今,96.09.01,,羅得化學製藥股份有限公司,膜衣錠,一般學名藥,"DIPYRIDAMOLE , 一般錠劑膠囊劑 , 25.00 MG",B01AC07
A035287336,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01035287,01035287,"AYFUCO CREAM ""ROOT""","""羅得"" 愛膚康乳膏",ECONAZOLE NITRATE 10 MG/GM TRIAMCINOLONE 1 MG/GM,16 GM,複方,22.40,111.01.01- 迄今,111.01.01,,羅得化學製藥股份有限公司,乳膏劑,一般學名藥,"TRIAMCINOLONE 1MG/GM + ECONAZOLE 10MG/GM, 外用軟膏劑, 16.00GM",D01AC20
A035451330,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01035451,01035451,"WAZOLE CREAM 10MG/G (ISOCONAZOLE) ""W.P.""","""華盛頓""華蓉乳膏１０公絲/公克（艾索那挫）",ISOCONAZOLE NITRATE 10 MG/GM,12 GM,單方,38.70,113.04.01- 迄今,113.04.01,,華盛頓製藥廠股份有限公司,乳膏劑,一般學名藥,"ISOCONAZOLE , 外用軟膏劑 , 10.00 MG/GM , 12.00 GM",D01AC05
A035487321,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01035487,01035487,"KETOZOL CREAM 2％ ""WEIDAR"" (KETOCONAZOLE)","""衛達""克托樂乳膏２％（克多可那挫）",KETOCONAZOLE 20 MG/GM,5 GM,單方,11.90,108.04.01- 迄今,108.04.01,,衛達化學製藥股份有限公司,乳膏劑,一般學名藥,"KETOCONAZOLE , 外用軟膏劑 , 20.00 MG/GM , 5.00 GM",D01AC08
A035870335,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01035870,01035870,"ISOGEN CREAM 10MG/G ""PURZER"" (ISOCONAZOLE)","""瑞安""愛膚健乳膏10毫克/公克（艾索那挫）",ISOCONAZOLE NITRATE 10 MG/GM,15 GM,單方,38.70,113.04.01- 迄今,113.04.01,,瑞安大藥廠股份有限公司,乳膏劑,一般學名藥,"ISOCONAZOLE , 外用軟膏劑 , 10.00 MG/GM , 15.00 GM",D01AC05
A0358703AH,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01035870,01035870,"ISOGEN CREAM 10MG/G ""PURZER"" (ISOCONAZOLE)","""瑞安""愛膚健乳膏10毫克/公克（艾索那挫）",ISOCONAZOLE NITRATE 10 MG/GM,6.5 GM,單方,18.50,111.01.01- 迄今,111.01.01,,瑞安大藥廠股份有限公司,乳膏劑,一般學名藥,"ISOCONAZOLE , 外用軟膏劑 , 10.00 MG/GM , 6.50 GM",D01AC05
A036423127,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01036423,01036423,"CHOLESTAMIN POWDER ""CHI SHENG"" (CHOLESTYRAMINE RESIN)","""濟生""袪脂泰粉（可林斯提拉明酯）",CHOLESTYRAMINE (=CHOLESTYRAMINE RESIN) 444.4 MG/GM,9 GM,單方,14.00,88.10.01- 迄今,88.10.01,,濟生醫藥生技股份有限公司,內服顆粒劑,一般學名藥,"CHOLESTYRAMINE , 口服顆粒劑 , 4.00 GM",C10AC01
A036599100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01036599,01036599,"CARDIOPIRIN TABLETS 100MG (ASPIRIN) ""VPP""","""榮民""保寧錠100毫克(乙醯水楊酸)",ASPIRIN 100 MG,,單方,0.68,103.07.01- 迄今,103.07.01,,榮民製藥股份有限公司,錠劑,一般學名藥,"ACETYLSALICYLIC ACID , 一般錠劑膠囊劑 , 81-325,MG",B01AC06
A037431329,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01037431,01037431,"INHFUNGUS CREAM ""CHEN TA""",抑黴菌乳膏,ECONAZOLE NITRATE 10 MG/GM TRIAMCINOLONE (ACETONIDE) 1 MG/GM,10 GM,複方,17.40,113.04.01- 迄今,113.04.01,,成大藥品股份有限公司,乳膏劑,一般學名藥,"TRIAMCINOLONE 1MG/GM + ECONAZOLE 10MG/GM, 外用軟膏劑, 10.00GM",D01AC20
A037431335,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01037431,01037431,"INHFUNGUS CREAM ""CHEN TA""",抑黴菌乳膏,ECONAZOLE NITRATE 10 MG/GM TRIAMCINOLONE (ACETONIDE) 1 MG/GM,15 GM,複方,22.20,111.01.01- 迄今,111.01.01,,成大藥品股份有限公司,乳膏劑,一般學名藥,"TRIAMCINOLONE 1MG/GM + ECONAZOLE 10MG/GM, 外用軟膏劑, 15.00GM",D01AC20
A037580330,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01037580,01037580,CLOSONE CREAM,克癬乳膏,CLOTRIMAZOLE 10 MG/GM BETAMETHASONE (DIPROPIONATE) 0.5 MG/GM,12 GM,複方,37.80,108.04.01- 迄今,108.04.01,,寶齡富錦生技股份有限公司,乳膏劑,一般學名藥,"BETAMETHASONE 0.5MG/GM + CLOTRIMAZOLE 10MG/GM, 外用軟膏劑, 12.00GM",D01AC51
A037607321,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01037607,01037607,"CLOTRIMAZOLE CREAM 20MG/GM ""PANBIOTIC""",克催瑪汝乳膏２０公絲/公克,CLOTRIMAZOLE 20 MG/GM,5 GM,單方,23.60,103.07.01- 迄今,103.07.01,,臺灣汎生製藥廠股份有限公司,乳膏劑,一般學名藥,"CLOTRIMAZOLE , 外用軟膏劑 , 20.00 MG/GM , 5.00 GM",D01AC01
A037607329,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01037607,01037607,"CLOTRIMAZOLE CREAM 20MG/GM ""PANBIOTIC""",克催瑪汝乳膏２０公絲/公克,CLOTRIMAZOLE 20 MG/GM,10 GM,單方,60.00,100.12.01- 迄今,100.12.01,,臺灣汎生製藥廠股份有限公司,乳膏劑,一般學名藥,"CLOTRIMAZOLE , 外用軟膏劑 , 20.00 MG/GM , 10.00 GM",D01AC01
A037739329,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01037739,01037739,"NAZOLE CREAM 2％ ""S.Y."" (KETOCONAZOLE)","""壽元""寧黴乳膏2％（克多可那挫）",KETOCONAZOLE 20 MG/GM,10 GM,單方,13.00,112.04.01- 迄今,112.04.01,,壽元化學工業股份有限公司,乳膏劑,一般學名藥,"KETOCONAZOLE , 外用軟膏劑 , 20.00 MG/GM , 10.00 GM",D01AC08
A037739335,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01037739,01037739,"NAZOLE CREAM 2％ ""S.Y."" (KETOCONAZOLE)","""壽元""寧黴乳膏2％（克多可那挫）",KETOCONAZOLE 20 MG/GM,15 GM,單方,29.10,113.04.01- 迄今,113.04.01,,壽元化學工業股份有限公司,乳膏劑,一般學名藥,"KETOCONAZOLE , 外用軟膏劑 , 20.00 MG/GM , 15.00 GM",D01AC08
A037868100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01037868,01037868,TORICAM CAPSULES 20MG (PIROXICAM),完疲痠痛膠囊20毫克（匹洛卡）,PIROXICAM 20 MG,,單方,1.03,111.01.01- 迄今,111.01.01,,五洲製藥股份有限公司,膠囊劑,一般學名藥,"PIROXICAM , 一般錠劑膠囊劑 , 20.00 MG",M01AC01
A0384871G0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01038487,01038487,"CHIANDA TALBLETS 0.15MG (CLONIDINE) ""CHINTENG""","""井田""降達錠０．１５毫克",CLONIDINE HCL 0.15 MG,,單方,1.50,103.04.01- 迄今,103.04.01,,井田國際醫藥廠股份有限公司,錠劑,一般學名藥,"CLONIDINE , 一般錠劑膠囊劑 , 150.00 MCG",C02AC01
A038511321,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01038511,01038511,"VAGENT CREAM 10MG/GM (ISOCONAZOLE) ""GCPC""","""人人""黴淨乳膏10毫克/公克（艾索那挫）",ISOCONAZOLE NITRATE 10 MG/GM,5 GM,單方,12.70,113.04.01- 迄今,113.04.01,,人人化學製藥股份有限公司,乳膏劑,一般學名藥,"ISOCONAZOLE , 外用軟膏劑 , 10.00 MG/GM , 5.00 GM",D01AC05
A0385113AH,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01038511,01038511,"VAGENT CREAM 10MG/GM (ISOCONAZOLE) ""GCPC""","""人人""黴淨乳膏10毫克/公克（艾索那挫）",ISOCONAZOLE NITRATE 10 MG/GM,6.5 GM,單方,18.50,111.01.01- 迄今,111.01.01,,人人化學製藥股份有限公司,乳膏劑,一般學名藥,"ISOCONAZOLE , 外用軟膏劑 , 10.00 MG/GM , 6.50 GM",D01AC05
A039586335,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01039586,01039586,"CLOTRI SOLUTION 10MG/ML (CLOTRIMAZOLE) ""KOJAR""","""國嘉""可瘉液１０毫克/毫升（克氯黴唑）",CLOTRIMAZOLE 10 MG/ML,15 ML,單方,43.20,95.11.01- 迄今,95.11.01,,國嘉製藥工業股份有限公司幼獅三廠,外用液劑,一般學名藥,"CLOTRIMAZOLE , 外用液劑 , 10.00 MG/ML , 15.00 ML",D01AC01
A041018100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01041018,01041018,NIMAPE TABLETS 100MG(ASPIRIN),腸溶膜衣錠１００公絲,ASPIRIN 100 MG,,單方,1.00,95.11.01- 迄今,95.11.01,,中國化學製藥股份有限公司新豐工廠,膜衣錠,一般學名藥,"ACETYLSALICYLIC ACID , 腸溶製劑 , 81-165,MG",B01AC06
A041056338,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01041056,01041056,ISOCORTANT CREAM,黴比乳膏,ISOCONAZOLE NITRATE 10 MG/GM DIFLUCORTOLONE VALERATE 1 MG/GM,20 GM,複方,49.80,103.07.01- 迄今,103.07.01,,美西製藥有限公司,乳膏劑,一般學名藥,"DIFLUCORTOLONE 1MG/GM + ISOCONAZOLE 10MG/GM, 外用軟膏劑, 20.00GM",D01AC20
A041464335,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01041464,01041464,"ANTIFUNGUS CREAM ""H.S.""","""黃氏""抗黴優乳膏",ECONAZOLE NITRATE 10 MG/GM TRIAMCINOLONE ACETONIDE 1 MG/GM,15 GM,複方,22.20,111.01.01- 迄今,111.01.01,,黃氏製藥股份有限公司,乳膏劑,一般學名藥,"TRIAMCINOLONE 1MG/GM + ECONAZOLE 10MG/GM, 外用軟膏劑, 15.00GM",D01AC20
A041691421,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01041691,01041691,"KODOLO ORABASE 0.1％ (DEXAMETHASONE) ""PANBIOTIC""","""汎生""口得樂 口內膏０．１％（迪皮質醇）",DEXAMETHASONE 1 MG/GM,5 GM,單方,28.90,114.04.01- 迄今,114.04.01,,臺灣汎生製藥廠股份有限公司,口內膏,一般學名藥,"DEXAMETHASONE , 口內膏 , 1.00 MG/GM , 5.00 GM",A01AC02
A041972321,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01041972,01041972,KORZIN CREAM 10MG/GM (CLOTRIMAZOLE),黴淨乳膏１０公絲/公克（克氯鰴唑）,CLOTRIMAZOLE 10 MG/GM,5 GM,單方,8.40,109.10.01- 迄今,109.10.01,,岳生生技股份有限公司,乳膏劑,一般學名藥,"CLOTRIMAZOLE , 外用軟膏劑 , 10.00 MG/GM , 5.00 GM",D01AC01
A042229335,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01042229,01042229,B.& N. EXFUNGUS CREAM 10MG/GM (BIFONAZOLE),"""西德有機""利膚療黴乳膏10毫克/公克（百弗那挫）",BIFONAZOLE 10 MG/GM,15 GM,單方,38.90,114.04.01- 迄今,114.04.01,,西德有機化學藥品股份有限公司,乳膏劑,一般學名藥,"BIFONAZOLE , 外用軟膏劑 , 10.00 MG/GM , 15.00 GM",D01AC10
A038571100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01038571,01038571,"SULIN ENTERIC-MICROENCAPSULATED CAPSULES 100MG (ASPIRIN) ""WINSTON""",〝溫士頓〞舒寧腸溶微粒膠囊１００毫克（乙醯水楊酸）,ASPIRIN 100 MG,,單方,1.50,96.11.01- 迄今,96.11.01,,溫士頓醫藥股份有限公司,腸溶膠囊劑,一般學名藥,"ACETYLSALICYLIC ACID , 腸溶製劑 , 81-165,MG",B01AC06
A043853329,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01043853,01043853,CB CREAM,新美乳膏,CLOTRIMAZOLE 10 MG/GM BETAMETHASONE (DIPROPIONATE) 0.5 MG/GM,10 GM,複方,25.70,114.04.01- 迄今,114.04.01,,國信藥品股份有限公司,乳膏劑,一般學名藥,"BETAMETHASONE(DIPROPIONATE) 0.5MG/GM + CLOTRIMAZOLE 10MG/GM, 外用軟膏劑, 10.00GM",D01AC51
A043853338,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01043853,01043853,CB CREAM,新美乳膏,CLOTRIMAZOLE 10 MG/GM BETAMETHASONE (DIPROPIONATE) 0.5 MG/GM,20 GM,複方,51.00,114.04.01- 迄今,114.04.01,,國信藥品股份有限公司,乳膏劑,一般學名藥,"BETAMETHASONE (DIPROPIONATE)0.5MG/GM + CLOTRIMAZOLE 10MG/GM, 外用軟膏劑, 20.00GM",D01AC51
A044016100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01044016,01044016,"SINLO ENTERIC-MICROENCAPSULATED CAPSULES 100MG (ASPIRIN) ""H.S.""",心絞平腸溶微粒膠囊１００公絲（乙醯水楊酸）〝華興〞,ASPIRIN 100 MG,,單方,1.00,98.10.01- 迄今,98.10.01,,華興化學製藥廠股份有限公司,腸溶微粒膠囊劑,一般學名藥,"ACETYLSALICYLIC ACID , 腸溶製劑 , 81-165,MG",B01AC06
A0440161G0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01044016,01044016,"SINLO ENTERIC-MICROENCAPSULATED CAPSULES 100MG (ASPIRIN) ""H.S.""",心絞平腸溶微粒膠囊１００公絲（乙醯水楊酸）〝華興〞,ASPIRIN 100 MG,,單方,1.50,97.01.01- 迄今,97.01.01,,華興化學製藥廠股份有限公司,腸溶微粒膠囊劑,一般學名藥,"ACETYLSALICYLIC ACID , 腸溶製劑 , 81-165,MG",B01AC06
A044241321,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01044241,01044241,"DR.PI.A.F. CREAM ""MEIDER""","""明德"" 皮大夫乳膏",BETAMETHASONE (DIPROPIONATE) 0.5 MG/GM GENTAMICIN (SULFATE) 1 MG/GM CLOTRIMAZOLE 10 MG/GM,5 GM,複方,15.40,113.04.01- 迄今,113.04.01,,明德製藥股份有限公司,乳膏劑,一般學名藥,"BETAMETHASONE 0.5MG/GM + GENTAMICIN 1MG/GM + CLOTRIMAZOLE 10MG/GM, 外用軟膏劑, 5.00GM",D01AC51
A044241355,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01044241,01044241,"DR.PI.A.F. CREAM ""MEIDER""","""明德"" 皮大夫乳膏",BETAMETHASONE (DIPROPIONATE) 0.5 MG/GM GENTAMICIN (SULFATE) 1 MG/GM CLOTRIMAZOLE 10 MG/GM,100 GM,複方,112.00,111.01.01- 迄今,111.01.01,,明德製藥股份有限公司,乳膏劑,一般學名藥,"BETAMETHASONE 0.5MG/GM + GENTAMICIN 1MG/GM + CLOTRIMAZOLE 10MG/GM, 外用軟膏劑, 100.00GM",D01AC51
A044367321,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01044367,01044367,BESTSON CREAM 0.5MG/GM,"""岳生""撲敏乳膏0.5毫克/公克",BETAMETHASONE (DIPROPIONATE) 0.5 MG/GM,5 GM,單方,10.90,113.04.01- 迄今,113.04.01,,岳生生技股份有限公司,乳膏劑,一般學名藥,"BETAMETHASONE (DIPROPIONATE) , 外用軟膏劑 , 0.50 MG/GM , 5.00 GM",D07AC01
A044367323,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01044367,01044367,BESTSON CREAM 0.5MG/GM,"""岳生""撲敏乳膏0.5毫克/公克",BETAMETHASONE (DIPROPIONATE) 0.5 MG/GM,6 GM,單方,14.70,113.04.01- 迄今,113.04.01,,岳生生技股份有限公司,乳膏劑,一般學名藥,"BETAMETHASONE (DIPROPIONATE) , 外用軟膏劑 , 0.50 MG/GM , 6.00 GM",D07AC01
A044367329,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01044367,01044367,BESTSON CREAM 0.5MG/GM,"""岳生""撲敏乳膏0.5毫克/公克",BETAMETHASONE (DIPROPIONATE) 0.5 MG/GM,10 GM,單方,14.70,113.04.01- 迄今,113.04.01,,岳生生技股份有限公司,乳膏劑,一般學名藥,"BETAMETHASONE (DIPROPIONATE) , 外用軟膏劑 , 0.50 MG/GM , 10.00 GM",D07AC01
A0429341G0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01042934,01042934,BESTSON CREAM 0.5MG/GM,"""岳生""撲敏乳膏0.5毫克/公克",BETAMETHASONE (DIPROPIONATE) 0.5 MG/GM,12 GM,單方,18.30,100.12.01- 迄今,100.12.01,,岳生生技股份有限公司,乳膏劑,一般學名藥,"BETAMETHASONE (DIPROPIONATE) , 外用軟膏劑 , 0.50 MG/GM , 12.00 GM",D07AC01
A044969343,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01044969,01044969,CIPROSONE CREAM 0.5MG/GM,敏撲寧乳膏0.5毫克/公克,BETAMETHASONE (DIPROPIONATE) 0.5 MG/GM,30 GM,單方,31.90,100.12.01- 迄今,100.12.01,,中生生技製藥股份有限公司淡水廠,乳膏劑,一般學名藥,"BETAMETHASONE (DIPROPIONATE) , 外用軟膏劑 , 0.50 MG/GM , 30.00 GM",D07AC01
A046633326,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01046633,01046633,"LOMEANE CREAM ""S.C.""","""十全"" 樂滅炎乳膏",MOMETASONE FUROATE 1 MG/GM,8 GM,單方,22.30,114.04.01- 迄今,114.04.01,,十全實業股份有限公司,乳膏劑,一般學名藥,"MOMETASONE , 外用軟膏劑 , 1.00 MG/GM , 8.00 GM",D07AC13
A047809435,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01047809,01047809,"Cromyn Nasal Spray ""H.S.""","""黃氏"" 敏保鼻用噴液劑",CROMOLYN SODIUM(=SODIUM CROMOGLYCATE) 40 MG/ML,15 ML,單方,86.00,95.11.01- 迄今,95.11.01,,黃氏製藥股份有限公司,鼻用噴液劑,一般學名藥,"SODIUM CROMOGLYCATE , 耳鼻用液劑 , 40.00 MG/ML , 15.00 ML",R01AC01
A047814100,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01047814,01047814,"Cofoncin Tablets 0.5mg ""Astar""","""安星"" 克風迅錠0.5毫克",COLCHICINE 0.5 MG,,單方,0.99,103.07.01- 迄今,103.07.01,,安星製藥股份有限公司,錠劑,一般學名藥,"COLCHICINE , 一般錠劑膠囊劑 , 500-650 MCG",M04AC01
A049565321,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01049565,01049565,Futezole Cream 1％,百拂柔乳膏 1％,BIFONAZOLE 10 MG/GM,5 GM,單方,13.60,113.04.01- 迄今,113.04.01,,昱任藥品有限公司,乳膏劑,一般學名藥,"BIFONAZOLE , 外用軟膏劑 , 10.00 MG/GM , 5.00 GM",D01AC10
A049565335,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01049565,01049565,Futezole Cream 1％,百拂柔乳膏 1％,BIFONAZOLE 10 MG/GM,15 GM,單方,38.90,114.04.01- 迄今,114.04.01,,昱任藥品有限公司,乳膏劑,一般學名藥,"BIFONAZOLE , 外用軟膏劑 , 10.00 MG/GM , 15.00 GM",D01AC10
A049565338,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01049565,01049565,Futezole Cream 1％,百拂柔乳膏 1％,BIFONAZOLE 10 MG/GM,20 GM,單方,67.00,114.04.01- 迄今,114.04.01,,昱任藥品有限公司,乳膏劑,一般學名藥,"BIFONAZOLE , 外用軟膏劑 , 10.00 MG/GM , 20.00 GM",D01AC10
A049603317,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01049603,01049603,Flunolone Ointment,膚諾隆軟膏,FLUOCINOLONE ACETONIDE 0.3 MG/GM,3.5 GM,單方,22.50,107.05.01- 迄今,107.05.01,,昱任藥品有限公司,軟膏劑,一般學名藥,"FLUOCINOLONE , 外用軟膏劑 , 0.30 MG/GM , 3.50 GM",D07AC04
A049652355,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01049652,01049652,Trisec Cream,倍克健乳膏,BETAMETHASONE (DIPROPIONATE) 0.5 MG/GM GENTAMICIN (SULFATE) 1 MG/GM CLOTRIMAZOLE 10 MG/GM,100 GM,複方,112.00,111.01.01- 迄今,111.01.01,,人人化學製藥股份有限公司,乳膏劑,一般學名藥,"BETAMETHASONE 0.5MG/GM + GENTAMICIN 1MG/GM + CLOTRIMAZOLE 10MG/GM, 外用軟膏劑, 100.00GM",D01AC51
A044367330,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01044367,01044367,BESTSON CREAM 0.5MG/GM,"""岳生""撲敏乳膏0.5毫克/公克",BETAMETHASONE (DIPROPIONATE) 0.5 MG/GM,10 GM,複方,31.50,113.04.01- 迄今,113.04.01,,松裕實業股份有限公司,乳膏劑,一般學名藥,"BETAMETHASONE 0.5MG/GM + GENTAMICIN 1MG/GM + CLOTRIMAZOLE 10MG/GM, 外用軟膏劑, 10.00GM",D01AC51
