IDLicitacion,NombreLicitacion,Tipo,Estado,FechaPublicacion,Descripcion,Moneda,TipoPresupuesto,TipoMonto,MontoLicitacion,Organismo
3842-22-LE25,ADQ DE ESTANQUES DE ACUMULACIÓN DE AGUA PUNITAQUI,LE,Adjudicada a uno o varios proveedores,14/07/2025 13:49:12,"“Adquisición de Estanques de Acumulación de Agua de 1.000 y 2.000 Litros, Comuna de Punitaqui”. 285	Descripción: Estanque vertical con capacidad de 1.000 litros, destinado al almacenamiento de agua u otros líquidos no corrosivos. Su diseño abierto con tapa sobrepuesta permite el acceso para inspección, limpieza y llenado, facilitando su operación en diversos contextos.  Capacidad de Carga: 1.000 litros. Características Técnicas: • Tapa sobrepuesta. • Resistente a los rayos UV. • Resistente a la corrosión. • Tapón con hilo para instalación de llave.  30	Descripción: Estanque vertical con capacidad de 2.000 litros, destinado al almacenamiento de agua u otros líquidos no corrosivos. Su diseño abierto con tapa sobrepuesta permite el acceso para inspección, limpieza y llenado, facilitando su operación en diversos contextos.  Capacidad de Carga: 2.000 litros.  Características Técnicas: • Tapa sobrepuesta. • Resistente a los rayos UV. • Resistente a la corrosión. • Tapón con hilo para instalación de llave.",CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,I MUNICIPALIDAD DE PUNITAQUI
4291-55-R125,ADQUISICION EQUIPAMIENTO INTERACTIVO,LE,Adjudicada a uno o varios proveedores,03/07/2025 12:37:26,"El requerimiento general de la Universidad de Antofagasta, consiste en la adquisición e implementación de pantallas interactivas conectados a un sistema de audio y conferencias en las dependencias de la Sala Cowork ubicada en el zócalo del Edificio Angamos",CLP,NO PUBLICADO,ESTIMADO,Entre 100 y 1000 UTM,UNIVERSIDAD DE ANTOFAGASTA
2401-82-LE25,ADQUISICIÓN DE MOTOCICLETAS Y EQUIPAMIENTO COMPLEM,LE,Adjudicada a uno o varios proveedores,23/06/2025 18:17:00,"La presentes Bases están referidas a la “ADQUISICIÓN DE MOTOCICLETAS Y EQUIPAMIENTO COMPLEMENTARIO, DIRECCIÓN DE SEGURIDAD PÚBLICA.”, en el marco de la ejecución del Plan Comunal de Seguridad Pública de la Municipalidad de Rancagua, a través de la Subsecretaría de Prevención del Delito. ",CLP,PUBLICADO,ESTIMADO,18.361.700,I MUNICIPALIDAD DE RANCAGUA
800-26-LQ25,SUMINISTRO DE FÉRULAS TAPONES Y YESOS PARA NARIZ.,LQ,Adjudicada a uno o varios proveedores,16/04/2025 15:32:47,"La Universidad de Chile, para su Hospital Clínico de la Universidad de Chile, en adelante e indistintamente el “Hospital Clínico” o el “HOSPITAL” establecimiento docente-asistencial de medicina de alta complejidad, llama a licitación pública para la adquisición, por sistema de suministro, de Férulas, tapones y yesos para nariz, la cual se regulará por las presentes Bases",CLP,NO PUBLICADO,DISPONIBLE,Igual o superior a 2.000 UTM e inferior a 5.000 UTM ,UNIVERSIDAD DE CHILE
1658-281-LE25,P.150-2025 SERVICIO DE PRODUCCIÓN CARNAVAL LLUVIA DE PARAGUAS Y SABORES DE INVIERNO,LE,Adjudicada a uno o varios proveedores,14/07/2025 17:36:52,SERVICIO DE PRODUCCIÓN CARNAVAL LLUVIA DE PARAGUAS Y SABORES DE INVIERNO.,CLP,PUBLICADO,ESTIMADO,58.000.000,I MUNICIPALIDAD DE TEMUCO
1359575-19-LE24,Tanques y Sensores para CRH,LE,Adjudicada a uno o varios proveedores,26/05/2025 10:19:00,contar Tanques y Sensores para la Clínica de Reproducción Humana de la Universidad de Valparaíso.,CLP,NO PUBLICADO,ESTIMADO,Entre 100 y 1000 UTM,UNIVERSIDAD DE VALPARAISO
2598-13-L125,ADQUISICIÓN DE INSUMOS DENTALES PARA UNIDAD ODONTOLÓGICA DEL CESFAM DE CONCÓN,L1,Adjudicada a uno o varios proveedores,10/07/2025 12:56:50,"El Departamento de Salud Municipal Concón, DESAM, requiere proveer de varios insumos dentales: fresas de alta y baja velocidad, piedras pimpollo y otros para ser utilizados en la unidad odontológica del CESFAM. Y que tiene como objetivo mantener el stock suficiente que permita una respuesta adecuada y eficiente en la atención a los pacientes que así lo requieran.",CLP,PUBLICADO,DISPONIBLE,6.000.000,I MUNICIPALIDAD DE CONCON
741-36-LE25,SERV. PROD. MON. QUINTA EXPO MUJER RURAL,LE,Adjudicada a uno o varios proveedores,08/08/2025 13:01:06,"Se requiere de la contratación de un oferente del ramo que provea los servicios de producción y montaje del evento, incluyendo todos los componentes solicitados y servicio al expositor.",CLP,PUBLICADO,DISPONIBLE,18.500.000,INSTITUTO DE DESARROLLO AGROPECUARIO
3891-24-LE25,LICIT. TRANSPORTE ESCOLAR PARA ESCUELA QUIÑENAHUIN,LE,Adjudicada a uno o varios proveedores,04/08/2025 17:01:07,"TRANSPORTE ESCOLAR PARA ESTUDIANTES DE ESCUELA JERÓNIMO NECULPAN, QUIÑENAHUIN",CLP,PUBLICADO,DISPONIBLE,9.696.429,ILUSTRE MUNICIPALIDAD DE CURARREHUE
608-156-LP25,Adquisición de implantes para húmero proximal: Placas y tornillos con instrumental y motor en comodato,LP,Adjudicada a uno o varios proveedores,20/05/2025 10:21:00,Adquisición de implantes para húmero proximal: Placas y tornillos con instrumental y motor en comodato ,CLP,PUBLICADO,ESTIMADO,337.145.000,HOSPITAL DR GUSTAVO FRICKE DE VINA DEL MAR
537934-15-LE25,PRODUCCIÓN FIESTAS PATRIAS 2025,LE,Adjudicada a uno o varios proveedores,01/07/2025 15:24:25,Se requiere Servicio de coordinación y producción para Celebración de Fiestas Patrias 2025 “Fondas Metrinas” la que se realizará en diversos lugares de Metro.,CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,EMPRESA DE TRANSPORTE DE PASAJEROS METRO S A
1199-42-LE25,C.S. SERVICIO DE LIMPIEZA VEHÍCULOS INSTITUCIONALE,LE,Adjudicada a uno o varios proveedores,09/07/2025 12:17:26,"LICITACIÓN CONVENIO SUMINISTRO: Contratación del Servicio de Limpieza Vehículos Institucionales IND Región del Maule, autorizado por Resolución Exenta N°ML-00323/2025 DEL 7.07.2025. ",CLP,NO PUBLICADO,ESTIMADO,Entre 100 y 1000 UTM,INSTITUTO NACIONAL DE DEPORTES DE CHILE
2699-16-LE25,SERVICIO DE IMPLEMENTACIÓN DE SISTEMA LICENCIADO,LE,Adjudicada a uno o varios proveedores,19/06/2025 12:45:13,SERVICIO DE IMPLEMENTACIÓN DE SISTEMA LICENCIADO DE GESTIÓN DE VIDEO PARA CÁMARAS MUNICIPALES,CLP,PUBLICADO,DISPONIBLE,38.000.000,I MUNICIPALIDAD DE LA REINA
1369-22-O124,CRV Ruta 27-CH KM 75 al 105,O1,Adjudicada a uno o varios proveedores,19/06/2024 16:28:24," Conservación de la red vial, Conservacion periodica Ruta 27CH San Pedro de Atacama - Paso Jama, Km.75,00 al Km.105,00  Comuna de San Pedro de Atacama, Provincia de El Loa, Region de Antofagasta  Nuevo 2024.	 ",CLP,NO PUBLICADO,NO ES POSIBLE DE ESTIMAR,No público,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF
3890-65-E225,ADQ. MATERIALES DE OFICINA PROGRAMAS DIDECO,E2,Adjudicada a uno o varios proveedores,24/06/2025 09:36:27,ADQ. MATERIALES DE OFICINA PROGRAMAS DIDECO,CLP,PUBLICADO,DISPONIBLE,2.450.000,I MUNICIPALIDAD DE FREIRE
5221-32-LE25,CAMILLA DE EXAMEN GINECOLOGICO CESFAM 18,LE,Adjudicada a uno o varios proveedores,18/07/2025 13:51:28,"Licitación: “Adquisición Camilla de Examen Ginecológica”, CESFAM 18 de septiembre PROYECTO: “NORMALIZACION CESFAM 18 DE SEPTIEMBRE PUNTA ARENAS” – Código BIP 30128661-0 Lugar de entrega Bienes: La Unidad Técnica Servicio de Salud informará oportunamente el lugar de entrega de los bienes Fecha Máxima de entrega	3 de octubre de 2025",CLP,NO PUBLICADO,ESTIMADO,Entre 100 y 1000 UTM,SERVICIO DE SALUD MAGALLANES
1057547-283-LP25,CONVENIO DE MANTENIMIENTO  EQUIPOS RELEVANTES,LP,Adjudicada a uno o varios proveedores,16/06/2025 09:49:34,CONVENIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO PARA EQUIPOS RELEVANTES MARCA SIEMENS DEL HOSPITAL BASE VALDIVIA,CLP,PUBLICADO,ESTIMADO,100.000.000,SERVICIO DE SALUD VALDIVIA HOSPITAL BASE
758-47-LE25,SC 21415 ROPA DE PROTECCIÓN PERSONAL,LE,Adjudicada a uno o varios proveedores,15/07/2025 15:10:25,"Adquisición de kits de ropa de protección personal, para entregar equipamiento a los funcionariosas que realizan labores en terreno.",CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,SERVICIO NACIONAL DE PREVENCIÓN Y RESPUESTA ANTE DESASTRES
5970-1-LE25,ADQUISICIÓN DE FTIR CON ATR Y REFLECTANCIA DIFUSA PARA LABORATORIO DE ANALISIS E INVESTIGACIONES ARQUEOMETRICAS. UTA,LE,Adjudicada a uno o varios proveedores,05/06/2025 16:27:21,"FTIR CON ATR Y REFLECTANCIA DIFUSA PARA LABORATORIO DE ANALISIS E INVESTIGACIONES ARQUEOMETRICAS. UTA, DE ACUERDO A CARACTERISTICAS TECNICAS SEGÚN LISTADO ANEXO N° 2, GARANTIA Y FLETE INCLUIDO. CON CARGO AL CENTRO DE COSTOS 4545 PLAN DESARROLLO FACSO y 4574 PROGRAMA OPERATIVO BIANUAL FACSO 2025-2026, ADOSADO A LA SOLICITUD DE COMPRA N°2025050148",CLP,PUBLICADO,DISPONIBLE,59.500.000,UNIVERSIDAD DE TARAPACA
5603-1-LE25,SERVICIO DE PRODUCCIÓN EVENTO FERIA LABORAL FCFM,LE,Adjudicada a uno o varios proveedores,04/06/2025 08:49:13,"Por el presente instrumento, la Dirección de Vinculación Externa de la Facultad de Ciencias Físicas y Matemáticas de la Universidad de Chile  convoca a licitación pública tipo LE, para la contratación del Servicio de producción Feria Laboral de la Facultad de Ciencias Físicas y Matemáticas de la Universidad de Chile 2025, a realizarse en dos jornadas dos días consecutivos en el mes de noviembre 2025, según las características y especificaciones establecidas en las presentes bases administrativas, bases técnicas y anexos.  El servicio requerido de producción Feria Laboral de la Facultad de Ciencias Físicas y Matemáticas de la Universidad de Chile 2025, consiste en la organización y producción de una feria de empleabilidad impartida por la Facultad, a realizarse durante dos días en el mes de noviembre 2025.",CLP,PUBLICADO,ESTIMADO,20.000.000,UNIVERSIDAD DE CHILE
3754-12-LE25,Adq de Servicios Canastas Integral Oftalmologicas,LE,Adjudicada a uno o varios proveedores,04/08/2025 20:46:00,Adquisición de Servicios de Canastas Integral Oftalmológicas( Atención Oftalmológicas-Lentes -Ópticos),CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,I MUNICIPALIDAD DE CANELA
1213444-24-LE25,ARRIENDO DE DISPENSADORES DE AGUA Y BIDONES,LE,Adjudicada a uno o varios proveedores,24/07/2025 17:13:33,"Las presentes Bases Administrativas tienen por objeto regular el llamado a Propuesta Pública para adquirir el SERVICIO DE ARRIENDO DE DISPENSADORES DE AGUA Y SUMINISTRO DE BIDONES DE AGUA, a requerimientos de la misma entidad, la que se singulariza en las Bases Administrativas y en las Bases Técnicas de la Propuesta.",CLP,NO PUBLICADO,ESTIMADO,Entre 100 y 1000 UTM,CORP MUNICIPAL SAN FERNANDO PARA LA ATENCION MENORES Y LAS A DE E Y S
1213444-21-LE25,SISTEMA DE GESTIÓN DE CALIDAD,LE,Adjudicada a uno o varios proveedores,22/07/2025 09:26:14,"Las presentes Bases Administrativas tienen por objeto regular el llamado a Propuesta Pública para ADQUISICIÓN DE PLATAFORMA DE CERTIFICACIÓN DE CALIDAD, a requerimientos de la misma entidad, la que se singulariza en las Bases Administrativas y en las Bases Técnicas de la Propuesta.",CLP,NO PUBLICADO,ESTIMADO,Entre 100 y 1000 UTM,CORP MUNICIPAL SAN FERNANDO PARA LA ATENCION MENORES Y LAS A DE E Y S
3416-64-LE25,SERVICIO DE EVALUACIÓN PSICOLÓGICA - Readjudicada en Id 3416-64-R125,LE,Adjudicada a uno o varios proveedores,26/06/2025 15:30:14,PARA LOS ALUMNOS DE LA ESCUELA MILITAR,CLP,PUBLICADO,DISPONIBLE,9.812.600,COMANDO DE APOYO A LA FUERZA
3960-31-LE25,SEGUROS PARA VEHÍCULOS MUNICIPALES,LE,Adjudicada a uno o varios proveedores,25/07/2025 16:17:28,"La necesidad de la I.Municipalidad de Hualañé, de realizar llamado a Licitación Pública para el Servicio “Seguros para Vehículos Municipales”.",CLF,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,I MUNICIPALIDAD DE HUALANE
3881-29-LE25,MEJORAMIENTO DE VIVIENDAS,LE,Adjudicada a uno o varios proveedores,08/08/2025 15:02:38,"MEJORAMIENTO DE VIVIENDAS PROGRAMA HABITABILIDAD AÑO 2025, COMUNA DE PINTO, SEGUN LAS BAE.",CLP,PUBLICADO,DISPONIBLE,24.104.210,I MUNICIPALIDAD DE PINTO
1372647-3-LE25,SERVICIO ALIMENTACION CAMPEONATO FUTSAL,LE,Adjudicada a uno o varios proveedores,08/08/2025 15:22:05,SOLICITUD 18 DIRECTOR CORPORACION DONDE SOLCITA ALIMENTACION DELEGACIONES FUTSAL QUE PARTICIPAN NACIONAL ,CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,ASOCIACION MUNICIPAL DE DEPORTES Y RECREACION DE TOCOPILLA
1372647-2-LE25,ALOJAMINETO CAMOPEONATO NACIONAÑ,LE,Adjudicada a uno o varios proveedores,08/08/2025 15:01:48,SOLICITUD 17  DIRECTOR DE LA COORPORACION DONDE SOLICITA ALOLAMIENTO PARA  DELEGACIONES QUER PARTICIPAN EN EL NACIONAL DE FUTSAL 12,CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,ASOCIACION MUNICIPAL DE DEPORTES Y RECREACION DE TOCOPILLA
3958-60-L125,SERVICIO DE MANTENCIÓN DE VEHÍCULOS FLOTA DAEM SEGUNDO SEMESTRE,L1,Adjudicada a uno o varios proveedores,12/08/2025 13:24:43,"La Ilustre Municipalidad de Navidad, a través de su Departamento de Administración de Educación Municipal (DAEM) requiere adquirir el servicio de mantención de vehículos de flota DAEM año 2025.  Nota: El monto máximo disponible del convenio de suministro es $3.767.950",CLP,PUBLICADO,DISPONIBLE,3.767.950,I MUNICIPALIDAD DE NAVIDAD
1057498-36-LE25,MANTENCIÓN DE GENERADORES ELÉCTRICOS,LE,Adjudicada a uno o varios proveedores,21/07/2025 17:55:42,Establecer un contrato de mantención preventiva y correctiva de las equipos generadores de energía eléctrica que respaldan la electricidad del Hospital de manera autónoma ante interrupciones prolongadas del servicio de distribución de energía eléctrica o desconexiones programadas interna o externamente.,CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,SERVICIO DE SALUD SUR HOSPITAL SANATORIO EL PINO
1493-61-LE25,INSTALACION ESTANQUE DE 20.000 LTS PARA CESFAM COMUNA DE SAN NICOLÁS,LE,Adjudicada a uno o varios proveedores,31/07/2025 16:01:33,"INSTALACION ESTANQUE DE 20.000 LTS PARA CESFAM, COMUNA DE SAN NICOLÁS",CLP,PUBLICADO,DISPONIBLE,10.100.000,I MUNICIPALIDAD DE SAN NICOLAS
2395-45-L125,(Sol. Ped. 647) Curso de Capacitación Prevención del Suicidio,L1,Adjudicada a uno o varios proveedores,05/08/2025 17:43:00,Curso de Capacitación Prevención del Suicidio ,CLP,PUBLICADO,ESTIMADO,4.000.000,I MUNICIPALIDAD PEDRO AGUIRRE CERDA
2675-43-LE25,ADQ DE ANTENAS Y SERVICIOS PARA CONECTIVIDAD SATEL,LE,Adjudicada a uno o varios proveedores,12/06/2025 12:37:00,"ADQUISICION DE ANTENAS Y SERVICIOS PARA CONECTIVIDAD SATELITAL MUNICIPALIDAD DE MOSTAZAL, SEGÚN BASES DE LICITACIÓN",CLP,PUBLICADO,DISPONIBLE,8.700.000,I MUNICIPALIDAD DE MOSTAZAL
727202-52-LE25,SERVICIO DE PRODUCCIÓN ACTIVIDAD DIRIGENTE SOCIAL,LE,Adjudicada a uno o varios proveedores,14/08/2025 17:54:10,"Se requiere la contratación de Servicio de Producción para actividad recreativa de los dirigentes sociales de la comuna de Vicuña, conforme a lo señalado en las bases técnicas adjuntas.",CLP,PUBLICADO,DISPONIBLE,15.000.000,I MUNICIPALIDAD DE VICUNA
3997-65-LE25,MONITORES DEPORTIVOS SEMESTRE II 2025,LE,Adjudicada a uno o varios proveedores,23/07/2025 17:26:24,"La Ilustre Municipalidad de Coltauco requiere contratar servicios de monitores deportivos especializados para el desarrollo de talleres deportivos de ballet, ciclismo, básquetbol, yoga, arquero, voleibol y escalada, a ejecutarse durante el segundo semestre del año 2025, con el fin de fomentar la actividad física, el deporte, la vida saludable y la participación comunitaria a través del deporte.",CLP,PUBLICADO,DISPONIBLE,8.700.000,I MUNICIPALIDAD DE COLTAUCO
4309-233-LP25,CONVENIO ASPARRAGINASA,LP,Adjudicada a uno o varios proveedores,10/07/2025 15:51:50,ABASTECER HGGB,CLP,NO PUBLICADO,ESTIMADO,Igual o superior a 1.000 UTM e inferior a 2.000 UTM,HOSPITAL GUILLERMO GRANT BENAVENTE DE CO
1540-106-LE25,CONV SUM COLCHONES AIRE DINÁMICO ALTERNANTE,LE,Adjudicada a uno o varios proveedores,02/07/2025 13:37:58,"Con el fin de prevenir y tratar las úlceras por presión en pacientes hospitalarios, mejorando su calidad de vida, reduciendo complicaciones y promoviendo su recuperación. De esta manera, también cumplir con las normativas nacionales e internacionales en materia de seguridad del paciente y calidad de la atención.",CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,SERVICIO DE SALUD MAGALLANES HOSPITAL DE PTO NATALES
2133-79-LP25,PPTA 276 DFLN°36 “COMPRA DE SERVICIO DE INTERVENCIONES QUIRÚRGICAS DE PATOLOGÍAS DE PELVIS Y CADERA”,LP,Adjudicada a uno o varios proveedores,08/07/2025 18:05:00,"El objetivo principal de esta propuesta pública es la COMPRA DE SERVICIO DE INTERVENCIONES QUIRÚRGICAS DE PATOLOGÍAS DE PELVIS Y CADERA, con el fin de atender a pacientes ingresados por urgencia, hospitalizados, electivos o en lista de espera que requieren estas cirugías para mejorar su condición de salud, dado al impacto significativo que las patologías de pelvis y cadera tienen sobre la movilidad, estabilidad y calidad de vida de los pacientes. Por otra parte, las fracturas, displasias, infecciones y otras afecciones no tratadas oportunamente pueden generar complicaciones graves, como necrosis avascular, artrosis postraumática, deformidades, o infecciones sistémicas como sepsis, y en personas mayores, las fracturas de cadera se asocian a alta mortalidad, discapacidad prolongada y pérdida de independencia funcional. Actualmente estas intervenciones no pueden realizarse en los pabellones institucionales debido a la alta demanda existente, la cual supera la capacidad de resolución del equipo de la subespecialidad de Traumatología de cadera. Por lo que se requiere de este servicio para resolver las patologías relacionadas a la subespecialidad de Traumatología de cadera en tiempos óptimos y así evitar complicaciones graves, promoviendo la atención oportuna de estas condiciones. Las cuales no solo mejora los resultados médicos y funcionales, sino que también mejora la calidad de vida de los pacientes, previniendo las complicaciones adicionales y optimizando el uso de los recursos del sistema de salud. Dicho lo anterior, estas intervenciones serán realizadas en dependencias del Establecimiento, fuera de horario institucional y a beneficiarios del Sistema Público de Salud, en las mejores condiciones posibles para ambas partes, según se detalla en las bases administrativas y técnicas, y en Anexo Nº 1. El respectivo contrato estará sujeto a las disposiciones del Decreto con Fuerza de Ley Nº 36, del 10 de Julio de 1980 del Ministerio de Salud y sus modificaciones introducidas por la Ley Nº 18.417, en este sentido, El Prestador de Acciones de Salud se obligará a proporcionar por cuenta y a nombre del Hospital, y por la vía de la delegación, conforme a lo requerido por el inc. 1 del art. 2 del DFL 36/80 a los Beneficiarios del Régimen de Prestaciones de Salud de la Ley Nº 18.469, las acciones de prevención, fomento, recuperación, protección o de rehabilitación de salud que por este acto se licitan.",CLP,PUBLICADO,ESTIMADO,336.668.010,HOSPITAL DOCTOR HERNAN HENRIQUEZ ARAVENA
1448821-1-LE25,Adquisición Eq. y Mobiliarios para Biblioteca Mun.,LE,Adjudicada a uno o varios proveedores,26/06/2025 12:33:00,"Adquisición Equipos y Mobiliario para Biblioteca Municipal de Chaitén de acuerdo a Bases Administrativas, Especificaciones Técnicas y demás antecedentes que comprenden la presente Licitación.",CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,I MUNICIPALIDAD DE CHAITEN
1057532-43-L125,Adquisición Escalas Wechsler de Inteligencia para Dispositivos SSO,L1,Adjudicada a uno o varios proveedores,30/06/2025 07:32:55,F2-180-NAM Se requiere la compra de escalas Wechsler para usuarios de dispositivos Newen y Cosam Oriente. -Escala Wechsler de Inteligencia para Niños – Quinta Edición (Batería WISCV). -Escala Wechsler de inteligencia para Adultos-IV (WAIS-IV),CLP,PUBLICADO,ESTIMADO,1.751.000,SERVICIO DE SALUD OSORNO
626529-10-LE25,SERV PROD EVENTO RECREATIVO DESARROLLO COMUNITARIO,LE,Adjudicada a uno o varios proveedores,25/07/2025 10:44:53,"Contratación de SERVICIO DE PRODUCCIÓN DE EVENTO RECREATIVO DE DESARROLLO COMUNITARIO, según bases técnicas y oferta del proveedor adjudicado.",CLP,PUBLICADO,DISPONIBLE,13.000.000,I MUNICIPALIDAD DE SAN PEDRO
1133592-20-LE25,ADQ. DE SERV. DE MANT. Y REP. COMPRESORES GOPE,LE,Adjudicada a uno o varios proveedores,24/07/2025 17:03:35,"ADQUISICIÓN DEL SERVICIO DE MANTENIMIENTO Y REPARACION DE EQUIPOS TECNICOS, 06 COMPRESORES DE BUCEO, Y MANTENCION DE 01 MOTOR, DE LA PREFECTURA DE OPERACIONES ESPECIALES GOPE.",CLP,PUBLICADO,DISPONIBLE,13.875.250,DIRECCION DE LOGISTICA DE CARABINEROS
1422039-16-LP25,COMPRA MEDALLAS FINISHER Y PREMIACIÓN III CORRIDA,LP,Adjudicada a uno o varios proveedores,04/07/2025 18:42:00,"Producir, confeccionar y entregar 20.000 unidades de medallas finisher, además de 150 medallas de premiación, para el componente denominado “III Corrida Gana Santiago 2025” a realizar el día domingo 28 de septiembre de 2025 por el eje Alameda. Se solicitará a cada una de las empresas proponentes generar una muestra previa de cada medalla y sus respectivos recorridos. La entrega de la totalidad de medallas debe ser al menos una semana hábil anterior a la realización del evento, con entrega en la Corporación de Desarrollo Territorial y Turismo de la Región Metropolitana ubicada en Bandera 84, piso 8, comuna de Santiago. Este componente tiene contemplado la participación de las 52 comunas de la Región Metropolitana, y 20.000 deportistas durante el desarrollo de la jornada  como también una posterior premiación ex post a la realización del evento.",CLP,NO PUBLICADO,DISPONIBLE,Igual o superior a 1.000 UTM e inferior a 2.000 UTM,CORPORACION DE DESARROLLO TERRITORIAL Y TURISMO DE LA REGION METROPOLITANA
