Registration No,Product Name,Registration No (verified),Holder,Holder Address,Phone No,Manufacturer,Manufacturer Address
MAL17085061AZ,TIMOLAIN (Timolol Maleate Ophthalmic Solution USP (Timolol 0.5%)),MAL17085061AZ,AIN MEDICARE SDN. BHD.,"LOT 4933, 4934 & PT2464, JALAN 6/44, KAW. PERINDUSTRIAN PENGKALAN CHEPA 2, 16100 KOTA BHARU MALAYSIA",09-7743388,AIN MEDICARE SDN. BHD.,"LOT 4933, 4934 & PT2464, JALAN 6/44 KAWASAN PERINDUSTRIAN PENGKALAN CHEPA 2 16100 KOTA BHARU MALAYSIA"
MAL17097019N,APPETON MV LYSINE SYRUP,MAL17097019N,KOTRA PHARMA (M) SDN. BHD.,"NO. 1,2 & 3, JALAN TTC 12 CHENG INDUSTRIAL ESTATE, 75250 CHENG MALAYSIA",06-3362222,KOTRA PHARMA (M) SDN. BHD.,"NO. 1, 2 & 3, JALAN TTC 12 CHENG INDUSTRIAL ESTATE 75250 MALAYSIA"
MAL17107014AZ,ALFUTOR ER TABLETS 10 MG,MAL17107014AZ,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.,"E-08-08, PLAZA MONT KIARA, NO 2 JALAN KIARA,MONT KIARA 50480 KUALA LUMPUR MALAYSIA",0362011415,TORRENT PHARMACEUTICALS LTD,INDRAD - 382721 DIST. MEHSANA INDIA
MAL17107016AZ,PREGEB CAPSULES 75 MG,MAL17107016AZ,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.,"E-08-08, PLAZA MONT KIARA, NO 2 JALAN KIARA,MONT KIARA 50480 KUALA LUMPUR MALAYSIA",0362011415,TORRENT PHARMACEUTICALS LTD,INDRAD - 382721 DIST. MEHSANA INDIA
MAL17107024ARZ,Piperacillin/Tazobactam Kabi 4g/0.5g Powder for Solution for Infusion,MAL17107024ARZ,FRESENIUS KABI MALAYSIA SDN. BHD,"3-1 & 3-2, AXIS TECHNOLOGY CENTRE LOT 13 JALAN 51A/225 46100 PETALING JAYA MALAYSIA",03-7957 2929,LABESFAL LABORATORIOS ALMIRO S.A.,"ZONE INDUSTRIAL DO LAGEDO, SANTIAGO DE BESTEIROS 3465-157 PORTUGAL"
MAL17107026AZ,Shinallerg Eye Drop,MAL17107026AZ,Y.S.P. INDUSTRIES (M) SDN. BHD.,"LOT 3, 5, 7, 12 & 14, JALAN P/7, SECTION 13, KAWASAN PERINDUSTRIAN BANDAR BARU BANGI, 43000 KAJANG MALAYSIA",03-89251215,Y.S.P. INDUSTRIES (M) SDN. BHD.,"LOT 3, 5, 7, 12 & 14, JALAN P/7, SECTION 13 KAWASAN PERINDUSTRIAN BANDAR BARU BANGI 43000 KAJANG MALAYSIA"
MAL17107028AZ,Ciflox Eye Drop 0.3% w/v,MAL17107028AZ,Y.S.P. INDUSTRIES (M) SDN. BHD.,"LOT 3, 5, 7, 12 & 14, JALAN P/7, SECTION 13, KAWASAN PERINDUSTRIAN BANDAR BARU BANGI, 43000 KAJANG MALAYSIA",03-89251215,Y.S.P. INDUSTRIES (M) SDN. BHD.,"LOT 3, 5, 7, 12 & 14, JALAN P/7, SECTION 13 KAWASAN PERINDUSTRIAN BANDAR BARU BANGI 43000 KAJANG MALAYSIA"
MAL17107032AZ,SIMVACOR Film Coated Tablet 40mg,MAL17107032AZ,Y.S.P. INDUSTRIES (M) SDN. BHD.,"LOT 3, 5, 7, 12 & 14, JALAN P/7, SECTION 13, KAWASAN PERINDUSTRIAN BANDAR BARU BANGI, 43000 KAJANG MALAYSIA",03-89251215,Y.S.P. INDUSTRIES (M) SDN. BHD.,"LOT 3, 5, 7, 12 & 14, JALAN P/7, SECTION 13 KAWASAN PERINDUSTRIAN BANDAR BARU BANGI 43000 KAJANG MALAYSIA"
MAL17107075ACRZ,MINIRIN Oral Lyophilisate for sublingual 60mcg,MAL17107075ACRZ,Ferring Sdn. Bhd.,"21-6, BLOCK B JAYA ONE, NO. 72A, JALAN PROFESOR DIRAJA UNGKU AZIZ, 46200 PETALING JAYA MALAYSIA",0379603032,CATALENT UK SWINDON ZYDIS LIMITED,FRANKLAND ROAD BLAGROVE SWINDON WILTSHIRE SN5 8RU UNITED KINGDOM
MAL17107076ACRZ,MINIRIN Oral Lyophilisate for sublingual 120mcg,MAL17107076ACRZ,Ferring Sdn. Bhd.,"21-6, BLOCK B JAYA ONE, NO. 72A, JALAN PROFESOR DIRAJA UNGKU AZIZ, 46200 PETALING JAYA MALAYSIA",0379603032,CATALENT UK SWINDON ZYDIS LIMITED,FRANKLAND ROAD BLAGROVE SWINDON WILTSHIRE SN5 8RU UNITED KINGDOM
MAL17107080AZ,Axcel Etoricoxib-90mg Tablet,MAL17107080AZ,KOTRA PHARMA (M) SDN. BHD.,"NO. 1,2 & 3, JALAN TTC 12 CHENG INDUSTRIAL ESTATE, 75250 CHENG MALAYSIA",06-3362222,KOTRA PHARMA (M) SDN. BHD.,"NO. 1, 2 & 3, JALAN TTC 12 CHENG INDUSTRIAL ESTATE 75250 MALAYSIA"
MAL17107089AZ,GRANIL 3mg/3mL Solution for Injection/Infusion,MAL17107089AZ,Y.S.P. INDUSTRIES (M) SDN. BHD.,"LOT 3, 5, 7, 12 & 14, JALAN P/7, SECTION 13, KAWASAN PERINDUSTRIAN BANDAR BARU BANGI, 43000 KAJANG MALAYSIA",03-89251215,"Yung Shin Pharmaceutical Ind. CO., Ltd. (Taichung Youth Factory)","NO. 27, KUNG CHIU RD., TACHIA,TAICHUNG TAIWAN TAIWAN"
MAL17107093AZ,Promethiol Syrup,MAL17107093AZ,Y.S.P. INDUSTRIES (M) SDN. BHD.,"LOT 3, 5, 7, 12 & 14, JALAN P/7, SECTION 13, KAWASAN PERINDUSTRIAN BANDAR BARU BANGI, 43000 KAJANG MALAYSIA",03-89251215,Y.S.P. INDUSTRIES (M) SDN. BHD.,"LOT 3, 5, 7, 12 & 14, JALAN P/7, SECTION 13 KAWASAN PERINDUSTRIAN BANDAR BARU BANGI 43000 KAJANG MALAYSIA"
MAL17116078XR,QV Flare Up Cream 10%w/w,MAL17116078XR,EGO PHARM MALAYSIA SDN. BHD.,"1-6, BLOCK A, JAYA ONE, 72A JLN PROF DIRAJA UNGKU AZIZ, 46200 PETALING JAYA MALAYSIA",0379568868,EGO PHARMACEUTICALS PTY. LTD.,"21 - 31, MALCOLM ROAD, BRAESIDE BRAESIDE 3195 AUSTRALIA"
MAL17117037AZ,HEMACOM LF (Continuous Renal Replacement Therapy Solution without Lactate),MAL17117037AZ,AIN MEDICARE SDN. BHD.,"LOT 4933, 4934 & PT2464, JALAN 6/44, KAW. PERINDUSTRIAN PENGKALAN CHEPA 2, 16100 KOTA BHARU MALAYSIA",09-7743388,AIN MEDICARE SDN. BHD.,"LOT 4933, 4934 & PT2464, JALAN 6/44 KAWASAN PERINDUSTRIAN PENGKALAN CHEPA 2 16100 KOTA BHARU MALAYSIA"
MAL17117043XZ,UniRINS CG (Chlorhexidine Gluconate 0.05% w/v Irrigation Solution),MAL17117043XZ,AIN MEDICARE SDN. BHD.,"LOT 4933, 4934 & PT2464, JALAN 6/44, KAW. PERINDUSTRIAN PENGKALAN CHEPA 2, 16100 KOTA BHARU MALAYSIA",09-7743388,AIN MEDICARE SDN. BHD.,"LOT 4933, 4934 & PT2464, JALAN 6/44 KAWASAN PERINDUSTRIAN PENGKALAN CHEPA 2 16100 KOTA BHARU MALAYSIA"
MAL18016021AZ,Megex-I Suspension 800mg/20ml,MAL18016021AZ,IMEKS PHARMA SDN. BHD.,"NO. 5 & 9, JALAN UDANG HARIMAU 2 MEDAN NIAGA KEPONG 51200 KUALA LUMPUR MALAYSIA",0362418080,DAEWON PHARM CO LTD,"24, JEYAKGONGDAN 1-GIL HYANGNAM-EUP, HWASEONG-SI GYEONGGI-DO KOREA,SOUTH"
MAL18016024ACZ,Rocuronium-hameln 10mg/ml Injection,MAL18016024ACZ,IMEKS PHARMA SDN. BHD.,"NO. 5 & 9, JALAN UDANG HARIMAU 2 MEDAN NIAGA KEPONG 51200 KUALA LUMPUR MALAYSIA",0362418080,Siegfried Hameln GmBH,"LANGES FELD 13, 31789, HAMELN, GERMANY"
MAL18016027AZ,Dezal Oral Solution 0.5mg/ml,MAL18016027AZ,DCH AURIGA (MALAYSIA) SDN. BHD.,"LOT 6, PERSIARAN PERUSAHAAN, SEKSYEN 23, 40300 SHAH ALAM MALAYSIA",03-55417748,Balkanpharma-Troyan,"AD 1 KRAYRECHNA STR., TROYAN 5600, BULGARIA"
MAL18016038AZ,CLOBESOL OINTMENT 0.05%w/w,MAL18016038AZ,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.,"PLOT 14, LEBUHRAYA KG. JAWA 11900 BAYAN LEPAS MALAYSIA",04-6434462,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.,PLOT 14 LEBUHRAYA KG. JAWA 11900 BAYAN LEPAS MALAYSIA
MAL18016052AZ,TORQUITE TABLETS 25 MG,MAL18016052AZ,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.,"E-08-08, PLAZA MONT KIARA, NO 2 JALAN KIARA,MONT KIARA 50480 KUALA LUMPUR MALAYSIA",0362011415,TORRENT PHARMACEUTICALS LTD.,INDRAD - 382721 DIST. MEHSANA INDIA
MAL18016060ACZ,Avacort HFA 200mcg Metered Dose Inhaler,MAL18016060ACZ,Nano Medic Care Sdn. Bhd.,"NO.1-6 & 1-12, 1ST FLOOR, JALAN INDAH 2 TAMAN INDAH 84000 MUAR MALAYSIA",06-951 3111,Synmosa Biopharma Corporation,"NO.6, KUANG YEH 1ST RD., HU-KUO HSIANG HSIN-CHU IND. PARK HSIN CHU HSIEN TAIWAN"
MAL18016082X,Axcel Glucosatin Dry Powder for Oral Solution,MAL18016082X,KOTRA PHARMA (M) SDN. BHD.,"NO. 1,2 & 3, JALAN TTC 12 CHENG INDUSTRIAL ESTATE, 75250 CHENG MALAYSIA",06-3362222,KOTRA PHARMA (M) SDN. BHD.,"NO. 1, 2 & 3, JALAN TTC 12 CHENG INDUSTRIAL ESTATE 75250 MALAYSIA"
MAL18016139ARZ,N/A,N/A,N/A,N/A,N/A,PT. SIMEX PHARMACEUTICAL INDONESIA,"JL. PELABUHAN II KM. 9 PASIR MALANG CISAAT - SUKABUMI JAWA BARAT, INDONESIA"
MAL18026002AZ,Ranofer Injection 100mg/5ml,MAL18026002AZ,DUOPHARMA (M) SENDIRIAN BERHAD,"LOT 2599, JALAN SERULING 59 KAWASAN 3, TAMAN KLANG JAYA 41200 KLANG MALAYSIA",603-33232759,DUOPHARMA (M) SENDIRIAN BERHAD,"LOT 2599, JALAN SERULING 59, KAWASAN 3, TAMAN KLANG JAYA, 41200 KLANG MALAYSIA"
MAL18026038XC,Hundred Koyok Classic,MAL18026038XC,JWP Medical Sdn. Bhd.,"NO.4740-4741, JALAN TELAGA AIR 12200 BUTTERWORTH MALAYSIA",045023396,PT INDO ABADI SARI MAKMUR,"DESA GEMPOLKURUNG, KEC.MENGANTI, GRESIK, INDONESIA"
MAL18026042N,Appeton MV Hi-Q Taurine Syrup,MAL18026042N,KOTRA PHARMA (M) SDN. BHD.,"NO. 1,2 & 3, JALAN TTC 12 CHENG INDUSTRIAL ESTATE, 75250 CHENG MALAYSIA",06-3362222,KOTRA PHARMA (M) SDN. BHD.,"NO. 1, 2 & 3, JALAN TTC 12 CHENG INDUSTRIAL ESTATE 75250 MALAYSIA"
MAL18026175AZ,CLOBUTRATE CREAM 0.05% W/W,MAL18026175AZ,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.,"PLOT 14, LEBUHRAYA KG. JAWA 11900 BAYAN LEPAS MALAYSIA",04-6434462,MALAYSIAN PHARMACEUTICAL INDUSTRIES SDN. BHD.,PLOT 14 LEBUHRAYA KG. JAWA 11900 BAYAN LEPAS MALAYSIA
MAL18026180AZ,TREVIVE TABLET 400MG,MAL18026180AZ,DUOPHARMA HAPI SDN. BHD.,"NO.2, JALAN SAUDAGAR U1/16 ZON PERINDUSTRIAN HICOM GLENMARIE, SEKSYEN U1 40150 SHAH ALAM MALAYSIA",03-55696888,DUOPHARMA HAPI SDN. BHD.,"NO. 2, JALAN SAUDAGAR U1/16 ZON PERINDUSTRIAN HICOM GLENMARIE SEKSYEN U1 40150 SHAH ALAM MALAYSIA"
MAL18026183AZ,Axcel Glimepiride-2mg Tablet,MAL18026183AZ,KOTRA PHARMA (M) SDN. BHD.,"NO. 1,2 & 3, JALAN TTC 12 CHENG INDUSTRIAL ESTATE, 75250 CHENG MALAYSIA",06-3362222,KOTRA PHARMA (M) SDN. BHD.,"NO. 1, 2 & 3, JALAN TTC 12 CHENG INDUSTRIAL ESTATE 75250 MALAYSIA"
MAL18026186AZ,Abilify Maintena 400 mg powder and solvent for prolonged-release suspension for injection,MAL18026186AZ,Lundbeck Malaysia Sdn. Bhd.,"A-05-01, OASIS SQUARE, JALAN PJU 1A/7A, ARA DAMANSARA, 47301 PETALING JAYA MALAYSIA",03-7831 3060,"Otsuka Pharmaceutical Co., Ltd.","TOKUSHIMA WAJIKI FACTORY, 306-2 AZA , OTSUBO, KONIU, NAKA-CHO, NAGA-GUN TOKUSHIMA 771-5209 JAPAN"
MAL18031001ACZ,Avalair 5mg Chewable Tablet,MAL18031001ACZ,Nano Medic Care Sdn. Bhd.,"NO.1-6 & 1-12, 1ST FLOOR, JALAN INDAH 2 TAMAN INDAH 84000 MUAR MALAYSIA",06-951 3111,"CHINA CHEMICAL & PHARMACEUTICAL CO., LTD.","182-1, KENG TZE KOU, HSINFONG, HSINCHU, TAIWAN, R.O.C. TAIWAN"
MAL18046003X,Homecare BAROSCON DOUBLE ACTION Suspension,MAL18046003X,Y.S.P. INDUSTRIES (M) SDN. BHD.,"LOT 3, 5, 7, 12 & 14, JALAN P/7, SECTION 13, KAWASAN PERINDUSTRIAN BANDAR BARU BANGI, 43000 KAJANG MALAYSIA",03-89251215,YUNGJIN PHARM CO LTD,"66, MUHA-RO, NAMYANG-EUP, HWASEONG-SI, GYEONGGI-DO, REPUBLIC OF KOREA KOREA,SOUTH"
MAL18046131XC,Avosil Lozenge 2mg,MAL18046131XC,Nano Medic Care Sdn. Bhd.,"NO.1-6 & 1-12, 1ST FLOOR, JALAN INDAH 2 TAMAN INDAH 84000 MUAR MALAYSIA",06-951 3111,SINPHAR PHARM CO LTD,"84,CHUNG SHAN VILLAGE, TUNG-SHAN SHINE, YEI-LAN, TAIWAN"
MAL18046154AZ,Vytan Tablet 160mg,MAL18046154AZ,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.,"LOT NO. 2, 4, 6, 8 & 10, JALAN P/7 SECTION 13, BANGI INDUSTRIAL ESTATE 43650 BANDAR BARU BANGI MALAYSIA",03-89242188,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.,"LOT NO. 2 & 4, JALAN P/7 SECTION 13, BANGI INDUSTRIAL ESTATE 43650 BANDAR BARU BANGI MALAYSIA"
MAL18046155AZ,Vytan Tablet 80mg,MAL18046155AZ,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.,"LOT NO. 2, 4, 6, 8 & 10, JALAN P/7 SECTION 13, BANGI INDUSTRIAL ESTATE 43650 BANDAR BARU BANGI MALAYSIA",03-89242188,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.,"LOT NO. 2 & 4, JALAN P/7 SECTION 13, BANGI INDUSTRIAL ESTATE 43650 BANDAR BARU BANGI MALAYSIA"
MAL18046157AZ,Zynomax Tablet 250mg,MAL18046157AZ,Duopharma Marketing Sdn. Bhd.,"LOT NO. 2,4,6,8 & 10, JALAN P/7, SECTION 13, BANGI INDUSTRIAL ESTATE 43650 BANDAR BARU BANGI MALAYSIA",03-89242188,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.,"LOT NO. 2 & 4, JALAN P/7 SECTION 13, BANGI INDUSTRIAL ESTATE 43650 BANDAR BARU BANGI MALAYSIA"
MAL18046173AZ,ARCHIFAR 1G POWDER FOR SOLUTION FOR INJECTION/INFUSION,MAL18046173AZ,KOMEDIC SDN BHD,"NO. 4, JALAN PJS 11/14 BANDAR SUNWAY 46150 PETALING JAYA MALAYSIA",603-56344866,MEDOCHEMIE LTD,"FACTORY C, 2, MICHEAL ERAKLEOUS, STREET AGIOS, ATHANASSIOS INDUSTRIAL AREA, LIMASSOL 4101 CYPRUS"
MAL18046174AZ,ARCHIFAR 500MG POWDER FOR SOLUTION FOR INJECTION/INFUSION,MAL18046174AZ,KOMEDIC SDN BHD,"NO. 4, JALAN PJS 11/14 BANDAR SUNWAY 46150 PETALING JAYA MALAYSIA",603-56344866,MEDOCHEMIE LTD,"FACTORY C, 2, MICHEAL ERAKLEOUS, STREET AGIOS, ATHANASSIOS INDUSTRIAL AREA, LIMASSOL 4101 CYPRUS"
MAL18056088XC,Neobun Classic Plaster,MAL18056088XC,JWP Medical Sdn. Bhd.,"NO.4740-4741, JALAN TELAGA AIR 12200 BUTTERWORTH MALAYSIA",045023396,PT INDO ABADI SARIMAKMUR,"DSN. NGABLAK, DS. GEMPOLKURUNG NO. 168M KEC. MENGANTI-GRESIK 61174 INDONESIA"
MAL18056089X,THROATSIL LOZENGES (MENTHOL FLAVOUR),MAL18056089X,HNB ALLIANCE SDN. BHD.,"NO. 6, JALAN INDUSTRI MAS 3 TAMAN MAS 47100 PUCHONG MALAYSIA",0378808559,"Millimed Co., Ltd","193 MOO 1, SUKSAWAD ROAD, PAGKLONGBANGPRAKOD PHRA SAMUTCHEDI SAMUTPRAKARN 10290 THAILAND"
MAL18056092X,THROATSIL WITH VITAMIN C LOZENGES (ORANGE FLAVOUR),MAL18056092X,HNB ALLIANCE SDN. BHD.,"NO. 6, JALAN INDUSTRI MAS 3 TAMAN MAS 47100 PUCHONG MALAYSIA",0378808559,"Millimed Co., Ltd","193 MOO 1, SUKSAWAD ROAD, PAGKLONGBANGPRAKOD PHRA SAMUTCHEDI SAMUTPRAKARN 10290 THAILAND"
MAL18056152AZ,Promesec Capsule 20mg,MAL18056152AZ,Duopharma Marketing Sdn. Bhd.,"LOT NO. 2,4,6,8 & 10, JALAN P/7, SECTION 13, BANGI INDUSTRIAL ESTATE 43650 BANDAR BARU BANGI MALAYSIA",03-89242188,Hetero Labs Limited,"UNIT-III, 22-110, I.D.A, JEEDIMETLA, HYDERABAD - 500 055 TELANGANA INDIA"
MAL18056177AZ,TELDAY TABLETS 40 MG,MAL18056177AZ,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.,"E-08-08, PLAZA MONT KIARA, NO 2 JALAN KIARA,MONT KIARA 50480 KUALA LUMPUR MALAYSIA",0362011415,TORRENT PHARMACEUTICAL LIMITED,"INDRAD, TALUKA-KADI, MEHSANA-382 721, GUJARAT INDIA"
MAL18056178AZ,TELDAY TABLETS 80 MG,MAL18056178AZ,LABORATORIES TORRENT (MALAYSIA) SDN. BHD.,"E-08-08, PLAZA MONT KIARA, NO 2 JALAN KIARA,MONT KIARA 50480 KUALA LUMPUR MALAYSIA",0362011415,TORRENT PHARMACEUTICAL LIMITED,"INDRAD, TALUKA-KADI, MEHSANA-382 721, GUJARAT INDIA"
MAL18066050ACZ,CORTIMENT PROLONGED RELEASE TABLETS 9MG,MAL18066050ACZ,Ferring Sdn. Bhd.,"21-6, BLOCK B JAYA ONE, NO. 72A, JALAN PROFESOR DIRAJA UNGKU AZIZ, 46200 PETALING JAYA MALAYSIA",0379603032,"COSMO S.P.A.,","VIA C. COLOMBO, 1 20045 LAINATE, MILAN ITALY"
MAL18071005AZ,Vaxcel Esomeprazole 40mg Powder for Injection,MAL18071005AZ,KOTRA PHARMA (M) SDN. BHD.,"NO. 1,2 & 3, JALAN TTC 12 CHENG INDUSTRIAL ESTATE, 75250 CHENG MALAYSIA",06-3362222,KOTRA PHARMA (M) SDN. BHD.,"NO. 1, 2 & 3, JALAN TTC 12 CHENG INDUSTRIAL ESTATE 75250 MALAYSIA"
MAL18086092AZ,AINIRON (Iron Sucrose Injection 20mg/mL),MAL18086092AZ,AIN MEDICARE SDN. BHD.,"LOT 4933, 4934 & PT2464, JALAN 6/44, KAW. PERINDUSTRIAN PENGKALAN CHEPA 2, 16100 KOTA BHARU MALAYSIA",09-7743388,AIN MEDICARE SDN. BHD.,"LOT 4933, 4934 & PT2464, JALAN 6/44 KAWASAN PERINDUSTRIAN PENGKALAN CHEPA 2 16100 KOTA BHARU MALAYSIA"
MAL18086102AZ,N/A,N/A,N/A,N/A,N/A,PT. SIMEX PHARMACEUTICAL INDONESIA,"JL. PELABUHAN II KM. 9 PASIR MALANG CISAAT - SUKABUMI JAWA BARAT, INDONESIA"
MAL18086129AZ,Valfix Film Coated Tablet 150mg,MAL18086129AZ,Y.S.P. INDUSTRIES (M) SDN. BHD.,"LOT 3, 5, 7, 12 & 14, JALAN P/7, SECTION 13, KAWASAN PERINDUSTRIAN BANDAR BARU BANGI, 43000 KAJANG MALAYSIA",03-89251215,Y.S.P. INDUSTRIES (M) SDN. BHD.,"LOT 3, 5, 7, 12 & 14, JALAN P/7, SECTION 13 KAWASAN PERINDUSTRIAN BANDAR BARU BANGI 43000 KAJANG MALAYSIA"
MAL18086153AZ,Fluanxol 0.5mg film-coated tablets,MAL18086153AZ,Lundbeck Malaysia Sdn. Bhd.,"A-05-01, OASIS SQUARE, JALAN PJU 1A/7A, ARA DAMANSARA, 47301 PETALING JAYA MALAYSIA",03-7831 3060,H. LUNDBECK A/S,"OTTILIAVEJ 9, DK-2500 VALBY COPHENHAGEN, DENMARK"
MAL18086154AZ,Pharmaniaga Dopamine Hydrochloride 40mg/ml Injection,MAL18086154AZ,PHARMANIAGA LIFESCIENCE SDN. BHD.,"LOT 7, JALAN PPU 3 TAMAN PERINDUSTRIAN PUCHONG UTAMA, 47100 PUCHONG MALAYSIA",03-80612006,PHARMANIAGA LIFESCIENCE SDN. BHD.,"LOT 7, JALAN PPU 3 TAMAN PERINDUSTRIAN PUCHONG UTAMA 47100 PUCHONG MALAYSIA"
MAL18086159AZ,YSP TIDACT 150MG/ML SOLUTION FOR INJECTION,MAL18086159AZ,Y.S.P. INDUSTRIES (M) SDN. BHD.,"LOT 3, 5, 7, 12 & 14, JALAN P/7, SECTION 13, KAWASAN PERINDUSTRIAN BANDAR BARU BANGI, 43000 KAJANG MALAYSIA",03-89251215,Y.S.P. INDUSTRIES (M) SDN. BHD.,"LOT 3, 5, 7, 12 & 14, JALAN P/7, SECTION 13 KAWASAN PERINDUSTRIAN BANDAR BARU BANGI 43000 KAJANG MALAYSIA"
MAL18086161AZ,Lorsedin Oral Solution 1mg/ml,MAL18086161AZ,SPG PHARMA (MALAYSIA) SDN BHD,"SUITE 1701, BLOCK A DAMANSARA INTAN E-BUSINESS PARK NO.1, JALAN SS20/27 47400 PETALING JAYA MALAYSIA",03-77331702,SIAM BHEASACH CO LTD,"123 SOI CHOKECHAIRUAMMITR, VIBHAVADI RANGSIT ROAD, CHOMPHON, CHATUCHAK, BANGKOK 10900 AND 9 SOI CHOKECHAIRUAMMITR 3, VIBHAVADI-RANGSIT ROAD, DINDANG, DINDANG, BANGKOK 10400 THAILAND"
MAL18086163AZ,Irstran Film Coated Tablet 150mg,MAL18086163AZ,Y.S.P. INDUSTRIES (M) SDN. BHD.,"LOT 3, 5, 7, 12 & 14, JALAN P/7, SECTION 13, KAWASAN PERINDUSTRIAN BANDAR BARU BANGI, 43000 KAJANG MALAYSIA",03-89251215,Y.S.P. INDUSTRIES (M) SDN. BHD.,"LOT 3, 5, 7, 12 & 14, JALAN P/7, SECTION 13 KAWASAN PERINDUSTRIAN BANDAR BARU BANGI 43000 KAJANG MALAYSIA"
MAL18086164AZ,Irstran Film Coated Tablet 300mg,MAL18086164AZ,Y.S.P. INDUSTRIES (M) SDN. BHD.,"LOT 3, 5, 7, 12 & 14, JALAN P/7, SECTION 13, KAWASAN PERINDUSTRIAN BANDAR BARU BANGI, 43000 KAJANG MALAYSIA",03-89251215,Y.S.P. INDUSTRIES (M) SDN. BHD.,"LOT 3, 5, 7, 12 & 14, JALAN P/7, SECTION 13 KAWASAN PERINDUSTRIAN BANDAR BARU BANGI 43000 KAJANG MALAYSIA"
MAL18106024AZ,INFUSOL K 100mmol/L (Sterile Potassium Chloride Concentrate Intravenous Infusion 100mmol/L (0.746% w/v)),MAL18106024AZ,AIN MEDICARE SDN. BHD.,"LOT 4933, 4934 & PT2464, JALAN 6/44, KAW. PERINDUSTRIAN PENGKALAN CHEPA 2, 16100 KOTA BHARU MALAYSIA",09-7743388,AIN MEDICARE SDN. BHD.,"LOT 4933, 4934 & PT2464, JALAN 6/44 KAWASAN PERINDUSTRIAN PENGKALAN CHEPA 2 16100 KOTA BHARU MALAYSIA"
MAL18106025AZ,INFUSOL K 400mmol/L (Sterile Potassium Chloride Concentrate Intravenous Infusion 400mmol/L (2.98% w/v)),MAL18106025AZ,AIN MEDICARE SDN. BHD.,"LOT 4933, 4934 & PT2464, JALAN 6/44, KAW. PERINDUSTRIAN PENGKALAN CHEPA 2, 16100 KOTA BHARU MALAYSIA",09-7743388,AIN MEDICARE SDN. BHD.,"LOT 4933, 4934 & PT2464, JALAN 6/44 KAWASAN PERINDUSTRIAN PENGKALAN CHEPA 2 16100 KOTA BHARU MALAYSIA"
MAL18106029AZ,INFUSOL K 200mmol/L (Sterile Potassium Chloride Concentrate Intravenous Infusion 200mmol/L (1.49% w/v)),MAL18106029AZ,AIN MEDICARE SDN. BHD.,"LOT 4933, 4934 & PT2464, JALAN 6/44, KAW. PERINDUSTRIAN PENGKALAN CHEPA 2, 16100 KOTA BHARU MALAYSIA",09-7743388,AIN MEDICARE SDN. BHD.,"LOT 4933, 4934 & PT2464, JALAN 6/44 KAWASAN PERINDUSTRIAN PENGKALAN CHEPA 2 16100 KOTA BHARU MALAYSIA"
MAL18106030XZ,Uphamol 1000mg Powder (Honey and Lemon),MAL18106030XZ,Duopharma Marketing Sdn. Bhd.,"LOT NO. 2,4,6,8 & 10, JALAN P/7, SECTION 13, BANGI INDUSTRIAL ESTATE 43650 BANDAR BARU BANGI MALAYSIA",03-89242188,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.,"LOT NO. 2 & 4, JALAN P/7 SECTION 13, BANGI INDUSTRIAL ESTATE 43650 BANDAR BARU BANGI MALAYSIA"
MAL18106109AZ,Pharmaniaga Fentanyl 50mcg/ml Injection,MAL18106109AZ,PHARMANIAGA LIFESCIENCE SDN. BHD.,"LOT 7, JALAN PPU 3 TAMAN PERINDUSTRIAN PUCHONG UTAMA, 47100 PUCHONG MALAYSIA",03-80612006,PHARMANIAGA LIFESCIENCE SDN. BHD.,"LOT 7, JALAN PPU 3 TAMAN PERINDUSTRIAN PUCHONG UTAMA 47100 PUCHONG MALAYSIA"
MAL18106133AZ,Medikinet MR 20mg Hard Capsules,MAL18106133AZ,HYPHENS PHARMA SDN. BHD.,"C- L2-01, BLOCK C, AXIS BUSINESS PARK, NO. 10, JALAN BERSATU 13/4, 46200 PETALING JAYA MALAYSIA",+60379316188,MEDICE Arzneimittel P�?�?tter GmbH,"KUHLOWEG 37, 58638 ISERLOHN, GERMANY"
MAL18106134AZ,Medikinet MR 10mg Hard Capsules,MAL18106134AZ,HYPHENS PHARMA SDN. BHD.,"C- L2-01, BLOCK C, AXIS BUSINESS PARK, NO. 10, JALAN BERSATU 13/4, 46200 PETALING JAYA MALAYSIA",+60379316188,MEDICE Arzneimittel P�?�?tter GmbH,"KUHLOWEG 37, 58638 ISERLOHN, GERMANY"
