Company,Local Product Name,Generic Name,Local Pack Description,PCID
ELEA,LEVETIRACETAM,EQUILEA,BLISTER POR 60 UNIDADES LEVETIRACETAM 500 MG,1895242
TEMIS LOSTALO,FLUOXETINE,EQUILIBRANE,20MG COMP. X 30,199003
TEMIS LOSTALO,FLUOXETINE,EQUILIBRANE,20MG COMP. X 60,198132
FECOFAR,TADALAFIL,EQUITON,EQUITONE COMPRIMIDO RECUBIERTO BLISTER POR 2 UNIDADES,1675439
ASPEN,NERATINIB,ERATANIL,ERATANIL40 MG COMP.REC.X 180,2159179
MERCK KGAA,CETUXIMAB,ERBITUX,5 MG/ML INFUSIONSLOESUNG 100 ML,326
MERCK KGAA,CETUXIMAB,ERBITUX,ERBITUX SOLUTION FOR INFUSION 1 BOTTLE AMPOLLA FOR 20 ML CETUXIMAB 5 MG / ML,327
CASASCO,PRUCALOPRIDE,ERCANOL,1 MG COMP. REC. X 30,1381359
CASASCO,PRUCALOPRIDE,ERCANOL,2 MG COMP. REC. X 30,605723
BIOSIDUS,ETANERCEPT,ERELZI,ERELZI SOLUCION INYECTABLE 4 LAPICERA PRELLENADA por 1 ML,1554455
ANDROMACO,ERYTHROMYCIN,ERI ACNE,4% GEL X 30 G,1317816
BERNABO LABORATORIOS,ETORICOXIB,ERICOB,ERICOB COMPRIMIDO RECUBIERTO BLISTER por 7 UNIDADES,1553926
CASSARA,BENZOYL PEROXIDE & ERYTHROMYCIN,ERIMICIN,LOC.TOPICA DERM. X 30 G,896060
ERIOCHEM,GEMCITABINE,ERIOGEM,1000 MG F.A.INY.LIOF.X 1,1993
ERIOCHEM,GEMCITABINE,ERIOGEM,200 MG F.A.INY.LIOF.X 1,1994
ERIOCHEM,MELPHALAN,ERIOLAN,50 MG INY.F.A.X 1,1996
ERIOCHEM,ZOLEDRONIC ACID,ERIOPHOS,4 MG F.A.CONCENT.X1 X5ML,552460
ERIOCHEM,BENDAMUSTINE,ERIOTIB,1 X 25 MG PVO.LIOF.VIAL,646
ERIOCHEM,BENDAMUSTINE,ERIOTIB,100 MG X 1 PVO.LIOF.VIAL,647
ERIOCHEM,DOCETAXEL,ERIOX,SOLUTION CONCENTRATE FOR I.V. INFUSION 20 MG IN 0.5 ML,1991
ERIOCHEM,DOCETAXEL,ERIOX,SOLUTION CONCENTRATE FOR I.V. INFUSION 80 MG IN 2 ML,1992
LAFEDAR,ERYTHROMYCIN,ERISINE,EXT. 200MG /5ML SUSP. X 100ML,684747
LAFEDAR,ERYTHROMYCIN,ERISINE,200 MG SUSP.EXT.X 60 ML,684748
LAFEDAR,ERYTHROMYCIN,ERISINE,400 MG SUSP.EXT.X 60 ML,684749
LAFEDAR,ERYTHROMYCIN,ERISINE,500 MG COMP.X 12,605759
LAFEDAR,ERYTHROMYCIN,ERISINE,1000 MG COMP.X 8,605760
CASSARA,ERYTHROMYCIN,ERISOL,4% GEL X 30 G,896056
MEDISOL LIFESCIENCE,ERYTHROMYCIN,ERISOL,4% SOL.T”PICA DERM.X50ML,1317818
SIEGFRIED,ERYTHROMYCIN,ERITRODERM,GEL X 30 ML,896058
POEN,ERYTHROMYCIN,ERITROFARM,EYE DROPS X 5 ML,330071
POEN,ERYTHROMYCIN,ERITROFARM,UNG.OFT.UNIDOSIS X 20,330072
BIOPROFARMA,EPOETIN ALFA,ERITROGEN,1 FRASCO AMPOLLA POR 10000 UI ERITROPOYETINA,531242
BIOPROFARMA,EPOETIN ALFA,ERITROGEN,1 FRASCO AMPOLLA POR 2000 UI ERITROPOYETINA,531243
BIOPROFARMA,EPOETIN ALFA,ERITROGEN,1 FRASCO AMPOLLA POR 4000 UI ERITROPOYETINA,531244
BAUSCH & LOMB,ERYTHROMYCIN,ERITROMED,UNG.OFT.X 3.5 G,330073
BAUSCH & LOMB,ERYTHROMYCIN,ERITROMED,GTS.OFT.X 10 ML,330075
KLONAL,ERYTHROMYCIN,ERITROMICINA,"ERITROMICINA KLONAL POLVO PARA SUSPENSI√ìN ORAL 1 FRASCO por 30 G DE POLVO PARA PREPARAR 60 ML , 2400 MG",1675792
ROCHE,VISMODEGIB,ERIVEDGE,150 MG CAPSULES 28 UNITS,621
JOHNSON & JOHNSON INNOVATIVE MEDICINE,APALUTAMIDE,ERLEADA,ERLEADA 60 MG COMP.REC.X 120,964261
ASPEN,ERLOTINIB,ERLONIX,100 MG COMP.REC.X 30,684753
ASPEN,ERLOTINIB,ERLONIX,150 MG COMP.REC.X 30,684754
ASPEN,ERLOTINIB,ERLONIX,25 MG COMP.REC.X 30,684755
TUTEUR,ERLOTINIB,ERLOTER,100 MG X 30,1347
TUTEUR,ERLOTINIB,ERLOTER,150 MG X 30,1348
ECZANE,ERLOTINIB,ERLOTINIB ECZANE,ERLOTINIB ECZANE COMPRIMIDO RECUBIERTO BLISTER por 30 UNIDADES,1554656
ECZANE,ERLOTINIB,ERLOTINIB ECZANE,ERLOTINIB ECZANE COMPRIMIDO RECUBIERTO BLISTER por 30 UNIDADES,1554655
SIEGFRIED,FUROSEMIDE,ERROLON,40MG COMP. X 50,340982
SIEGFRIED,AMILORIDE & FUROSEMIDE,ERROLON A,COMP.X 20,643595
SIEGFRIED,AMILORIDE & FUROSEMIDE,ERROLON A,COMP.X 50,643596
SIEGFRIED,FUROSEMIDE & SPIRONOLACTONE,ERROLON E,COMP.X 30,643602
SIEGFRIED,FUROSEMIDE & SPIRONOLACTONE,ERROLON E,COMP.X 30,643603
RICHET,ERTAPENEM,ERTAPENEM RICHET,PVO.LIOF.FA X 1,1459596
TEVA,METHOTREXATE,ERVEMIN,10 TABS 10 MG,1557308
TEVA,METHOTREXATE,ERVEMIN,10 TABS 7.5 MG,1557309
TEVA,METHOTREXATE,ERVEMIN,20 TABS 2.5 MG,1557310
TEVA,METHOTREXATE,ERVEMIN,4 TABS 15 MG,1557311
ELEA,ERYTHROMYCIN,ERITROMICINA ELEA,UNG.X 3.5 G,330081
ELEA,ERYTHROMYCIN,ERITROMICINA ELEA,GTS.X 5 ML,330083
ATLAS,ERYTHROMYCIN,ERITROMICINA ATLAS,GTS.OFT.X 5 ML,330082
CRAVERI,COUMARIN & TROXERUTIN,ESBERIVEN DEPOT,ESBERIVEN DEPOT GRAM X 100,1423619
CRAVERI,COUMARIN & TROXERUTIN,ESBERIVEN DEPOT,ESBERIVEN DEPOT GRAM X 20,1423620
CRAVERI,COUMARIN & TROXERUTIN,ESBERIVEN DEPOT,ESBERIVEN DEPOT GRAM X 50,1423621
ADIUM PHARMA,ESOMEPRAZOLE,ESCADRA,ESCADRA SOLUCION INYECTABLE 12 JERINGA PRELLENADA POR 1 ML,1566886
RAFFO,ESOMEPRAZOLE,ESCADRA,20 MG JGA.PRELL.X 28,575011
OMEGA PHARMA,ESCIN & HESPERIDIN,ESCINA OMEGA FORTE,"ESCINA OMEGA FORTE GRAGEA ENVASE POR 50, 78 MG",1566992
HLB PHARMA,ESCITALOPRAM,ESCIPROX,10 MG 14 TABS,2098
HLB PHARMA,ESCITALOPRAM,ESCIPROX,ESCIPROX COMPRIMIDO RECUBIERTO ENVASE por 14 UNIDADES20MG,1675831
HLB PHARMA,ESCITALOPRAM,ESCIPROX,10 MG 28 TABS,2099
HLB PHARMA,ESCITALOPRAM,ESCIPROX,20 MG 28 TABS,2100
VANNIER LAB,ESCITALOPRAM,ESCITALOPRAM,ESCITALOPRAM VANNIER COMPRIMIDO RECUBIERTO BLISTER por 30 UNIDADES10MG,1675829
RAYMOS,ESCITALOPRAM,ESCITEROKAM,10 MG COMP.RAN.X 30,2076
TEVA,ESCITALOPRAM,ESCITALOPRAN,10 MG TABL.X 30,1557312
RAYMOS,ESCITALOPRAM,ESCITEROKAM,20 MG 30 TABS,2077
TEVA,ESCITALOPRAM,ESCITALOPRAN,20 MG TABL.X 30,1557313
MEGALABS,ESCITALOPRAM,ESCITEROKAM,ESCITEROKAM 10 COMPRIMIDO RECUBIERTO BLISTER por 15 UNIDADES10MG,1675826
MEGALABS,ESCITALOPRAM,ESCITEROKAM,ESCITEROKAM 20 COMPRIMIDO RECUBIERTO BLISTER por 15 UNIDADES20MG,1675827
MEGALABS,ESCITALOPRAM,ESCITEROKAM,ESCITEROKAM 20 COMPRIMIDO RECUBIERTO BLISTER por 30 UNIDADES20MG,1675828
BIOSIDUS,INTERFERON BETA-1A,ESCLEROFERON,30UG X 4 J.PRELL+4 AG.,554026
ELEA,ASCORBIC ACID & BETACAROTENE & COPPER & MANGANESE & SELENIUM & VITAMIN E & ZINC,ESCLEROVITAN ANTIOXIDANTE,ESCLEROVITAN ANTIOXIDANTE CAPSULA DURA BLISTER POR 60 UNIDADES 368 MG,1573533
ELEA,D-ALPHA-TOCOPHEROL & PYRIDOXINE & RETINOL,ESCLEROVITAN E,ESCLEROVITAN E CAPSULA BLANDA ENVASE por 50 UNIDADES,1912862
ELEA,D-ALPHA-TOCOPHEROL & PYRIDOXINE & RETINOL,ESCLEROVITAN E,ESCLEROVITAN E GRAGEA 10 ENVASE por 10 UNIDADES,1912861
TUTEUR,BENDAMUSTINE,ESEVARIL,1 25 MG F.A.X,1321
TUTEUR,BENDAMUSTINE,ESEVARIL,100 MG F.A.X 1,1322
ADIUM PHARMA,PIRFENIDONE,ESGRINIL,267 MG C¡PS.X 270,508001
ADIUM PHARMA,PIRFENIDONE,ESGRINIL,ESGRINIL COMPRIMIDO RECUBIERTO BLISTER POR 90 UNIDADES 801 MG,1706428
ELEA,SITAGLIPTIN,ESLIPEL,ESLIPEL 100 MG COMP.X 28,1566708
ELEA,SITAGLIPTIN,ESLIPEL,ESLIPEL 25 MG COMP.X 28,1566710
ELEA,SITAGLIPTIN,ESLIPEL,ESLIPEL 50 MG COMP.X 28,1566709
ELEA,METFORMIN & SITAGLIPTIN,ESLIPEL MET,50/1000 MG TAB.X 30,1649629
ELEA,METFORMIN & SITAGLIPTIN,ESLIPEL MET,50/1000 MG TAB.X 60,1649630
ELEA,METFORMIN & SITAGLIPTIN,ESLIPEL MET,50/850 MG TAB.X 60,1649628
RICHET,ESMOLOL,ESMOLOL RICHET,INJ 100MG 10 ML,418125
RICHET,ESMOLOL,ESMOLOL RICHET,2500 mg a.x 10 ml x 1,418126
CASSARA,CHLORAMPHENICOL & PREDNISOLONE,ESODAR,SUSP.EST.X 10 ML,553830
BERNABO LABORATORIOS,ESOMEPRAZOLE,ESOGASTEC,20 MG CAPS.X 30,1189608
BERNABO LABORATORIOS,ESOMEPRAZOLE,ESOGASTEC,40 MG CAPS.X 30,1189609
SIEGFRIED,ESOMEPRAZOLE,ESOGASTROSEDOL,ESOGASTROSEDOL 20 MG CAPS.X 15,1997023
SIEGFRIED,ESOMEPRAZOLE,ESOGASTROSEDOL,20 MG 30 CAPS,396903
SIEGFRIED,ESOMEPRAZOLE,ESOGASTROSEDOL,40 MG 30 CAPS,396904
EUROFARMA,ESOMEPRAZOLE,ESOMAX,20 MG 14 CAPS,396915
EUROFARMA,ESOMEPRAZOLE,ESOMAX,40 MG 14 CAPS,396916
EUROFARMA,ESOMEPRAZOLE,ESOMAX,20 MG 28 CAPS,396917
EUROFARMA,ESOMEPRAZOLE,ESOMAX,40 MG 28 CAPS,396918
EUROFARMA,ESOMEPRAZOLE,ESOMAX,ESOMAX 20 MG CAPS.X 7,2036360
SIDUS,ESOMEPRAZOLE,ESOMEPRA,ESOMEPRA 20 MG 20 MG CAPS.X 14,1888072
SIDUS,ESOMEPRAZOLE,ESOMEPRA,40 MG CAPS.x 14,792766
SIDUS,ESOMEPRAZOLE,ESOMEPRA,ESOMEPRA 20 MG EXHIBENVX20 X20MG X7,1920217
SIDUS,ESOMEPRAZOLE,ESOMEPRA,20 MG 28 CAPS,396929
SIDUS,ESOMEPRAZOLE,ESOMEPRA,40 MG CAPS.x 28,792767
SIDUS,ESOMEPRAZOLE,ESOMEPRA,ESOMEPRA 20 MG 20 MG CAPSX 56,1888073
SIDUS,ESOMEPRAZOLE,ESOMEPRA,40 MG CAPSx 56,792768
SIDUS,ESOMEPRAZOLE,ESOMEPRA,ESOMEPRA 20 MG FLOWPACK 20MG CAPSX7,1920216
DENVER,ESOMEPRAZOLE,ESOMEPRAZOL,ESOMEPRAZOL DENVER FARMA 20 MG C·PS.X 14,2069604
RICHET,ESOMEPRAZOLE,ESOMEPRAZOLE,20 MG CAPS.X 14,792770
RICHET,ESOMEPRAZOLE,ESOMEPRAZOLE,40 MG CAPS.X 14,792769
RICHET,ESOMEPRAZOLE,ESOMEPRAZOLE,20 MG CAPS.X 28,296051
RICHET,ESOMEPRAZOLE,ESOMEPRAZOLE,40 MG CAPS.X 28,296052
BAGO,ESOMEPRAZOLE,ESOPRAZOL,ESOPRAZOL 20 MG COMP.X 14,2074797
EJ GEZZI,LOPERAMIDE,ESPAVEN,ESPAVEN SECCOMP.X 10,2120996
NOVO NORDISK,COAGULATION FACTOR VIII,ESPEROCT,1000 IU LYOF.PVO.VIAL X1,1723009
NOVO NORDISK,COAGULATION FACTOR VIII,ESPEROCT,1500 IU LYOF.PVO.VIAL X1,1723011
KLONAL,SPIRONOLACTONE,ESPIMAX,"ESPIMAX COMPRIMIDO BLISTER POR 30 UNIDADES, 100MG",1554387
KLONAL,SPIRONOLACTONE,ESPIMAX,"ESPIMAX COMPRIMIDO BLISTER POR 30 UNIDADES, 25 MG",1554386
DENVER,SPIRONOLACTONE,ESPIRONOLACTONA,ESPIRONOLACTONA VANNIER 25 COMPRIMIDO BLISTER por 1000,1596543
DENVER,SPIRONOLACTONE,ESPIRONOLACTONA,ESPIRONOLACTONA VANNIER 25 COMPRIMIDO BLISTER por 30 UNIDADES,1596544
BIOSINTEX,COLISTIN,ESPIROTECH,ESPIROTECH POLVO PARA INYECTABLE 1 FRASCO AMPOLLA por 100 MG + 1 AMPOLLA SOLVENTE por 2 ML (ESPIROTECH INYECTABLE),1920139
BIOSINTEX,COLISTIN,ESPIROTECH,ESPIROTECH POLVO PARA INYECTABLE 50 FRASCO AMPOLLA por 100 MG + 50 AMPOLLA SOLVENTE por 2 ML (ESPIROTECH INYECTABLE),1920140
PANALAB,TAMSULOSIN,ESPONTAL DUO,CAPS.LIB.PROL.X60+60COMP,1468044
PANALAB,TAMSULOSIN,ESPONTAL,ESPONTAL CAPSULES 0.4 MG CAPS.LIB.CONT.X90,1934980
PANALAB,TAMSULOSIN,ESPONTAL,LC 0.4MG CAPS. X 30,175975
PANALAB,TAMSULOSIN,ESPONTAL,LC 0.4MG CAPS. X 60,175976
BETA LABORATORIOS,METRONIDAZOLE & SPIRAMYCIN,ESTILOMICIN,COMP.REC.X 20,643621
ECZANE,DOMPERIDONE,ESTOCALM,10 MG COMP.X 20,330087
ECZANE,DOMPERIDONE,ESTOCALM,10 MG COMP.X 50,330088
FABRA,BROMAZEPAM,ESTOMINA,3 MG COMP.X 30,458414
FABRA,BROMAZEPAM,ESTOMINA,6 MG COMP.X 30,458415
GADOR,LEVETIRACETAM,ETABYX,1000 MG COMP.X 30,1673674
GADOR,LEVETIRACETAM,ETABYX,500 MG COMP.REC.X 30,1673675
GADOR,LEVETIRACETAM,ETABYX,500 MG COMP.REC.X 60,1673676
BETA PHARMA,EMPAGLIFLOZIN,ETACRIL,ETACRIL 10 MG COMP.REC.X 30,1963382
BETA PHARMA,EMPAGLIFLOZIN,ETACRIL,ETACRIL 25 MG COMP.REC.X 30,1963383
RICHET,ETHAMBUTOL,ETAMBUTOL RICHET,400 mg comp.x 50 (TRZB),792765
BERNA,EPLERENONE,ETHYLMETHYLHYDROXYPYRIDINE,ETHILES 25 TABLET BLISTER for 30 UNITS,1902313
ASTRAZENECA,QUETIAPINE,ETIASEL,100 MG COMP.X 30,458433
ASTRAZENECA,QUETIAPINE,ETIASEL,200 MG COMP.X 30,458434
ASTRAZENECA,QUETIAPINE,ETIASEL,25 MG COMP.X 30,458435
ASTRAZENECA,QUETIAPINE,ETIASEL,300 MG COMP.X 30,458436
ASTRAZENECA,QUETIAPINE,ETIASEL XR,150 MG COMP.X 30,458428
ASTRAZENECA,QUETIAPINE,ETIASEL XR,200 MG COMP.X 30,458429
ASTRAZENECA,QUETIAPINE,ETIASEL XR,300 MG COMP.X 30,458430
ASTRAZENECA,QUETIAPINE,ETIASEL XR,400 MG COMP.X 30,458431
ASTRAZENECA,QUETIAPINE,ETIASEL XR,50 MG COMP.X 30,458432
VEINFAR,ETILEFRINE,ETILEFRINA LARJAN,ETILEFRINA LARJAN INYECTABLE 100 AMPOLLA por 1 ML,1566924
GEMEPE,ETILEFRINE,ETILEFRINE,10 MG A.X 100 X 1 ML,1427249
BERNABO LABORATORIOS,EPLERENONE,ETILES,25 MG 30 TABS,1189551
BERNABO LABORATORIOS,EPLERENONE,ETILES,50 MG 30 TABS,1189552
SIEGFRIED,ETORICOXIB,ETIX,ETIX COMPRIMIDO RECUBIERTO BLISTER por 10 UNIDADES,1920159
MICROSULES,ETOPOSIDE,ETOPOSIDO,20 MG/ML SOL INJ IV CT AMP VD AMB X 5 ML,1429
GP PHARM,ETOPOSIDE,ETOPOSIDO,ETOPOSIDO GP PHARM 100 MG INY.X 1 X 5 ML,2053056
CRAVERI,ETORICOXIB,ETOREX,BLISTER POR 14 UNIDADES ETORICOXIB 90 MG,1895244
CRAVERI,ETORICOXIB,ETOREX,ETOREX COMPRIMIDO RECUBIERTO BLISTER por 7 UNIDADES,1554568
KLONAL,METRONIDAZOLE,ETRONIL,500 MG 20 TABS,397132
KLONAL,METRONIDAZOLE,ETRONIL,ETRONIL COMPRESSED BLISTER for 20 UNITS,1914599
PIERRE FABRE,CLOTIAPINE,ETUMINA,40MG COMP. X 30,341134
BALIARDA,BROMAZEPAM & CLEBOPRIDE & SIMETICONE,EUDON,EUDON COMPRIMIDO RECUBIERTO BLISTER POR 30 UNIDADES,1919967
BALIARDA,BROMAZEPAM & CLEBOPRIDE & SIMETICONE,EUDON,EUDON COMPRIMIDO RECUBIERTO BLISTER POR 60 UNIDADES,1919968
LEPETIT,MIRTAZAPINA,EUFOTINE,"EUFOTINA COMPRIMIDO RECUBIERTO FRASCO POR 30 UNIDADES, 30 MG",1914563
TUTEUR,HUMAN IMMUNOGLOBULIN,EUGAMMA SN 10% INY,5 G F.A.X 1 X 50 ML,1704959
TUTEUR,HUMAN IMMUNOGLOBULIN,EUGAMMA SN,EUGAMMA SN 10% INY 10G F.A.X 1 X 100ML,1957476
ERIOCHEM,BORTEZOMIB,EUGENE,3.5 MG F.A.LIOF.X1,1158110
SIEGFRIED,GLIBENCLAMIDE,EUGLUCON,EUGLUCON COMPRIMIDO BLISTER por 15 UNIDADES 5 MG,1675907
SIEGFRIED,GLIBENCLAMIDE,EUGLUCON,5 MG 30 TABS,1815
SIEGFRIED,GLIBENCLAMIDE,EUGLUCON,5MG 60 TABS,1816
MEDISOL,KETOCONAZOLE,EUMICEL,EUMICEL SHAMPOO 1 POMO POR 100 ML 2G,1596577
SIEGFRIED,CLOBETASONE,EUMOVATE,CR.X 15 G,298482
CASASCO,CHLORTALIDONE,EURETIC,50 MG COMP. X 30,1202765
CASASCO,CHLORTHALIDONE,EURETICO,EURETICO 25 MG COMP.X 30,1476705
ELEA,LEVOTHYROXINE SODIUM,EUTHYROX,100 MCG COMP.BIRRAN.X 50,277668
ELEA,LEVOTHYROXINE SODIUM,EUTHYROX,112 MCG COMP.BIRRAN.X 50,277678
ELEA,LEVOTHYROXINE SODIUM,EUTHYROX,125 MCG COMP.BIRRAN.X 50,277683
ELEA,LEVOTHYROXINE SODIUM,EUTHYROX,137 MCG COMP.BIRRAN.X 50,277690
ELEA,LEVOTHYROXINE SODIUM,EUTHYROX,150 MCG COMP.BIRRAN.X 50,277695
ELEA,LEVOTHYROXINE SODIUM,EUTHYROX,175 MCG COMP.BIRRAN.X 50,277704
ELEA,LEVOTHYROXINE SODIUM,EUTHYROX,200 MCG COMP.BIRRAN.X 50,277711
ELEA,LEVOTHYROXINE SODIUM,EUTHYROX,25 MCG COMP.BIRRAN.X 50,277717
ELEA,LEVOTHYROXINE SODIUM,EUTHYROX,50 MCG COMP.BIRRAN.X 50,277724
ELEA,LEVOTHYROXINE SODIUM,EUTHYROX,75 MCG COMP.BIRRAN.X 50,277733
ELEA,LEVOTHYROXINE SODIUM,EUTHYROX,88 MCG COMP.BIRRAN.X 50,277739
TUTEUR,ETOPOSIDE,EUVAXON,20 MG/ML SOL INJ IV CT AMP VD AMB X 5 ML,1349
ELEA,CLOTRIMAZOLE,EVACARE,EVACARE OV.X 1 TUBE 20 G 1 %,1865862
ELEA,CLOTRIMAZOLE,EVACARE,EVACARE CREMA VAGINAL CREMA X 35 G. 1 PERCENT,1888074
ECZANE,SOFOSBUVIR,EVALDIX,400 MG COMP.REC.X 28,896079
ELEA,ETHINYLESTRADIOL & LEVONORGESTREL,EVELEA M D,EVELEA MD COMPRIMIDO 1 ENVASE por 21 UNIDADES,1553833
AMGEN,ROMOSOZUMAB,EVENITY,105MG/1.17ML J.PRELL.X 2,1493489
EVEREX PHARMA,PALBOCICLIB,EVERCICLEX,100 MG CAPS.X 21,1649631
EVEREX PHARMA,PALBOCICLIB,EVERCICLEX,125 MG CAPS.X 21,1649632
EVEREX PHARMA,PALBOCICLIB,EVERCICLEX,75 MG CAPS.X 21,1649633
EVEREX PHARMA,EVEROLIMUS,EVEROLIMUS ETHYPHARM,EVEROLIMUS ETHYPHARM 10 MG COMP.X 30,1598652
EVEREX PHARMA,EVEROLIMUS,EVEROLIMUS ETHYPHARM,EVEROLIMUS ETHYPHARM5 MG COMP.X 30,1927911
TEVA,HYDROXYCHLOROQUINE,EVOQUIN,EVOQUIN COMPRIMIDO RECUBIERTO BLISTER POR 30 UNIDADES COMPRIMIDO RECUBIERTO 200 MG,1675552
TEVA,HYDROXYCHLOROQUINE,EVOQUIN,200 MG 60 TABS,1557314
ELEA,ETHINYLESTRADIOL & NORELGESTROMIN,EVRA,PARCHES TRANSD…RMICOS X3,1673677
ROCHE,RISDIPLAM,EVRYSDI,"EVRYSDI 0.75MG/ML PVO.P/SOL.ORAL, 80 ML",1608119
ARISTON,ESCITALOPRAM,EX3,10 MG 30 TABS,1259
ARISTON,ESCITALOPRAM,EX3,20 MG 30 TABS,1260
QUIMICA,ESCITALOPRAM,EX3,EX3 10 MG COMPRIMIDO RECUBIERTO BLISTER por 500 UNIDADES10MG,1675830
LABORATORIO LKM,RIVASTIGMINE,EXELON,EXELON PARCHE 10 SISTEMA TERAPEUTICO  DE LIBERACION TRANSDERMICO (PARCHE TRANSDERMAL) 1 ENVASE por 30 PARCHES,1914609
LABORATORIO LKM,RIVASTIGMINE,EXELON,EXELON PARCHE 15 SISTEMA TERAPEUTICO  DE LIBERACION TRANSDERMICO (PARCHE TRANSDERMAL) 1 ENVASE por 30 PARCHES,1914610
LABORATORIO LKM,RIVASTIGMINE,EXELON,EXELON PARCHE 5 SISTEMA TERAPEUTICO  DE LIBERACION TRANSDERMICO (PARCHE TRANSDERMAL) 1 ENVASE por 30 PARCHES,1914608
FADA PHARMA,CEFTRIAXONE,EXEMPLA,1 G F.A.X 100 X 10 ML,295798
SIEGFRIED,AMLODIPINE & VALSARTAN,EXFORGE,EXFORGE 5/160 MG COMP.REC.X 14,567978
SIEGFRIED,AMLODIPINE & VALSARTAN,EXFORGE,5/160 MG COMP.REC.X 28,567979
SIEGFRIED,AMLODIPINE & VALSARTAN,EXFORGE,10/160 MG COMP.REC.X 28,567976
SIEGFRIED,AMLODIPINE & VALSARTAN,EXFORGE,5/320 MG COMP.REC.X 28,567980
SIEGFRIED,AMLODIPINE & VALSARTAN,EXFORGE,10/320 MG COMP.REC.X 28,567977
SIEGFRIED,AMLODIPINE & VALSARTAN,EXFORGE,5/80 MG COMP.REC.X 28,567982
SIEGFRIED,AMLODIPINE & HYDROCHLOROTHIAZIDE & VALSARTAN,EXFORGE D,160 /12.5/5MG COMP. REC. X 28,175686
SIEGFRIED,AMLODIPINE & HYDROCHLOROTHIAZIDE & VALSARTAN,EXFORGE D,160 /12.5/10MG COMP. X 28,175685
SIEGFRIED,AMLODIPINE & HYDROCHLOROTHIAZIDE & VALSARTAN,EXFORGE D,160 /25/5MG COMP. REC. X 28,175688
SIEGFRIED,AMLODIPINE & HYDROCHLOROTHIAZIDE & VALSARTAN,EXFORGE D,160 /25/10MG COMP. X 28,175687
SIEGFRIED,AMLODIPINE & HYDROCHLOROTHIAZIDE & VALSARTAN,EXFORGE D,320 /25/10MG COMP. REC. X 28,175689
BAGO,VALPROIC ACID,EXIBRAL,JBE.X 120 ML,568003
BAGO,VALPROIC ACID,EXIBRAL,250 MG COMP.X 50,568001
BAGO,VALPROIC ACID,EXIBRAL,500 MG COMP.X 50,568002
ELEA,CABOZANTINIB,EXOBOZAN,EXOBOZAN 20 MG COMP.REC.X 30,1920218
ELEA,CABOZANTINIB,EXOBOZAN,EXOBOZAN 40 MG COMP.REC.X 30,1920219
ELEA,CABOZANTINIB,EXOBOZAN,EXOBOZAN 60 MG COMP.REC.X 30,1920220
CASASCO,ADAPALENE,EXOGEL,0.1% GEL.X 30 G,1202795
CASASCO,ADAPALENE,EXOGEL,0.3% GEL 30 G,1202796
GADOR,APALUTAMIDE,EXOME,60 MG COMP.REC.X 120,1704960
LABORATORIOS EXCELENTIA,XYLOMETAZOLINE,EXPECTOSAN,EXPECTOSAN CASE X 10 ML 0.05 %,1865863
CASASCO,NIMODIPINE,EXPLANER,30MG COMP. REC. X 30,175310
CASASCO,NIMODIPINE,EXPLANER,60MG COMP. REC. X 30,175312
CASASCO,NIMODIPINE,EXPLANER,30MG COMP. REC. X 60,175311
CASASCO,NIMODIPINE,EXPLANER,60MG COMP. REC. X 60,175313
CASASCO,NIMODIPINE,EXPLANER LP,120MG COMP. X 30,175328
BERNABO LABORATORIOS,DAPOXETINE,EXTENSIL,30MG COMP. REC. X 3,175961
BERNABO LABORATORIOS,DAPOXETINE,EXTENSIL,30MG COMP. REC. X 6,175962
BAXTER,ELECTROLYTES & ICODEXTRIN,EXTRANEAL,2000 ML BAG,274
BAYER,AFLIBERCEPT,EYLIA,EYLIA 114.3 MG/ML VIAL X 1,1948028
BAYER,AFLIBERCEPT,EYLIA,1 VIAL AMPOULE 40 MG/ML,331757
MICROSULES,ENZALUTAMIDE,EZALUTA,EZALUTA CAPSULES 40 MG C¡PS.X 120,1934981
MAR,DICLOFENAC,EZETIMAR,75 MG A.X 4 X 3 ML,1468046
ORGANON & CO,EZETIMIBE,EZETROL,10 MG COMP.X 30,531338
ABBVIE,FLUOROMETHOLONE & NEOMYCIN,F M L NEO LIQUIFILM,SUSP.OFT.X 5 ML,330145
SAVANT,AMOXICILLIN,FABAMOX,FABAMOX500 MG COMP.X 80,2170377
SAVANT,AMOXICILLIN & CLAVULANIC ACID,FABAMOX DUO,875/125 MG COMP.REC.X 14,295801
SAVANT,AMOXICILLIN & CLAVULANIC ACID,FABAMOX DUO,500/125 MG COMP.REC.X 16,295802
SAVANT,IBUPROFEN,FABOGESIC RAPIDA ACCION,FABOGESIC RAPIDA ACCION CAPSULA BLANDA BLISTER POR 10 UNIDADES CAPSULA BLANDA 400 MG,1675566
SAVANT,PARACETAMOL,FABOGESIC ALIV,FABOGESIC ALIV10% SOL.X 20 ML,2105799
SAVANT,DICLOFENAC & PARACETAMOL,FABOGESIC COMPLEX,FABOGESIC COMPLEX 50/400 MG COMP.REC.X 10,1948096
SAVANT,DEQUALINIUM,FABOGESIC,FABOGESIC FLEXI 75 75 MG C¡PS.X 10,2026421
SAVANT,DICLOFENAC,FABOGESIC,FABOGESIC FLEXI RETARD100 MG COMP.X 90,2130270
SAVANT,DICLOFENAC,FABOGESIC,FABOGESIC FLEXI GEL 1.16 % POMO X 50 G,1963384
