value,count,example_columns
Пеметрексед,5,Generic Name
Пилокарпина гидрохлорид,5,Product Group
Полиорикс,5,Product Group
порошок для приготовления раствора для внутривенного и внутримышечного введения 2 г - флаконы - пачки картонные,5,Local Pack Description
"порошок для приготовления раствора для внутривенного и внутримышечного введения, 0.25 г, - флакон (1) - пачка картонная",5,Local Pack Description
"порошок для приготовления раствора для внутривенного и внутримышечного введения, 0.5 г, - флакон (1) - коробка картонная (для стационаров)",5,Local Pack Description
"порошок для приготовления раствора для внутривенного и внутримышечного введения, 500 мг, - флакон (50) - коробка картонная (для стационаров)",5,Local Pack Description
"порошок для приготовления раствора для внутривенного и внутримышечного введения, 500 мг, - флаконы (50) - коробки картонные",5,Local Pack Description
"порошок для приготовления раствора для внутримышечного введения, 1 г, - флаконы (50) - коробки картонные",5,Local Pack Description
"порошок для приготовления раствора для внутримышечного и подкожного введения, 1 млн.ЕД, - флаконы (50) - коробки картонные (для стационаров)",5,Local Pack Description
