pcid,Company,Local Product Name,Generic Name,Local Pack Description
396845,Lepetit,EPILACAM,topiramate,100 mg tablets x 28
396846,Lepetit,EPILACAM,topiramate,25 mg tablets x 28
396876,Casasco,EPISTAL,topiramate,100 mg tablets x 28
396877,Casasco,EPISTAL,topiramate,25 mg tablets x 28
396878,Casasco,EPISTAL,topiramate,50 mg tablets x 28
396879,Casasco,EPISTAL,topiramate,100 mg tablets x 56
396903,Siegfried,ESOGASTROSEDOL,esomeprazole,20 mg caps.x 30 (VL)
396904,Siegfried,ESOGASTROSEDOL 40,esomeprazole,40 mg caps.x 30 (VL)
396915,Eurofarma,ESOMAX,esomeprazole,20 mg caps.x 14 (VL)
396916,Eurofarma,ESOMAX,esomeprazole,40 mg caps.x 14 (VL)
396917,Eurofarma,ESOMAX,esomeprazole,20 mg caps.x 28 (VL)
396918,Eurofarma,ESOMAX,esomeprazole,40 mg caps.x 28 (VL)
377232,Richet,METARAMINOL RICHET,metaraminol,a.x 1
397132,Klonal,ETRONIL,metronidazole,500 mg tablets x 20
397182,PharmaDorf,FLAGYL,metronidazole,500 mg tablets x 20
397219,Baliarda,GINKAN 500,metronidazole,comp.rec.x 20
397220,Baliarda,GINKAN 500,metronidazole,comp.rec.x 8
397346,Pfizer,IBUPIRETAS JR.,ibuprofen,comp.mast.x 20
397600,Klonal,IBUPROFENO KLONAL FORTE,ibuprofen,4 g/100 ml susp.x 90 ml
397704,Rontag,INDOTEX,indomethacin,100 mg sup.x 10
397705,Rontag,INDOTEX,indomethacin,50 mg sup.x 10
397770,GlaxoSmithKline Biopharma,KEPPRA,levetiracetam,oral sol x 300 ml
397793,GlaxoSmithKline Biopharma,KEPPRA,levetiracetam,500 mg tablets x 20
397794,GlaxoSmithKline Biopharma,KEPPRA,levetiracetam,1000 mg tablets x 30
397820,GlaxoSmithKline Biopharma,KEPPRA,levetiracetam,500 mg tablets x 60
397858,Adium,LACOTEM,lacosamide,100 mg comp.rec.x 30
397859,Adium,LACOTEM,lacosamide,150 mg comp.rec.x 30
397860,Adium,LACOTEM,lacosamide,200 mg comp.rec.x 30
554325,Lazar,MIQUIMOD,imiquimod,3.75% cr.x 3 g
397866,Beta,LAGOTRAN,lamotrigine,200 mg comp.dispers.x 30
397893,GlaxoSmithKline Biopharma,LAMICTAL DISPERSABLE,lamotrigine,100 mg tablets x 30
397904,GlaxoSmithKline Biopharma,LAMICTAL DISPERSABLE,lamotrigine,200 mg tablets x 30
397909,GlaxoSmithKline Biopharma,LAMICTAL DISPERSABLE,lamotrigine,25 mg tablets x 30
397914,GlaxoSmithKline Biopharma,LAMICTAL DISPERSABLE,lamotrigine,5 mg tablets x 30
397921,GlaxoSmithKline Biopharma,LAMICTAL DISPERSABLE,lamotrigine,50 mg tablets x 30
397964,Elea,LAMIRAX,lamotrigine,100 mg comp.dispers.x 30
397965,Elea,LAMIRAX,lamotrigine,200 mg comp.dispers.x 30
397966,Elea,LAMIRAX,lamotrigine,25 mg comp.dispers.x 30
397967,Elea,LAMIRAX,lamotrigine,50 mg comp.dispers.x 30
397968,Elea,LAMIRAX,lamotrigine,100 mg comp.dispers.x 60
397979,Casasco,LAMOCAS,lamotrigine,100 mg comp.dispers.x 30
397980,Casasco,LAMOCAS,lamotrigine,200 mg comp.dispers.x 30
397981,Casasco,LAMOCAS,lamotrigine,25 mg comp.dispers.x 30
397982,Casasco,LAMOCAS,lamotrigine,50 mg comp.dispers.x 30
397983,Casasco,LAMOCAS XR,lamotrigine,100 mg tablets x 30
397984,Casasco,LAMOCAS XR,lamotrigine,100 mg tablets x 60
398080,Baliarda,LATRIGIN 100,lamotrigine,comp.disper.ran.x 30
398081,Baliarda,LATRIGIN 200,lamotrigine,comp.disper.ran.x 30
398082,Baliarda,LATRIGIN 25,lamotrigine,comp.disper.ran.x 30
398083,Baliarda,LATRIGIN 50,lamotrigine,comp.disper.ran.x 30
398112,Adium,LEVAXON,levetiracetam,500 mg tablets x 20
398113,Adium,LEVAXON,levetiracetam,1000 mg tablets x 30
398114,Adium,LEVAXON,levetiracetam,500 mg tablets x 60
1675789,LKM,HALAVEN,eribulin,0.44mg/ml vial x 1 x 2ml
398121,Baliarda,LEVECOM 500,levetiracetam,500 mg comp.rec.ran.x 20
398122,Baliarda,LEVECOM 1000,levetiracetam,1000mg comp.rec.ran.x 30
398123,Baliarda,LEVECOM 500,levetiracetam,500 mg comp.rec.ran.x 30
398124,Baliarda,LEVECOM 1000,levetiracetam,1000mg comp.rec.ran.x 60
398125,Baliarda,LEVECOM 500,levetiracetam,500 mg comp.rec.ran.x 60
398227,Rontag,LEVRON,levetiracetam,500 mg tablets x 20
398228,Rontag,LEVRON,levetiracetam,1000 mg tablets x 30
398229,Rontag,LEVRON,levetiracetam,250 mg tablets x 30
398230,Rontag,LEVRON,levetiracetam,500 mg tablets x 60
398431,Fada Pharma,FADA MESNA,mesna,200 mg a.x 10
398436,Gobbi,MESNA GOBBI,mesna,200 mg a.x 15
398722,Duncan,NAMIR,bromhexine,jbe.x 120 ml
398740,Rontag,NAPRONTAG 24,naproxen,750 mg tablets x 10
398741,Rontag,NAPRONTAG 24,naproxen,750 mg tablets x 30
398742,Rontag,NAPRONTAG,naproxen,250 mg tablets x 20
398743,Rontag,NAPRONTAG,naproxen,500 mg tablets x 20
398744,Rontag,NAPRONTAG,naproxen,500 mg tablets x 50
398798,Vannier,NAPROXENO VANNIER,naproxen,500 mg tablets x 10
398883,Vannier,NAPROXENO VANNIER,naproxen,500 mg tablets x 20
399047,AstraZeneca,NEXIUM,esomeprazole,20 mg comp.rec.x 14 (VL)
399063,AstraZeneca,NEXIUM,esomeprazole,40 mg comp.rec.x 14 (VL)
399079,AstraZeneca,NEXIUM,esomeprazole,20 mg comp.rec.x 28 (VL)
399091,AstraZeneca,NEXIUM,esomeprazole,40 mg comp.rec.x 28 (VL)
399790,Medipharma,RUPOX,oxcarbazepine,300 mg tablets x 30
399791,Medipharma,RUPOX,oxcarbazepine,600 mg tablets x 30
399792,Medipharma,RUPOX,oxcarbazepine,300 mg tablets x 60
399793,Medipharma,RUPOX,oxcarbazepine,600 mg tablets x 60
399808,Sanofi-Aventis,SABRIL,vigabatrin,500 mg tablets x 60
399991,Janssen-Cilag,TOPAMAC SPRINKLE,topiramate,15 mg caps.disp.x 60
399992,Janssen-Cilag,TOPAMAC SPRINKLE,topiramate,25 mg caps.disp.x 60
399993,Janssen-Cilag,TOPAMAC,topiramate,100 mg tablets x 28
399994,Janssen-Cilag,TOPAMAC,topiramate,25 mg tablets x 28
399995,Janssen-Cilag,TOPAMAC,topiramate,50 mg tablets x 28
399996,Janssen-Cilag,TOPAMAC,topiramate,100 mg tablets x 60
400208,Megalabs Argentina,TRICOFIN,metronidazole,500 mg tablets x 20
400209,Megalabs Argentina,TRICOFIN,metronidazole,1 g comp.x 4
400210,Megalabs Argentina,TRICOFIN,metronidazole,1 g comp.x 8
400211,Novartis,TRILEPTAL,oxcarbazepine,jbe.x 100 ml
400231,Novartis,TRILEPTAL,oxcarbazepine,300 mg tablets x 30
400233,Novartis,TRILEPTAL,oxcarbazepine,600 mg tablets x 30
400257,Novartis,TRILEPTAL,oxcarbazepine,300 mg tablets x 60
400259,Novartis,TRILEPTAL,oxcarbazepine,600 mg tablets x 60
1202801,Andromaco,SINAC,adapalene,0.1% gel x 30 g
400438,Baliarda,VEFREN 400,ibuprofen,400 mg comp.rec.x 10
400439,Baliarda,VEFREN 400,ibuprofen,400 mg comp.rec.x 20
400490,Biopas Argentina,VIMPAT,lacosamide,50 mg comp.rec.x 14
400502,Biopas Argentina,VIMPAT,lacosamide,100 mg comp.rec.x 28
400504,Biopas Argentina,VIMPAT,lacosamide,150 mg comp.rec.x 28
400506,Biopas Argentina,VIMPAT,lacosamide,200 mg comp.rec.x 28
405606,Dominguez,ACIFOL FE,"iron+vit.b12+folic,ac.",comp.x 30
405607,Dominguez,ACIFOL FE,"iron+vit.b12+folic,ac.",comp.x 60
405608,Bausch & Lomb Arg.,ALREX,"loteprednol,etabonate",susp.oft.x 5 ml
405609,Rontag,AXOKINE,hydroxychloroquine,200 mg tablets x 30
405610,Rontag,AXOKINE,hydroxychloroquine,200 mg tablets x 60
405611,Ariston,COLCHICINA HOUDE,colchicine,comp.x 20
405612,Ariston,COLCHICINA HOUDE,colchicine,comp.x 60
405613,Temis-Lostalo,FLORATIL,Saccharomyces boulardii,200 mg caps.x 10 (VL)
405615,Temis-Lostalo,FLORATIL 250,Saccharomyces boulardii,250 mg caps.x 12
405616,Temis-Lostalo,FLORATIL 250,Saccharomyces boulardii,250 mg caps.x 50
405617,Temis-Lostalo,FLORATIL 250,Saccharomyces boulardii,250 mg pvo.sob.x 10
405623,PharmaDorf,KEIM ALER,olopatadine,0.1% sol.oft.ester.x5 ml
405624,Elea,LOPRED,"loteprednol,etabonate",susp.oft.x 5 ml
405625,Bausch & Lomb Arg.,LOTEMAX,"loteprednol,etabonate",susp.oft.x 5 ml
405626,Poen,LOTESOFT,"loteprednol,etabonate",susp.oft.x 5 ml
405627,Max Vision,LOTEVIS,"loteprednol,etabonate",susp.oft.x 5 ml
405628,Max Vision,LUMICLAR,"inosine, disodium monophosphate",eye drops x 10 ml
405629,Dominguez,SL B12,vit. b12,comp.ran.x 15
405630,Dominguez,SL B12,vit. b12,comp.ran.x 30
1202802,Andromaco,SINAC,adapalene,0.3% gel x 30 g
377248,Alcon,ALCON MYDRIL,tropicamide,1% sol.oft.x 5 ml
409565,Richet,AZITROMICINA RICHET,azithromycin,oral suspension x 15 ml
409567,Richet,AZITROMICINA RICHET,azithromycin,500 mg tablets x 3
409568,Richet,AZITROMICINA RICHET,azithromycin,500 mg tablets x 5
409569,Richet,AZITROMICINA RICHET,azithromycin,500 mg tablets x 6
409599,Janssen-Cilag,DARZALEX,daratumumab,400 mg/20 ml vial x 1
409600,Janssen-Cilag,DARZALEX,daratumumab,100 mg/5 ml vial x 1
409611,Lafedar,DIFENAC,diclofenac diethylamine,1% sol.oft.x 10 ml
409612,Lafedar,DIFENAC,diclofenac diethylamine,1% sol.oft.x 5 ml
409643,CSL Behring,HAEMOCOMPLETTAN P,human fibrinogen,1 g f.a. x 1
409665,GlaxoSmithKline Biopharma,INCRUSE ELLIPTA,umeclidinium,55mcg pvo.inh.x 30 ds.
409721,Richet,METILPREDNISOLONA RICHET,methylprednisolone,500 mg inj.f.a.+a.solv.
409728,Roemmers,MOTRAX MD,linaclotide,145 mcg caps.x 10
409729,Roemmers,MOTRAX,linaclotide,290 mcg caps.x 10
409730,Roemmers,MOTRAX MD,linaclotide,145 mcg caps.x 30
409731,Roemmers,MOTRAX,linaclotide,290 mcg caps.x 30
409746,Temis-Lostalo,NEUROTEM 400,eslicarbazepine,400 mg comp.rec.x 30
409747,Temis-Lostalo,NEUROTEM 800,eslicarbazepine,800 mg comp.rec.x 30
409793,Novo Nordisk,NOVOSEVEN MIXPRO,eptacog alfa,1 mg/ml jga.prell.+vial
409797,Novo Nordisk,NOVOSEVEN MIXPRO,eptacog alfa,5 mg/ml jga.prell.+vial
1722978,Cabuchi,OPALINO,"sodium, picosulfate+assoc.",gts.x 15 ml (VL)
409859,Beta,TRIAMID,azithromycin,500 mg comp.rec.x 3
409860,Beta,TRIAMID,azithromycin,500 mg comp.rec.x 5
409861,Beta,TRIAMID,azithromycin,500 mg comp.rec.x 6
1725061,Elea,NEUMOTIDE POLVO 250/50,fluticasone+salmeterol,caps.p/inh.x 60+appl.
1725076,Panalab,SUPRALER,levocetirizine,5 mg gtas.x 20 ml
1844158,Adium,HUTROPE,somatotropin,18 IU cart.a.(6 mg)
1844159,Adium,HUTROPE,somatotropin,36 IU cart.a.(12 mg)
377601,Hemoderivados,ALBUMINA SERICA,human albumin,20% inj.x 10 ml
409882,Siegfried,UDCA,ursodeoxycholic acid,250 mg caps.x 30
409883,Siegfried,UDCA 300,ursodeoxycholic acid,300 mg caps. x 30
409884,Siegfried,UDCA,ursodeoxycholic acid,250 mg caps.x 60
409885,Siegfried,UDCA 300,ursodeoxycholic acid,300 mg caps.x 60
409893,MSD Argentina SRL,ZERBAXA,ceftolozane+tazobactam,1/0.5 g pvo.liof.f.a.x10
409894,Pfizer,ZITROMAX,azithromycin,600 mg oral suspension x 15 ml
409896,Pfizer,ZITROMAX,azithromycin,500 mg tab.x 3
411163,Galderma,DIFFERIN,adapalene,0.1% cr.x 30 g
411184,Galderma,DIFFERIN,adapalene,0.1% gel x 30 g
417835,Galderma,DIFFERIN,adapalene,0.3% gel x 30 g
417901,Aspen Pharma,ALDACTONE EP 25 MG,eplerenone,comp.x 30
417994,Richet,CEFUROXIMA RICHET,cefuroxime,500 mg tablets x 8
377602,Hemoderivados,ALBUMINA SERICA,human albumin,20% inj.x 20 ml
418094,Bayer Consumer,EMPECID GYNO 6 DIAS,clotrimazole,caps.vag.x 6 (VL)
418122,Gador,EPLERONA,eplerenone,25 mg comp.rec.x 30
418123,Gador,EPLERONA,eplerenone,50 mg comp.rec.x 30
418125,Richet,ESMOLOL RICHET,esmolol,100 mg f.a.x 10 ml x 1
418126,Richet,ESMOLOL RICHET,esmolol,2500 mg a.x 10 ml x 1
568008,Soubeiran Chobet,OXICALMANS,oxycodone,5 mg comp.lib.inmedi.x30
418790,Beta,CONEXINE,memantine,comp.rec.x 30
418950,Roemmers,MERITAL,memantine,comp.ran.x 30
418951,Roemmers,MERITAL,memantine,comp.ran.x 60
419051,Beta,VIGICER,modafinil,200 mg tablets x 15
419052,Beta,VIGICER,modafinil,200 mg tablets x 30
419053,Ariston,VISPER,modafinil,200 mg tablets x 15
419054,Ariston,VISPER,modafinil,200 mg tablets x 30
419147,CSL Behring,HIZENTRA,human immunoglobulin,2g env.x 10 ml
419153,CSL Behring,HIZENTRA,human immunoglobulin,4g env.x 20 ml
419159,CSL Behring,HIZENTRA,human immunoglobulin,1g env.x 5 ml
420877,LKM,BUDENOFALK,budesonide,rectal foam x14 app.
420892,Lazar,DAPSONA LAZAR,dapsone,100 mg tablets x 50
420923,Abbvie,HUMIRA AC X 2 (40 MG),adalimumab,40mg/0.4ml lap.prell.x 2
420934,Novartis,KISQALI,ribociclib,200 mg comp.rec.x 21
420935,Novartis,KISQALI,ribociclib,200 mg comp.rec.x 63
420941,Trb-Pharma,MAXIOSTENIL,hyaluronic acid,20 mg jga.prell.x 2 ml
420976,Sanitas,BUDECORT ENEMA,budesonide,2 mg enema x 7
420983,Lafedar,BUTAMOL,salbutamol,40mg/100 ml jbe.x 120 ml
420996,Finadiet,CRUZAL 20,sodium hyaluronate,jga.prell.x 2 ml+needle
421006,Finadiet,CRUZAL 40,sodium hyaluronate,jga.prell.x 2 ml+needle
421007,Rontag,DEFAS,deflazacort,30 mg tablets x 20
421008,Rontag,DEFAS,deflazacort,6 mg tablets x 20
421075,Aspen Pharma,RELPAX,eletriptan,40 mg tablets x 6
421199,Microsules Arg.,OVULOL UD,levonorgestrel,1.5 mg comp.x 1 (VL)
421217,Adium,SEGURITE UD,levonorgestrel,1.5 mg comp.x 1 (VL)
421231,AstraZeneca,TAGRISSO,osimertinib,80 mg tablets x 30
568452,Fabra,PENICILINA G BENZATINICA,benzathine penicillin g,1200000 IU f.a.x 1
1875010,Temis-Lostalo,MIO VIROBRON,meloxicam+pridinol,comp.x 10
421293,Bago,HYALONE,hyaluronic acid,jga.prell. 60mg/4ml x 1
421313,Trb-Pharma,LEVOGEST,levonorgestrel,1.5 mg comp.x 1 (VL)
421402,Trb-Pharma,MAXIOSTENIL PLUS,hyaluronic acid,40 mg jga.prell.x 2 ml
421412,Biotenk,NORGESTREL MAX UNIDOSIS,levonorgestrel,comp.x 1 (VL)
421415,Gador,OMECAP 90,Omega-3 acid ethyl esters at 90%,soft capsules x 30
421680,MSD Argentina SRL,EMEND,aprepitant,tripack caps.x 1+caps.x2
423918,Cassara,AEROTROP,ipratropium bromide,nasal spray x 120 doses
424053,Drawer,CLONIDINA DRAWER,clonidine,a.x 100 x 1 ml
684740,Northia,VANCOMICINA NORTHIA,vancomycin,500 mg inj.f.a.x 50
424511,Finadiet,PAUSAFREN T,beta-alanine+oxazepam,comp.x 40
424688,Bausch & Lomb Arg.,MURO 128 5%,sodium chloride,sol.oft.x 15 ml
425480,Varifarma,EMULIMOD,fingolimod,0.5 mg hard capsules x 28
425728,Elea,FLENOMID XR,flecainide,100 mg caps.lib.prol.x30
425729,Elea,FLENOMID XR,flecainide,200 mg caps.lib.prol.x30
425732,Gador,GENVOYA,elvitegravir+emtricitabine+tenofovir+cobicistat,comp.rec.x 30
426209,Casasco,CARRIER,memantine,comp.x 30
426210,Casasco,CARRIER,memantine,20 mg tablets x 30
426211,Casasco,CARRIER,memantine,comp.x 60
426214,Beta,CONEXINE 20,memantine,20 mg comp.rec.x 30
426232,Bago,LUCIDEX 20,memantine,20 mg comp.rec.ran.x 30
426268,Richet,MEMANTINA RICHET,memantine,10 mg tablets x 30
426271,Richet,MEMANTINA RICHET,memantine,20 mg tablets x 30
426286,Richet,MEMANTINA RICHET,memantine,10 mg tablets x 60
426287,Richet,MEMANTINA RICHET,memantine,20 mg tablets x 60
426332,Ariston,TONIBRAL XR,memantine,14 mg caps.x 30
426333,Ariston,TONIBRAL XR,memantine,28 mg caps.x 30
426339,Bago,XOLAIR,omalizumab,150 mg/ml jga.prell.x 1
427158,GlaxoSmithKline Biopharma,NUCALA,mepolizumab,100mg pvo.liof. vial x 1
434865,Roche,ALECENSA,alectinib,150 mg caps.x 224
434867,Teva Argentina,LONQUEX,lipegfilgrastim,jga.prell. x 1 x 0.06 ml
434868,Gador,LUCAFTOR,lumacaftor+ivacaftor,200/125 mg comp.rec.x120
434870,Boehringer Ingelheim,PRAXBIND,idarucizumab,vials x 2 x 50 ml
434871,Elea,SIMPLIR,efavirenz+emtricitabine+tenofov.,comp.rec.x 30
434872,Roche,TECENTRIQ,atezolizumab,1200 mg vial x 1 x 20 ml
434873,Richmond,TRIVENZ,efavirenz+emtricitabine+tenofov.,comp.rec.x 30
434874,Pfizer,XELJANZ XR,tofacitinib,11 mg tab.x 30
435275,Casasco,CALLEXE,levetiracetam,500 mg inj.a.x 5
435276,Casasco,CALLEXE,levetiracetam,oral sol x 300 ml
435277,Casasco,CALLEXE,levetiracetam,1000 mg comp.rec.x 30
435278,Casasco,CALLEXE,levetiracetam,500 mg comp.rec.x 30
435279,Casasco,CALLEXE,levetiracetam,1000 mg comp.rec.x 50
435280,Casasco,CALLEXE,levetiracetam,500 mg comp.rec.x 50
435299,Adium,DOZIC,risperidone,0.5 mg comp.ran.x 20
435300,Adium,DOZIC,risperidone,1 mg comp.ran.x 20
435301,Adium,DOZIC,risperidone,2 mg comp.ran.x 20
435302,Adium,DOZIC,risperidone,3 mg comp.ran.x 20
435303,Adium,DOZIC,risperidone,1 mg comp.ran.x 60
435304,Adium,DOZIC,risperidone,2 mg comp.ran.x 60
435305,Adium,DOZIC,risperidone,3 mg comp.ran.x 60
435343,Roemmers,IRAZEM,aripiprazole,oral sol x 150 ml
435344,Roemmers,IRAZEM,aripiprazole,20 mg tablets x 15
435345,Roemmers,IRAZEM,aripiprazole,10 mg tablets x 30
435346,Roemmers,IRAZEM,aripiprazole,15 mg tablets x 30
435347,Roemmers,IRAZEM,aripiprazole,5 mg tablets x 30
436073,Temis-Lostalo,MOLIVAL 1000,levetiracetam,1000 mg comp.rec.x 30
436074,Temis-Lostalo,MOLIVAL 500,levetiracetam,500 mg comp.rec.x 60
436084,Elea,NEUTOP,topiramate,100 mg comp.rec.x 28
436085,Elea,NEUTOP,topiramate,25 mg comp.rec.x 28
436086,Elea,NEUTOP,topiramate,50 mg comp.rec.x 28
436087,Elea,NEUTOP,topiramate,100 mg comp.rec.x 56
436088,Elea,NEUTOP,topiramate,25 mg comp.rec.x 56
436089,Elea,NEUTOP,topiramate,50 mg comp.rec.x 56
436169,Elea,RESTELEA,risperidone,0.50 mg tablets x 20
436170,Elea,RESTELEA,risperidone,1 mg comp.x 20
436171,Elea,RESTELEA,risperidone,2 mg tablets x 20
436172,Elea,RESTELEA,risperidone,3 mg tablets x 20
436173,Elea,RESTELEA,risperidone,1 mg comp.x 60
436174,Elea,RESTELEA,risperidone,2 mg comp.x 60
436175,Elea,RESTELEA,risperidone,3 mg comp.x 60
436749,Adium,TOPICTAL,topiramate,100 mg comp.rec.x 28
436750,Adium,TOPICTAL,topiramate,25 mg comp.rec.x 28
436751,Adium,TOPICTAL,topiramate,50 mg comp.rec.x 28
436752,Adium,TOPICTAL,topiramate,100 mg comp.rec.x 56
436753,Adium,TOPICTAL,topiramate,25 mg comp.rec.x 56
436754,Adium,TOPICTAL,topiramate,50 mg comp.rec.x 56
436885,Richmond,VECETAM 1000,levetiracetam,comp.rec.ran.x 30
436886,Richmond,VECETAM 500,levetiracetam,comp.rec.ran.x 60
454506,Gador,ALPLAX XR,alprazolam,0.5mg comp.lib.prol.x 20
454507,Gador,ALPLAX XR,alprazolam,1 mg comp.lib.prol.x 20
454508,Gador,ALPLAX XR,alprazolam,2 mg comp.lib.prol.x 20
454509,Gador,ALPLAX,alprazolam,2 mg tablets x 30
454510,Gador,ALPLAX,alprazolam,1 mg comp.x 60
454511,Gador,ALPLAX,alprazolam,2 mg comp.x 60
454517,Casasco,ALPRAZOL,alprazolam,0.5 mg tablets x 60
454518,Casasco,ALPRAZOL,alprazolam,1 mg comp.x 60
454519,Casasco,ALPRAZOL,alprazolam,2 mg comp.x 60
454520,Microsules Arg.,ALPRAZOLAM MICROSULES,alprazolam,0.50 mg tablets x 30
454521,Microsules Arg.,ALPRAZOLAM MICROSULES,alprazolam,1 mg comp.x 30
454522,Microsules Arg.,ALPRAZOLAM MICROSULES,alprazolam,2 mg tablets x 30
454523,Microsules Arg.,ALPRAZOLAM MICROSULES,alprazolam,0.50 mg tablets x 60
454524,Microsules Arg.,ALPRAZOLAM MICROSULES,alprazolam,1 mg comp.x 60
454532,Labsa,ALPRAZOLAM LABSA,alprazolam,0.5 mg tablets x 30
454534,Labsa,ALPRAZOLAM LABSA,alprazolam,1 mg comp.x 30
454536,Labsa,ALPRAZOLAM LABSA,alprazolam,2 mg tablets x 30
454539,Denver Farma,ALPRAZOLAM DENVER FARMA,alprazolam,0.5 mg tablets x 60
454541,Denver Farma,ALPRAZOLAM DENVER FARMA,alprazolam,1 mg comp.x 60
454543,Denver Farma,ALPRAZOLAM DENVER FARMA,alprazolam,2 mg comp.x 60
454725,Soubeiran Chobet,AMZIAX,alprazolam,0.50 mg tablets x 10
454726,Soubeiran Chobet,AMZIAX,alprazolam,1 mg comp.x 10
454727,Soubeiran Chobet,AMZIAX,alprazolam,0.50 mg tablets x 30
454728,Soubeiran Chobet,AMZIAX,alprazolam,1 mg comp.x 30
454729,Soubeiran Chobet,AMZIAX,alprazolam,2 mg tablets x 30
454730,Soubeiran Chobet,AMZIAX,alprazolam,0.50 mg tablets x 60
454731,Soubeiran Chobet,AMZIAX,alprazolam,1 mg comp.x 60
454813,Ariston,ARAPENTIN,gabapentin,100 mg caps.x 30
454814,Ariston,ARAPENTIN,gabapentin,300 mg caps. x 30
454815,Ariston,ARAPENTIN,gabapentin,600 mg tablets x 30
455135,Megalabs Argentina,ATIPINA 100,quetiapine,100 mg comp.rec.x 30
455136,Megalabs Argentina,ATIPINA 200,quetiapine,200 mg comp.rec.x 30
455137,Megalabs Argentina,ATIPINA 25,quetiapine,25 mg comp.rec.x 30
455185,Lepetit,AXILEP,gabapentin,100 mg caps.x 30
455186,Lepetit,AXILEP,gabapentin,300 mg caps. x 30
455188,Lepetit,AXILEP,gabapentin,300 mg caps.x 60
455194,Teva Argentina,AXUAL,pregabalin,150 mg caps.x 30
455195,Teva Argentina,AXUAL,pregabalin,25 mg caps.x 30
455196,Teva Argentina,AXUAL,pregabalin,300 mg caps. x 30
455197,Teva Argentina,AXUAL,pregabalin,50 mg caps.x 30
455198,Teva Argentina,AXUAL,pregabalin,75 mg caps.x 30
455199,Teva Argentina,AXUAL,pregabalin,75 mg caps.x 60
455202,Teva Argentina,AXUAL,pregabalin,75 mg divided x 15
455203,Teva Argentina,AXUAL,pregabalin,75 mg divided x 30
455256,Teva Argentina,AZILECT,rasagiline,1 mg comp.x 30
455301,Vannier,BECEDE 0.5,alprazolam,0.5 mg tablets x 30
455302,Vannier,BECEDE 1,alprazolam,1 mg comp.x 30
455303,Vannier,BECEDE 2,alprazolam,2 mg tablets x 30
455304,Vannier,BECEDE 2,alprazolam,2 mg comp.x 60
455334,Cetus,BESTROL,alprazolam,0.5 mg tablets x 20
455335,Cetus,BESTROL,alprazolam,1 mg comp.x 20
455336,Cetus,BESTROL,alprazolam,0.5 mg tablets x 40
455337,Cetus,BESTROL,alprazolam,1 mg comp.x 40
455338,Cetus,BESTROL,alprazolam,0.5 mg tablets x 60
455339,Cetus,BESTROL,alprazolam,1 mg comp.x 60
455371,Abbott EPD,BETASERC,betahistine,16 mg tablets x 30
455373,Abbott EPD,BETASERC,betahistine,24 mg tablets x 30
455374,Abbott EPD,BETASERC,betahistine,8 mg comp.x 30
455385,Eurofarma,BETINA,betahistine,16 mg tablets x 30
455386,Eurofarma,BETINA,betahistine,24 mg tablets x 30
455388,Baliarda,BIATRIX XR 200,quetiapine,200mg comp.lib.prol.x 30
455389,Baliarda,BIATRIX XR 300,quetiapine,300mg comp.lib.prol.x 30
455390,Baliarda,BIATRIX XR 400,quetiapine,400mg comp.lib.prol.x 30
455391,Baliarda,BIATRIX XR 50,quetiapine,50 mg comp.lib.prol.x 30
455393,Baliarda,BIATRIX 100,quetiapine,100 mg comp.rec.ran.x 30
455394,Baliarda,BIATRIX 200,quetiapine,200 mg comp.rec.ran.x 30
455395,Baliarda,BIATRIX 25,quetiapine,25 mg comp.rec.ran.x 30
455396,Baliarda,BIATRIX 300,quetiapine,300 mg comp.rec.ran.x 30
455397,Baliarda,BIATRIX 100,quetiapine,100 mg comp.rec.ran.x 60
455398,Baliarda,BIATRIX 200,quetiapine,200 mg comp.rec.ran.x 60
455399,Baliarda,BIATRIX 25,quetiapine,25 mg comp.rec.ran.x 60
792772,Roemmers,LIDIL SPRAY,oxymetazoline,nasal spray inf.x 20 ml
1399827,Beta,PSICOASTEN LC,paroxetine,12.5 mg comp.rec.x 30
455855,Finadiet,CALMADOR CB,tramadol,50 mg caps.x 10
455856,Finadiet,CALMADOR CB,tramadol,50 mg caps.x 20
455857,Finadiet,CALMADOR CB,tramadol,50 mg caps.x 30
455858,Finadiet,CALMADOR RETARD,tramadol,100 mg comp.lib.prol.x10
455920,Fabra,CARBAMAZEPINA FABRA,carbamazepine,200 mg tablets x 30
455921,Klonal,C.M.P.200,carbamazepine,200 mg tablets x 30
455945,Casasco,CARRIER XR,memantine,14 mg tablets x 30
455946,Casasco,CARRIER XR,memantine,28 mg tablets x 30
456033,Biopas Argentina,CIRCADIN,melatonin,2 mg comp.lib.prol.x 30
456384,Craveri,CLASICA,pregabalin,150 mg caps.x 28
456385,Craveri,CLASICA,pregabalin,25 mg caps.x 28
456387,Craveri,CLASICA,pregabalin,75 mg caps.x 28
456403,Rospaw,CLOZAPINA ROSPAW,clozapine,100 mg tablets x 100
456414,Fabra,CLOZAPINA FABRA,clozapine,25 mg tablets x 20
456418,Rospaw,CLOZAPINA ROSPAW,clozapine,100 mg tablets x 30
456428,Rospaw,CLOZAPINA ROSPAW,clozapine,100 mg tablets x 90
456429,Fabra,CLOZAPINA FABRA,clozapine,25 mg comp.x 90
456435,Andromaco,CODELASA,codeine+assoc.,liquid x 100 ml
456485,Rontag,CREOSEDIN,bromazepam,3 mg tablets x 20
456486,Rontag,CREOSEDIN,bromazepam,6 mg tablets x 20
