Local Product Name,Local Pack Code,Generic Name,WHO ATC Code,Formulation,Strength Size,Fill Size,Customized 1,Marketing Authority / Company Name,Effective Start Date,Effective End Date,Public with VAT Price,Pharmacy Purchase Price,Local Pack Description,Reimbursable Status,Reimbursable Rate,Reimbursable Notes,Copayment Value,Copayment Percent,Margin Rule,VAT Percent,detail_url
BINOCRIT,9002260027200,epoetin alfa,B03XA01,solution for injection,2000 IE/1 ml,6 наполнети инјекциски шприца без безбедносен механизам за иглата/кутијата,"0,4 ml раствор (наполнет инјекциски шприц) содржи: епоетин алфа . . . 2000 IE (што одговара на 16,8 mcg епоетин алфа)","Sandoz GmbH, Langkampfen, Austria",06.04.2021,23.03.2026,3982.15,3160.44,solution for injection 6 pre-filled syringes without safety mechanism for the needle/box 2000 IU/1 ml 0.4 ml solution (pre-filled syringe) contains: epoetin alfa ...2000 IU (equivalent to 16.8 mcg epoetin alfa),PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/2442896096?t:ac=overview
BINOCRIT,9002260027187,epoetin alfa,B03XA01,раствор за инјектирање,10 000 IE/1 ml,6 наполнети инјекциски шприца без безбедносен механизам за иглата/кутија,"1 ml of solution (filled injection syringe) contains: epoetin alfa...10,000 IU (equivalent to 84 mcg epoetin alfa)","Sandoz GmbH, Langkampfen, Austria",06.04.2021,23.03.2026,17010,15000,"solution for injection 6 pre-filled syringes without safety mechanism for the needle/box 10 000 IU/1 ml 1 ml solution (pre-filled syringe) contains: epoetin alfa ...10,000 IU (equivalent to 84 mcg epoetin alfa)",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/2442896097?t:ac=overview
BIOTRAKSON,5903060018747,ceftriaxone,J01DD04,powder for solution for injection or infusion,2 g,1 стаклена вијала /кутија,1 vial with powder contains: ceftriaxone sodium...2.418 g (equivalent to 2 g ceftriaxone),"Pharmaceutical Works POLPHARMA S.A. , Старогард Гдански, Полска, Pharmaceutical Works POLPHARMA S.A., Ожаров Мазовјецки, Полска",01.08.2017,,120.96,90,"прашок за раствор за инјектирање или инфузија 1 стаклена вијала /кутија 2 g 1 вијала со прашок содржи: цефтриаксон натриум . . . 2,418 g (еквивалентен на 2 g цефтриаксон)",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/56397?t:ac=overview
BIOCETAM,8699578093020,piracetam,N06BX03,film-coated tablet,1200 mg,40 film-coated tablets (blister 4 x 10)/box,1 film-coated tablet contains: piracetam...1200 mg,"Biofarma Ilac San ve Tic AS , Истанбул, Турција",25.10.2022,03.08.2027,0,0,филм-обложена таблета 40 филм-обложени таблети (блистер 4 х 10)/кутија 1200 mg 1 филм-обложена таблета содржи: пирацетам. . . 1200 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/3172991900?t:ac=overview
BIOTRAKSON,5903060019287,ceftriaxone,J01DD04,прашок за раствор за инјектирање,1 g,1 стаклена вијала х 1 g/кутија,1 vial with powder contains: ceftriaxone sodium...1.08 g (equivalent to 1 g of ceftriaxone),"Pharmaceutical Works POLPHARMA S.A. , Старогард Гдански, Полска, Pharmaceutical Works POLPHARMA S.A., Ожаров Мазовјецки, Полска",01.08.2017,,89.83,66.84,powder for solution for injection 1 glass vial x 1 g/box 1 g 1 vial of powder contains: ceftriaxone sodium ...1.08 g (equivalent to 1 g of ceftriaxone),PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/56396?t:ac=overview
BIPERIDEN,5310090008714,biperiden,N04AA02,tablet,2 mg,60 таблети (блистер 6 х 10)/кутија,1 tablet contains: biperide hydrochloride...2 mg,"REPLEK FARM DOOEL SKOPJE, Skopje, R.North Macedonia",18.10.2012,,221.76,165,tablet 60 tablets (blister 6 x 10)/box 2 mg 1 tablet contains: biperiden hydrochloride...2 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/54997?t:ac=overview
BIPRESSO,5310001214098,bisoprolol,C07AB07,филм-обложена таблета,"2,5 mg",30 film-coated tablets (blister 3 x 10)/box,1 film-coated tablet contains: bisoprolol fumarate...2.5 mg,"АЛКАЛОИД АД, Скопје, Р. Северна Македонија",27.04.2016,,133.54,100.87,film-coated tablet 30 film-coated tablets (blister 3 x 10)/box 2.5 mg 1 film-coated tablet contains: bisoprolol fumarate...2.5 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/51390?t:ac=overview
BIOTUM,5903060019218,ceftazidime,J01DD02,powder for solution for injection or infusion,1 g,1 стаклена вијала х 1 g/кутија,"1 вијала со прашок содржи: цефтазидим . . . 1 g (во форма на цефтазидим пентахидрат, пуфериран со натриум карбонат)","Pharmaceutical Works POLPHARMA S.A., Starogard Gdańsk, Poland, Pharmaceutical Works POLPHARMA S.A., Ozarow Mazowiecki, Poland",09.05.2019,,228.48,170,"powder for solution for injection or infusion 1 glass vial x 1 g/box 1 g 1 vial of powder contains: ceftazidime...1 g (in the form of ceftazidime pentahydrate, buffered with sodium carbonate)",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/56689?t:ac=overview
BIPRESSO,5310001214104,bisoprolol,C07AB07,film-coated tablet,5 mg,30 филм-обложени таблети (блистер 3 х 10)/кутија,1 film-coated tablet contains: bisoprolol fumarate...5 mg,"ALKALOID AD, Skopje, R.North Macedonia",27.04.2016,,135.04,102,film-coated tablet 30 film-coated tablets (blister 3 x 10)/box 5 mg 1 film-coated tablet contains: bisoprolol fumarate...5 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/51391?t:ac=overview
BIPRESSO,5310001214111,bisoprolol,C07AB07,film-coated tablet,10 mg,30 film-coated tablets (blister 3 x 10)/box,1 филм-обложена таблета содржи: бисопролол фумарат . . . 10 mg,"ALKALOID AD, Skopje, R.North Macedonia",27.04.2016,,0,0,film-coated tablet 30 film-coated tablets (blister 3 x 10)/box 10 mg 1 film-coated tablet contains: bisoprolol fumarate...10 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/51392?t:ac=overview
BISOLEX,3850114206136,bromhexine,R05CB02,tablet,8 mg,20 tablets (blister 2 x 10)/box,1 tablet contains: bromhexine hydrochloride...8 mg,"PLIVA Hrvatska d.o.o., Zagreb, Croatia",02.09.2016,,0,0,tablet 20 tablets (blister 2 x 10)/box 8 mg 1 tablet contains: bromhexine hydrochloride...8 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/51395?t:ac=overview
BISOLVON,8600097431989,bromhexine,R05CB02,сируп,4 mg/5 ml,1 dark glass bottle x 200 ml/box,5 ml of syrup contains: bromhexine hydrochloride...4 mg,"Delpharm Reims S.A.S., Reims, France",09.12.2021,,0,0,сируп 1 темно стаклено шише х 200 ml/кутија 4 mg/5 ml 5 ml сируп содржи: бромхексин хидрохлорид . . . 4 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/51393?t:ac=overview
BISOLVON,8600097431972,bromhexine,R05CB02,tablet,8 mg,20 таблети (блистер 2 х 10)/кутија,1 таблета содржи: бромхексин хидрохлорид . . . 8 mg,"Delpharm Reims S.A.S., Reims, France",09.12.2021,,0,0,таблета 20 таблети (блистер 2 х 10)/кутија 8 mg 1 таблета содржи: бромхексин хидрохлорид . . . 8 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/55353?t:ac=overview
BISOLVON,8600097431996,bromhexine,R05CB02,"перорални капки, раствор",2 mg/1 ml,1 dark glass bottle x 40 ml + PE dropper/box,1 ml раствор содржи: бромхексин хидрохлорид . . . 2 mg,"Istituto de Angeli S.R.L., Florence, Italy",09.12.2021,,0,0,"oral drops, solution 1 dark glass bottle x 40 ml + PE dropper/box 2 mg/1 ml 1 ml solution contains: bromhexine hydrochloride...2 mg",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/51401?t:ac=overview
BISOPROLOL,5310090002590,bisoprolol,C07AB07,филм-обложена таблета,"2,5 mg",30 таблети (блистер 3 х 10)/кутија,"1 филм-обложена таблета содржи: бисопролол фумарат . . . 2,5 mg","REPLEK FARM DOOEL SKOPJE, Skopje, R.North Macedonia",16.07.2013,,98.96,74.5,"филм-обложена таблета 30 таблети (блистер 3 х 10)/кутија 2,5 mg 1 филм-обложена таблета содржи: бисопролол фумарат . . . 2,5 mg",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/55279?t:ac=overview
BISOPROLOL,5310090002606,bisoprolol,C07AB07,film-coated tablet,5 mg,30 таблети (блистер 3 х 10)/кутија,1 film-coated tablet contains: bisoprolol fumarate...5 mg,"РЕПЛЕК ФАРМ ДООЕЛ СКОПЈЕ, Скопје, Р. Северна Македонија",16.07.2013,,114.19,86,филм-обложена таблета 30 таблети (блистер 3 х 10)/кутија 5 mg 1 филм-обложена таблета содржи: бисопролол фумарат . . . 5 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/55278?t:ac=overview
BISOPROLOL,5310090002613,bisoprolol,C07AB07,film-coated tablet,10 mg,30 таблети (блистер 3 х 10)/кутија,1 film-coated tablet contains: bisoprolol fumarate...10 mg,"REPLEK FARM DOOEL SKOPJE, Skopje, R.North Macedonia",16.07.2013,,159.86,120.5,филм-обложена таблета 30 таблети (блистер 3 х 10)/кутија 10 mg 1 филм-обложена таблета содржи: бисопролол фумарат . . . 10 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/55277?t:ac=overview
BISOPROLOL GALENIKA,8608808108465,bisoprolol,C07AB07,film-coated tablet,5 mg,30 tablets (blister 3 x 10)/box,1 таблета содржи: бисопролол фумарат. . . 5 mg,"GALENIKA AD, Belgrade, Serbia",15.07.2025,04.07.2030,0,0,филм-обложена таблета 30 таблети (блистер 3 х 10)/кутија 5 mg 1 таблета содржи: бисопролол фумарат. . . 5 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/4072917964?t:ac=overview
BISOPROLOL GALENIKA,8608808108458,bisoprolol,C07AB07,film-coated tablet,"2,5 mg",30 tablets (blister 3 x 10)/box,1 tablet contains: bisoprolol fumarate...2.5 mg,"GALENIKA AD, Belgrade, Serbia",15.07.2025,04.07.2030,0,0,"филм-обложена таблета 30 таблети (блистер 3 х 10)/кутија 2,5 mg 1 таблета содржи: бисопролол фумарат. . . 2,5 mg",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/4072917963?t:ac=overview
BISOPROLOL KRKA,3838989632373,bisoprolol,C07AB07,филм-обложена таблета,5 mg,30 tablets (blister 2 x 15)/box,1 film-coated tablet contains: bisoprolol fumarate...5 mg,"KRKA tovarna zdravil d.d., Ново Место, Словенија, TAD Pharma GmbH , Куксхавен, Германија",10.03.2020,,80.64,60,film-coated tablet 30 tablets (blister 2 x 15)/box 5 mg 1 film-coated tablet contains: bisoprolol fumarate...5 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/3706986302?t:ac=overview
BISOPROLOL KRKA,3838989632366,bisoprolol,C07AB07,film-coated tablet,"2,5 mg",30 tablets (blister 2 x 15)/box,1 film-coated tablet contains: bisoprolol fumarate...2.5 mg,"KRKA tovarna salvad d.d., Novo Mesto, Slovenia, TAD Pharma GmbH, Cuxhaven, Germany",10.03.2020,,63.99,47.62,film-coated tablet 30 tablets (blister 2 x 15)/box 2.5 mg 1 film-coated tablet contains: bisoprolol fumarate...2.5 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/2473898565?t:ac=overview
BISOPROLOL KRKA,3838989632359,bisoprolol,C07AB07,филм-обложена таблета,10 mg,30 таблети (блистер 3 х 10)/кутија,1 филм-обложена таблета содржи: бисопролол фумарат. . . 10 mg,"KRKA tovarna salvad d.d., Novo Mesto, Slovenia, TAD Pharma GmbH, Cuxhaven, Germany",10.03.2020,,147.18,109.52,film-coated tablet 30 tablets (blister 3 x 10)/box 10 mg 1 film-coated tablet contains: bisoprolol fumarate...10 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/4070978590?t:ac=overview
BISPROL,8608808135706,bisoprolol,C07AB07,филм-обложена таблета,10 mg,30 tablets (blister 3 x 10)/box,1 film-coated tablet contains: bisoprolol fumarate...10 mg,"GALENIKA AD, Belgrade, Serbia",11.03.2022,03.03.2027,161.95,120.5,film-coated tablet 30 tablets (blister 3 x 10)/box 10 mg 1 film-coated tablet contains: bisoprolol fumarate...10 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/2748249154?t:ac=overview
BISPROL,8608808135690,bisoprolol,C07AB07,film-coated tablet,5 mg,30 таблети (блистер 3 х 10)/кутија,1 film-coated tablet contains: bisoprolol fumarate...5 mg,"GALENIKA AD, Белград, Србија",11.03.2022,03.03.2027,137.09,102,филм-обложена таблета 30 таблети (блистер 3 х 10)/кутија 5 mg 1 филм-обложена таблета содржи: бисопролол фумарат. . . 5 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/2748249155?t:ac=overview
BLASTOMAT,5450557004825,temozolomide,L01AX03,"капсула, тврда",250 mg,5 капсули (5 ќеси х 1 капсула)/кутија,1 capsule contains: temozolomide...250 mg,"EIRGEN PHARMA Ltd., Waterford, Ireland",29.07.2022,,15750,13800,"капсула, тврда 5 капсули (5 ќеси х 1 капсула)/кутија 250 mg 1 капсула содржи: темозоломид . . . 250 mg",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/821287430?t:ac=overview
BLASTOMAT,5450557004818,temozolomide,L01AX03,"капсула, тврда",100 mg,5 капсули (5 ќеси х 1 капсула)/кутија,1 капсула содржи: темозоломид . . . 100 mg,"EIRGEN PHARMA Ltd., Waterford, Ireland",29.07.2022,,6344.1,5035,"capsule, hard 5 capsules (5 bags x 1 capsule)/box 100 mg 1 capsule contains: temozolomide...100 mg",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/821287432?t:ac=overview
BLISSERIGO,8606107770765,tadalafil,G04BE08,филм-обложена таблета,5 mg,28 film-coated tablets (blister 2 x 14)/box,1 филм-обложена таблета содржи: тадалафил. . . 5 mg,"ZAKLADY FARMACEUTYCZNE POLPHARMA S.A., Старогард Гдански, Полска, ZAKLADY FARMACEUTYCZNE POLPHARMA S.A, Нова Деба, Полска",02.10.2024,28.06.2029,2191.11,1738.98,филм-обложена таблета 28 филм-обложени таблети (блистер 2 х 14)/кутија 5 mg 1 филм-обложена таблета содржи: тадалафил. . . 5 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/3723453975?t:ac=overview
BLISSERIGO,8606107770772,tadalafil,G04BE08,film-coated tablet,20 mg,2 филм-обложени таблети (блистер 1 х 2)/кутија,1 филм-обложена таблета содржи: тадалафил. . . 20 mg,"ZAKLADY FARMACEUTYCZNE POLPHARMA S.A., Starogard Gdańsk, Poland ZAKLADY FARMACEUTYCZNE POLPHARMA S.A., Nowa Deba, Poland",02.10.2024,28.06.2029,611.01,465.53,film-coated tablet 2 film-coated tablets (blister 1 x 2)/box 20 mg 1 film-coated tablet contains: tadalafil...20 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/3723453974?t:ac=overview
