PCID,Country,Company,Local Product Name,Generic Name,Effective Start Date,Public With VAT Price,Reimbursement Category,Reimbursement Amount,Co-Pay Amount,Local Pack Description,LOCAL_PACK_CODE,Price Type,Interchangeable,Limited Use,Therapeutic Notes,Currency,Region
,,Mantra Pharma Inc.,,CITALOPRAM HYDROBROMIDE,,0.14,REIMBURSABLE WITH COPAY,0.13,0.01,M-Citalopram 20mg Tab,02467836,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Marcan Pharmaceuticals Inc.,,CITALOPRAM HYDROBROMIDE,,0.14,REIMBURSABLE WITH COPAY,0.13,0.01,Mar-Citalopram 40mg Tab,02371901,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Marcan Pharmaceuticals Inc.,,CITALOPRAM HYDROBROMIDE,,0.14,REIMBURSABLE WITH COPAY,0.13,0.01,Mar-Citalopram 20mg Tab,02371898,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Marcan Pharmaceuticals Inc.,,CITALOPRAM HYDROBROMIDE,,0.48,REIMBURSABLE WITH COPAY,0.45,0.04,Mar-Citalopram (Off-Formulary Interchangeable) 10mg Tab,02371871,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Mint Pharmaceuticals Inc.,,CITALOPRAM HYDROBROMIDE,,0.14,REIMBURSABLE WITH COPAY,0.13,0.01,Mint-Citalopram 20mg Tab,02429705,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Mint Pharmaceuticals Inc.,,CITALOPRAM HYDROBROMIDE,,0.14,REIMBURSABLE WITH COPAY,0.13,0.01,Mint-Citalopram 40mg Tab,02429713,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Nora Pharma,,CITALOPRAM HYDROBROMIDE,,0.14,REIMBURSABLE WITH COPAY,0.13,0.01,NRA-Citalopram 20mg Tab,02477645,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Nora Pharma,,CITALOPRAM HYDROBROMIDE,,0.14,REIMBURSABLE WITH COPAY,0.13,0.01,NRA-Citalopram 40mg Tab,02477653,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Natco Pharma (Canada) Inc.,,CITALOPRAM HYDROBROMIDE,,0.14,REIMBURSABLE WITH COPAY,0.13,0.01,Nat-Citalopram 40mg Tab,02409038,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Natco Pharma (Canada) Inc.,,CITALOPRAM HYDROBROMIDE,,0.14,REIMBURSABLE WITH COPAY,0.13,0.01,Nat-Citalopram 20mg Tab,02409011,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Natco Pharma (Canada) Inc.,,CITALOPRAM HYDROBROMIDE,,0.48,REIMBURSABLE WITH COPAY,0.45,0.04,Natco-Citalopram (Off-Formulary Interchangeable) 10mg Tab,02409003,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Natco Pharma (Canada) Inc.,,CITALOPRAM HYDROBROMIDE,,0.14,REIMBURSABLE WITH COPAY,0.13,0.01,Natco-Citalopram 40mg Tab,02443899,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Natco Pharma (Canada) Inc.,,CITALOPRAM HYDROBROMIDE,,0.14,REIMBURSABLE WITH COPAY,0.13,0.01,Natco-Citalopram 20mg Tab,02443880,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Pharmascience Inc.,,CITALOPRAM HYDROBROMIDE,,0.48,REIMBURSABLE WITH COPAY,0.45,0.04,PMS-Citalopram (Off-Formulary Interchangeable) 10mg Tab,02270609,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Pharmascience Inc.,,CITALOPRAM HYDROBROMIDE,,0.14,REIMBURSABLE WITH COPAY,0.13,0.01,PMS-Citalopram 20mg Tab,02248010,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Pharmascience Inc.,,CITALOPRAM HYDROBROMIDE,,0.14,REIMBURSABLE WITH COPAY,0.13,0.01,PMS-Citalopram 40mg Tab,02248011,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Ranbaxy Pharmaceuticals Canada Inc.,,CITALOPRAM HYDROBROMIDE,,0.14,REIMBURSABLE WITH COPAY,0.13,0.01,Ran-Citalo 20mg Tab,02285622,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Ranbaxy Pharmaceuticals Canada Inc.,,CITALOPRAM HYDROBROMIDE,,0.14,REIMBURSABLE WITH COPAY,0.13,0.01,Ran-Citalo 40mg Tab,02285630,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Laboratoire Riva Inc.,,CITALOPRAM HYDROBROMIDE,,0.14,REIMBURSABLE WITH COPAY,0.13,0.01,Riva-Citalopram 40mg Tab,02303272,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Laboratoire Riva Inc.,,CITALOPRAM HYDROBROMIDE,,0.14,REIMBURSABLE WITH COPAY,0.13,0.01,Riva-Citalopram 20mg Tab,02303264,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Sandoz Canada Inc.,,CITALOPRAM HYDROBROMIDE,,0.14,REIMBURSABLE WITH COPAY,0.13,0.01,Sandoz Citalopram 40mg Tab,02248171,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Sandoz Canada Inc.,,CITALOPRAM HYDROBROMIDE,,0.14,REIMBURSABLE WITH COPAY,0.13,0.01,Sandoz Citalopram 20mg Tab,02248170,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Septa Pharmaceuticals Inc.,,CITALOPRAM HYDROBROMIDE,,0.14,REIMBURSABLE WITH COPAY,0.13,0.01,Septa-Citalopram 20mg Tab,02355272,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Septa Pharmaceuticals Inc.,,CITALOPRAM HYDROBROMIDE,,0.14,REIMBURSABLE WITH COPAY,0.13,0.01,Septa-Citalopram 40mg Tab,02355280,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Teva Canada Limited,,CITALOPRAM HYDROBROMIDE,,0.14,REIMBURSABLE WITH COPAY,0.13,0.01,Teva-Citalopram 40mg Tab,02293226,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Teva Canada Limited,,CITALOPRAM HYDROBROMIDE,,0.14,REIMBURSABLE WITH COPAY,0.13,0.01,Teva-Citalopram 20mg Tab,02293218,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Actavis Pharma Company,,CLARITHROMYCIN,,1.36,REIMBURSABLE WITH COPAY,1.26,0.10,Act Clarithromycin XL 500mg ER Tab,02403196,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,Apotex Inc.,,CLARITHROMYCIN,,1.36,REIMBURSABLE WITH COPAY,1.26,0.10,Apo-Clarithromycin XL 500mg ER Tab,02413345,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,BGP Pharma ULC,,CLARITHROMYCIN,,2.77,REIMBURSABLE WITH COPAY,1.26,1.52,Biaxin XL 500mg ER Tab,02244756,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,BGP Pharma ULC,,CLARITHROMYCIN,,0.37,REIMBURSABLE WITH COPAY,0.24,0.13,Biaxin 125mg/5mL Ped Gran,02146908,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,Taro Pharmaceuticals Inc.,,CLARITHROMYCIN,,0.26,REIMBURSABLE WITH COPAY,0.24,0.02,Taro-Clarithromycin 125mg/5mL Ped Gran,02390442,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,BGP Pharma ULC,,CLARITHROMYCIN,,0.73,REIMBURSABLE WITH COPAY,0.47,0.26,Biaxin 250mg/5mL Susp,02244641,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,Taro Pharmaceuticals Inc.,,CLARITHROMYCIN,,0.51,REIMBURSABLE WITH COPAY,0.47,0.04,Taro-Clarithromycin 250mg/5mL Susp,02390450,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,Apotex Inc.,,CLARITHROMYCIN,,0.45,REIMBURSABLE WITH COPAY,0.41,0.03,Apo-Clarithromycin 250mg Tab,02274744,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,Apotex Inc.,,CLARITHROMYCIN,,2.38,REIMBURSABLE WITH COPAY,2.20,0.18,Apo-Clarithromycin (Off-Formulary Interchangeable) 500mg Tab,02274752,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,BGP Pharma ULC,,CLARITHROMYCIN,,2.08,REIMBURSABLE WITH COPAY,0.41,1.67,Biaxin BID 250mg Tab,01984853,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,BGP Pharma ULC,,CLARITHROMYCIN,,,NON REIMBURSABLE,,,Biaxin BID (Off-Formulary Interchangeable) 500mg Tab,02126710,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,Sanis Health Inc.,,CLARITHROMYCIN,,0.45,REIMBURSABLE WITH COPAY,0.41,0.03,Clarithromycin 250mg Tab,02466120,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,Sivem Pharmaceuticals ULC,,CLARITHROMYCIN,,0.45,REIMBURSABLE WITH COPAY,0.41,0.03,Clarithromycin 250mg Tab,02442469,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,Sivem Pharmaceuticals ULC,,CLARITHROMYCIN,,2.38,REIMBURSABLE WITH COPAY,2.20,0.18,Clarithromycin (Off-Formulary Interchangeable) 500mg Tab,02442485,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,Sanis Health Inc.,,CLARITHROMYCIN,,2.38,REIMBURSABLE WITH COPAY,2.20,0.18,Clarithromycin (Off-Formulary Interchangeable) 500mg Tab,02466139,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,Mantra Pharma Inc.,,CLARITHROMYCIN,,2.38,REIMBURSABLE WITH COPAY,2.20,0.18,M-Clarithromycin (Off-Formulary Interchangeable) 500mg Tab,02471396,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,Mantra Pharma Inc.,,CLARITHROMYCIN,,0.45,REIMBURSABLE WITH COPAY,0.41,0.03,M-Clarithromycin 250mg Tab,02471388,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,Pharmascience Inc.,,CLARITHROMYCIN,,2.38,REIMBURSABLE WITH COPAY,2.20,0.18,PMS-Clarithromycin (Off-Formulary Interchangeable) 500mg Tab,02247574,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,Pharmascience Inc.,,CLARITHROMYCIN,,0.45,REIMBURSABLE WITH COPAY,0.41,0.03,PMS-Clarithromycin 250mg Tab,02247573,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,Ranbaxy Pharmaceuticals Canada Inc.,,CLARITHROMYCIN,,0.45,REIMBURSABLE WITH COPAY,0.41,0.03,Ran-Clarithromycin 250mg Tab,02361426,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,Ranbaxy Pharmaceuticals Canada Inc.,,CLARITHROMYCIN,,2.38,REIMBURSABLE WITH COPAY,2.20,0.18,Ran-Clarithromycin (Off-Formulary Interchangeable) 500mg Tab,02361434,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,Sandoz Canada Inc.,,CLARITHROMYCIN,,0.45,REIMBURSABLE WITH COPAY,0.41,0.03,Sandoz Clarithromycin 250mg Tab,02266539,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,Sandoz Canada Inc.,,CLARITHROMYCIN,,2.38,REIMBURSABLE WITH COPAY,2.20,0.18,Sandoz Clarithromycin (Off-Formulary Interchangeable) 500mg Tab,02266547,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,Teva Canada Limited,,CLARITHROMYCIN,,0.45,REIMBURSABLE WITH COPAY,0.41,0.03,Teva-Clarithromycin 250mg Tab,02248804,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,Teva Canada Limited,,CLARITHROMYCIN,,2.38,REIMBURSABLE WITH COPAY,2.20,0.18,Teva-Clarithromycin (Off-Formulary Interchangeable) 500mg Tab,02248805,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,Teligent Pharma Inc.,,CLINDAMYCIN,,0.28,REIMBURSABLE WITH COPAY,0.26,0.02,Clindamycin Phosphate Topical Solution (Off-Formulary Interchangeable) 1% Top Sol,02483769,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Pfizer Canada Inc.,,CLINDAMYCIN,,,NON REIMBURSABLE,,,Dalacin T 1% (Off-Formulary Interchangeable) 1% Top Sol,00582301,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Taro Pharmaceuticals Inc.,,CLINDAMYCIN,,0.55,REIMBURSABLE WITH COPAY,0.51,0.04,Taro-Clindamycin (Off-Formulary Interchangeable) 1% Top Sol,02266938,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Apotex Inc.,,CLINDAMYCIN HCL,,0.48,REIMBURSABLE WITH COPAY,0.44,0.04,Apo-Clindamycin 300mg Cap,02245233,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Apotex Inc.,,CLINDAMYCIN HCL,,0.24,REIMBURSABLE WITH COPAY,0.22,0.02,Apo-Clindamycin 150mg Cap,02245232,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Auro Pharma Inc.,,CLINDAMYCIN HCL,,0.24,REIMBURSABLE WITH COPAY,0.22,0.02,Auro-Clindamycin 150mg Cap,02436906,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Auro Pharma Inc.,,CLINDAMYCIN HCL,,0.48,REIMBURSABLE WITH COPAY,0.44,0.04,Auro-Clindamycin 300mg Cap,02436914,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Sanis Health Inc.,,CLINDAMYCIN HCL,,0.24,REIMBURSABLE WITH COPAY,0.22,0.02,Clindamycin 150mg Cap,02400529,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Sanis Health Inc.,,CLINDAMYCIN HCL,,0.48,REIMBURSABLE WITH COPAY,0.44,0.04,Clindamycin 300mg Cap,02400537,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Pfizer Canada Inc.,,CLINDAMYCIN HCL,,,NON REIMBURSABLE,,,Dalacin C (Not a Benefit) 150mg Cap,00030570,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Pfizer Canada Inc.,,CLINDAMYCIN HCL,,3.13,REIMBURSABLE WITH COPAY,0.44,2.69,Dalacin C 300mg Cap,02182866,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Jamp Pharma Corporation,,CLINDAMYCIN HCL,,0.48,REIMBURSABLE WITH COPAY,0.44,0.04,Jamp-Clindamycin 300mg Cap,02483742,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Jamp Pharma Corporation,,CLINDAMYCIN HCL,,0.24,REIMBURSABLE WITH COPAY,0.22,0.02,Jamp-Clindamycin 150mg Cap,02483734,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Mantra Pharma Inc.,,CLINDAMYCIN HCL,,0.24,REIMBURSABLE WITH COPAY,0.22,0.02,M-Clindamycin 150mg Cap,02479923,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Mantra Pharma Inc.,,CLINDAMYCIN HCL,,0.48,REIMBURSABLE WITH COPAY,0.44,0.04,M-Clindamycin 300mg Cap,02479931,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Generic Medical Partners Inc.,,CLINDAMYCIN HCL,,0.24,REIMBURSABLE WITH COPAY,0.22,0.02,Med-Clindamycin 150mg Cap,02462656,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Generic Medical Partners Inc.,,CLINDAMYCIN HCL,,0.48,REIMBURSABLE WITH COPAY,0.44,0.04,Med-Clindamycin 300mg Cap,02462664,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Nora Pharma,,CLINDAMYCIN HCL,,0.24,REIMBURSABLE WITH COPAY,0.22,0.02,NRA-Clindamycin 150mg Cap,02493748,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Nora Pharma,,CLINDAMYCIN HCL,,0.48,REIMBURSABLE WITH COPAY,0.44,0.04,NRA-Clindamycin 300mg Cap,02493756,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Laboratoire Riva Inc.,,CLINDAMYCIN HCL,,0.48,REIMBURSABLE WITH COPAY,0.44,0.04,Riva-Clindamycin 300mg Cap,02468484,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Laboratoire Riva Inc.,,CLINDAMYCIN HCL,,0.24,REIMBURSABLE WITH COPAY,0.22,0.02,Riva-Clindamycin 150mg Cap,02468476,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Teva Canada Limited,,CLINDAMYCIN HCL,,0.24,REIMBURSABLE WITH COPAY,0.22,0.02,Teva-Clindamycin 150mg Cap,02241709,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Teva Canada Limited,,CLINDAMYCIN HCL,,0.48,REIMBURSABLE WITH COPAY,0.44,0.04,Teva-Clindamycin 300mg Cap,02241710,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Pfizer Canada Inc.,,CLINDAMYCIN PALMITATE,,0.34,REIMBURSABLE WITH COPAY,0.32,0.03,Dalacin C Flavoured Granules 15mg/mL Pd for Oral Susp,00225851,UNIT,NO,NO,NO,CAD,NORTH AMERICA
,,Sandoz Canada Inc.,,CLINDAMYCIN PHOSPHATE,,,NON REIMBURSABLE,,,Clindamycin Phosphate Injection USP (Not a Benefit) 300mg/2mL Inj Sol-2mL Pk,02230540,PACK,YES,NO,YES,CAD,NORTH AMERICA
,,Pfizer Canada Inc.,,CLINDAMYCIN PHOSPHATE,,9.61,REIMBURSABLE WITH COPAY,8.89,0.71,Dalacin C 300mg/2mL Inj Sol-2mL Pk,00260436,PACK,YES,NO,YES,CAD,NORTH AMERICA
,,Bausch Health Canada Inc.,,CLINDAMYCIN PHOSPHATE & ADAPALENE & BENZOYL PEROXIDE,,3.18,REIMBURSABLE WITH COPAY,2.95,0.24,Cabtreo 1.2% w/w & 0.15% w/w & 3.1% w/w Top Gel Pump,02550423,UNIT,NO,YES,NO,CAD,NORTH AMERICA
,,Stiefel Canada Inc.,,CLINDAMYCIN PHOSPHATE & BENZOYL PEROXIDE,,0.81,REIMBURSABLE WITH COPAY,0.69,0.12,Clindoxyl 1% & 5% Gel,02243158,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Taro Pharmaceuticals Inc.,,CLINDAMYCIN PHOSPHATE & BENZOYL PEROXIDE,,0.74,REIMBURSABLE WITH COPAY,0.69,0.05,Taro-Clindamycin/Benzoyl Peroxide Gel 1% & 5% Gel,02440180,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Valeant Canada Ltd.,,CLINDAMYCIN PHOSPHATE & BENZOYL PEROXIDE,,1.42,REIMBURSABLE WITH COPAY,0.74,0.68,BenzaClin Topical Gel 1% & 5% Top Gel,02248472,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Taro Pharmaceuticals Inc.,,CLINDAMYCIN PHOSPHATE & BENZOYL PEROXIDE,,0.80,REIMBURSABLE WITH COPAY,0.74,0.06,Taro-Benzoyl Peroxide / Clindamycin Kit 1% & 5% Top Gel,02464519,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Apotex Inc.,,CLOBAZAM,,0.24,REIMBURSABLE WITH COPAY,0.22,0.02,Apo-Clobazam 10mg Tab,02244638,UNIT,YES,YES,NO,CAD,NORTH AMERICA
,,Ovation Pharmaceuticals Inc.,,CLOBAZAM,,,NON REIMBURSABLE,,,Frisium (Not a Benefit) 10mg Tab,02221799,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Teva Canada Limited,,CLOBAZAM,,0.24,REIMBURSABLE WITH COPAY,0.22,0.02,Teva-Clobazam 10mg Tab,02238334,UNIT,YES,YES,NO,CAD,NORTH AMERICA
,,"TaroPharma, a Division of Taro Pharmaceuticals Inc.",,CLOBETASOL PROPIONATE,,1.08,REIMBURSABLE WITH COPAY,0.23,0.85,Dermovate 0.05% Cr,02213265,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,Mylan Pharmaceuticals ULC,,CLOBETASOL PROPIONATE,,0.25,REIMBURSABLE WITH COPAY,0.23,0.02,Mylan-Clobetasol 0.05% Cr,02024187,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,Taro Pharmaceuticals Inc.,,CLOBETASOL PROPIONATE,,0.25,REIMBURSABLE WITH COPAY,0.23,0.02,Taro-Clobetasol Cream USP 0.05% Cr,02245523,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,Teva Canada Limited,,CLOBETASOL PROPIONATE,,0.25,REIMBURSABLE WITH COPAY,0.23,0.02,Teva-Clobetasol 0.05% Cr,01910272,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,"TaroPharma, a Division of Taro Pharmaceuticals Inc.",,CLOBETASOL PROPIONATE,,1.08,REIMBURSABLE WITH COPAY,0.23,0.85,Dermovate 0.05% Oint,02213273,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,Mylan Pharmaceuticals ULC,,CLOBETASOL PROPIONATE,,0.25,REIMBURSABLE WITH COPAY,0.23,0.02,Mylan-Clobetasol 0.05% Oint,02026767,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,Taro Pharmaceuticals Inc.,,CLOBETASOL PROPIONATE,,0.25,REIMBURSABLE WITH COPAY,0.23,0.02,Taro-Clobetasol Ointment USP 0.05% Oint,02245524,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,Teva Canada Limited,,CLOBETASOL PROPIONATE,,0.25,REIMBURSABLE WITH COPAY,0.23,0.02,Teva-Clobetasol 0.05% Oint,01910280,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,"TaroPharma, a Division of Taro Pharmaceuticals Inc.",,CLOBETASOL PROPIONATE,,0.86,REIMBURSABLE WITH COPAY,0.40,0.46,Dermovate 0.05% Scalp Lot,02213281,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,Mylan Pharmaceuticals ULC,,CLOBETASOL PROPIONATE,,0.43,REIMBURSABLE WITH COPAY,0.40,0.03,Mylan-Clobetasol Scalp Application 0.05% Scalp Lot,02216213,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,Taro Pharmaceuticals Inc.,,CLOBETASOL PROPIONATE,,0.43,REIMBURSABLE WITH COPAY,0.40,0.03,Taro-Clobetasol Topical Solution USP 0.05% Scalp Lot,02245522,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,Galderma Canada Inc,,CLOBETASOL PROPIONATE,,,NON REIMBURSABLE,,,Clobex Shampoo (Off-Formulary Interchangeable) 0.05% w/w Top Shampoo,02256371,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,Dr. Reddy's Laboratories Inc.,,CLOBETASOL PROPIONATE,,1.17,REIMBURSABLE WITH COPAY,1.08,0.09,Reddy-Clobetasol Shampoo (Off-Formulary Interchangeable) 0.05% w/w Top Shampoo,02519437,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,Taro Pharmaceuticals Inc.,,CLOBETASOL PROPIONATE,,1.17,REIMBURSABLE WITH COPAY,1.08,0.09,Taro-Clobetasol Shampoo (Off-Formulary Interchangeable) 0.05% w/w Top Shampoo,02506203,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,Apotex Inc.,,CLOBETASOL PROPIONATE,,2.08,REIMBURSABLE WITH COPAY,1.93,0.15,Apo-Clobetasol Spray (Off-Formulary Interchangeable) 0.05% w/w Top Sol Sp,02475162,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,Galderma Canada Inc,,CLOBETASOL PROPIONATE,,,NON REIMBURSABLE,,,Clobex Spray (Off-Formulary Interchangeable) 0.05% w/w Top Sol Sp,02299739,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,Jamp Pharma Corporation,,CLOBETASOL PROPIONATE,,2.08,REIMBURSABLE WITH COPAY,1.93,0.15,Jamp Clobetasol Spray (Off-Formulary Interchangeable) 0.05% w/w Top Sol Sp,02534665,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,Odan Laboratories Ltd.,,CLOBETASOL PROPIONATE,,2.08,REIMBURSABLE WITH COPAY,1.93,0.15,Odan Clobetasol (Off-Formulary Interchangeable) 0.05% w/w Top Sol Sp,02490706,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,Sandoz Canada Inc.,,CLOBETASOL PROPIONATE,,2.08,REIMBURSABLE WITH COPAY,1.93,0.15,Sandoz Clobetasol (Off-Formulary Interchangeable) 0.05% w/w Top Sol Sp,02495023,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,Taro Pharmaceuticals Inc.,,CLOBETASOL PROPIONATE,,2.08,REIMBURSABLE WITH COPAY,1.93,0.15,Taro-Clobetasol Spray (Off-Formulary Interchangeable) 0.05% w/w Top Sol Sp,02489619,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,Sunovion Pharmaceuticals Canada Inc.,,CLODRONATE DISODIUM,,1.30,REIMBURSABLE WITH COPAY,1.21,0.10,Clasteon 400mg Cap,02245828,UNIT,YES,YES,NO,CAD,NORTH AMERICA
,,Hoffmann-La Roche Limited,,CLODRONATE DISODIUM,,,NON REIMBURSABLE,,,Ostac (Not a Benefit) 400mg Cap,01927078,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,"Ayerst Laboratories, Division of Ayerst, McKenna & Harrison",,CLOFIBRATE,,,NON REIMBURSABLE,,,Atromid-S (Not a Benefit) 500mg Cap,00002038,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Novopharm Ltd.,,CLOFIBRATE,,,NON REIMBURSABLE,,,Novo-Fibrate (Not a Benefit) 500mg Cap,00337382,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Apotex Inc.,,CLOMIPRAMINE HCL,,0.43,REIMBURSABLE WITH COPAY,0.34,0.09,Anafranil Tab 25mg,00324019,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Apotex Inc.,,CLOMIPRAMINE HCL,,0.80,REIMBURSABLE WITH COPAY,0.63,0.17,Anafranil Tab 50mg,00402591,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Taro Pharmaceuticals Inc.,,CLOMIPRAMINE HCL,,0.68,REIMBURSABLE WITH COPAY,0.63,0.05,Taro-Clomipramine Cap 50mg,02497514,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Taro Pharmaceuticals Inc.,,CLOMIPRAMINE HCL,,0.37,REIMBURSABLE WITH COPAY,0.34,0.03,Taro-Clomipramine Cap 25mg,02497506,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Apotex Inc.,,CLOMIPRAMINE HCL,,0.32,REIMBURSABLE WITH COPAY,0.29,0.02,Anafranil 10mg Tab,00330566,UNIT,NO,NO,NO,CAD,NORTH AMERICA
,,Apotex Inc.,,CLONAZEPAM,,0.05,REIMBURSABLE WITH COPAY,0.04,0.00,Apo-Clonazepam 0.5mg Tab,02177889,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Apotex Inc.,,CLONAZEPAM,,0.08,REIMBURSABLE WITH COPAY,0.07,0.01,Apo-Clonazepam 2mg Tab,02177897,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Pharmascience Inc.,,CLONAZEPAM,,0.05,REIMBURSABLE WITH COPAY,0.04,0.00,PMS-Clonazepam 0.5mg Tab,02048701,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Pharmascience Inc.,,CLONAZEPAM,,0.08,REIMBURSABLE WITH COPAY,0.07,0.01,PMS-Clonazepam 2mg Tab,02048736,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Pharmascience Inc.,,CLONAZEPAM,,0.05,REIMBURSABLE WITH COPAY,0.04,0.00,PMS-Clonazepam-R 0.5mg Tab,02207818,UNIT,YES,NO,NO,CAD,NORTH AMERICA
