Generic,Flags,Form,Strength,StrengthValue,StrengthUnit,PPB,DIN,Brand,Manufacturer,Pack,PackPrice,UnitPrice,UnitPriceSource,Page,confidence,confidence_label,confidence_reason
BACLOFÈNE,X,Co.,10 mg,10,mg,TRUE,02544660,Baclofen,Sivem,100,15.95,100.0,Printed,84,1.0,high,No penalties
BACLOFÈNE,X,Co.,10 mg,10,mg,TRUE,02544660,Baclofen,Sivem,,500.0,0.1595,Printed,84,0.95,high,Missing Pack/Format (-0.05)
BACLOFÈNE,X,Co.,10 mg,10,mg,TRUE,02088398,Mylan-Baclofen,Mylan,100,15.95,100.0,Printed,84,1.0,high,No penalties
BACLOFÈNE,X,Co.,10 mg,10,mg,TRUE,02088398,Mylan-Baclofen,Mylan,,500.0,0.1595,Printed,84,0.95,high,Missing Pack/Format (-0.05)
BACLOFÈNE,X,Co.,10 mg,10,mg,TRUE,02063735,pms-Baclofen,Phmscience,100,15.95,100.0,Printed,84,1.0,high,No penalties
BACLOFÈNE,X,Co.,10 mg,10,mg,TRUE,02063735,pms-Baclofen,Phmscience,,500.0,0.1595,Printed,84,0.95,high,Missing Pack/Format (-0.05)
BACLOFÈNE,X,Co.,10 mg,10,mg,TRUE,02242150,Riva-Baclofen,Riva,100,15.95,100.0,Printed,84,1.0,high,No penalties
BACLOFÈNE,X,Co.,10 mg,10,mg,TRUE,02242150,Riva-Baclofen,Riva,,500.0,0.1595,Printed,84,0.95,high,Missing Pack/Format (-0.05)
BACLOFÈNE,X,Co.,20 mg,20,mg,TRUE,02139391,Apo-Baclofen,Apotex,100,31.04,100.0,Printed,84,1.0,high,No penalties
BACLOFÈNE,X,Co.,20 mg,20,mg,TRUE,02287048,Baclofen,Sanis,100,31.04,100.0,Printed,84,1.0,high,No penalties
BACLOFÈNE,X,Co.,20 mg,20,mg,TRUE,02544679,Baclofen,Sivem,100,31.04,100.0,Printed,84,1.0,high,No penalties
BACLOFÈNE,X,Co.,20 mg,20,mg,TRUE,02088401,Mylan-Baclofen,Mylan,100,31.04,100.0,Printed,84,1.0,high,No penalties
BACLOFÈNE,X,Co.,20 mg,20,mg,TRUE,02063743,"pms-Baclofen * 02152592 Pro-Baclofen Pro Doc 100 31,04 0,3104",Phmscience,100,31.04,100.0,Printed,84,0.96,high,Brand wrapped across lines (-0.04)
BACLOFÈNE,X,Co.,20 mg,20,mg,TRUE,02242151,Riva-Baclofen,Riva,100,31.04,100.0,Printed,84,1.0,high,No penalties
BACLOFÈNE,X,Co.,20 mg,20,mg,TRUE,02242151,Riva-Baclofen,Riva,,500.0,0.3104,Printed,84,0.95,high,Missing Pack/Format (-0.05)
BACLOFÈNE,X,Sol. Inj.,0.05 mg,0.05,mg,TRUE,02413620,Baclofen Injection,Sterimax,5,30.01,5.0,Printed,84,1.0,high,No penalties
BACLOFÈNE,X,Sol. Inj.,0.05 mg,0.05,mg,TRUE,02457059,Baclofene injectable,Hikma,10,60.03,10.0,Printed,84,1.0,high,No penalties
BACLOFÈNE,X,Sol. Inj.,0.5 mg,0.5,mg,TRUE,02413639,Baclofen Injection,Sterimax,1,90.32,1.0,Printed,84,1.0,high,No penalties
BACLOFÈNE,X,Sol. Inj.,0.5 mg,0.5,mg,TRUE,02457067,Baclofene injectable,Hikma,1,90.32,1.0,Printed,84,1.0,high,No penalties
BACLOFÈNE,X,Sol. Inj.,0.5 mg,0.5,mg,TRUE,02485508,Baclofène Intrathécale,Avir,1,90.32,1.0,Printed,84,1.0,high,No penalties
BACLOFÈNE,X,Sol. Inj.,2 mg,2,mg,TRUE,02413647,Baclofen Injection,Sterimax,5,451.67,5.0,Printed,84,1.0,high,No penalties
BACLOFÈNE,X,Sol. Inj.,2 mg,2,mg,TRUE,02457075,Baclofene injectable,Hikma,10,903.34,10.0,Printed,84,1.0,high,No penalties
BACLOFÈNE,X,Sol. Inj.,2 mg,2,mg,TRUE,99110593,Baclofene injectable,Hikma,1,361.34,1.0,Printed,84,1.0,high,No penalties
BACLOFÈNE,X,Sol. Inj.,2 mg,2,mg,TRUE,02485516,Baclofène Intrathécale Page 62 2025-08,Avir,1,361.34,1.0,Printed,84,0.96,high,Brand wrapped across lines (-0.04)
ORPHÉNADRINE (CITRATE D'),,Co. L.A.,100 mg,100,mg,TRUE,02243559,"Sandoz Orphenadrine 12:92 MÉDICAMENTS AUTONOMES, DIVERS",Sandoz,100,50.95,100.0,Printed,85,0.96,high,Brand wrapped across lines (-0.04)
NICOTINE,,Gomme à mâcher,2 mg,2,mg,TRUE,80069513,Nicorette Menthe,McNeil Co,105,26.49,105.0,Printed,85,1.0,high,No penalties
NICOTINE,,Gomme à mâcher,2 mg,2,mg,TRUE,80000396,Thrive,GSK CONS,108,21.77,108.0,Printed,85,1.0,high,No penalties
NICOTINE,,Gomme à mâcher,4 mg,4,mg,TRUE,80069471,Nicorette Menthe,McNeil Co,105,26.49,105.0,Printed,85,1.0,high,No penalties
NICOTINE,,Gomme à mâcher,4 mg,4,mg,TRUE,80000402,Thrive,GSK CONS,108,28.47,108.0,Printed,85,1.0,high,No penalties
NICOTINE,,Past. Or.,1 mg,1,mg,TRUE,80007461,Thrive,GSK CONS,108,21.77,108.0,Printed,85,1.0,high,No penalties
NICOTINE,,Past. Or.,2 mg,2,mg,TRUE,80007464,Thrive,GSK CONS,108,28.47,108.0,Printed,85,1.0,high,No penalties
NICOTINE,,Timbre cut.,7 mg,7,mg,TRUE,01943057,Habitrol,N.C.H.C.,7,18.75,7.0,Printed,85,1.0,high,No penalties
NICOTINE,,Timbre cut.,7 mg,7,mg,TRUE,80044518,Nicoderm,McNeil Co,7,18.75,7.0,Printed,85,1.0,high,No penalties
NICOTINE,,Timbre cut.,14 mg,14,mg,TRUE,01943065,Habitrol,N.C.H.C.,7,18.75,7.0,Printed,85,1.0,high,No penalties
NICOTINE,,Timbre cut.,14 mg,14,mg,TRUE,80044503,Nicoderm,McNeil Co,7,18.75,7.0,Printed,85,1.0,high,No penalties
NICOTINE,,Timbre cut.,21 mg,21,mg,TRUE,01943073,Habitrol,N.C.H.C.,7,18.75,7.0,Printed,85,1.0,high,No penalties
NICOTINE,,Timbre cut.,21 mg,21,mg,TRUE,80044515,"Nicoderm 1 La durée du remboursement d'un traitement antitabagique avec les diverses préparations de nicotine est limitée à 12 semaines consécutives par période de 12 mois. De plus, la quantité totale remboursable de",McNeil Co,7,18.75,7.0,Printed,85,0.96,high,Brand wrapped across lines (-0.04)
NICOTINE,,Timbre cut.,21 mg,21,mg,TRUE,80044515,"Nicoderm 1 La durée du remboursement d'un traitement antitabagique avec les diverses préparations de nicotine est limitée à 12 semaines consécutives par période de 12 mois. De plus, la quantité totale remboursable de",McNeil Co,,1.0,,,85,0.83,medium,Brand wrapped across lines (-0.04); Missing Pack/Format (-0.05); Unit price missing (pack cost present) (-0.08)
NICOTINE,,Timbre cut.,21 mg,21,mg,TRUE,80044515,"Nicoderm 1 La durée du remboursement d'un traitement antitabagique avec les diverses préparations de nicotine est limitée à 12 semaines consécutives par période de 12 mois. De plus, la quantité totale remboursable de",McNeil Co,,12.0,12.0,Printed,85,0.91,high,Brand wrapped across lines (-0.04); Missing Pack/Format (-0.05)
NICOTINE,,Timbre cut.,21 mg,21,mg,TRUE,80044515,"Nicoderm 1 La durée du remboursement d'un traitement antitabagique avec les diverses préparations de nicotine est limitée à 12 semaines consécutives par période de 12 mois. De plus, la quantité totale remboursable de",McNeil Co,,12.0,840.0,Printed,85,0.91,high,Brand wrapped across lines (-0.04); Missing Pack/Format (-0.05)
VARÉNICLINE (TARTRATE DE),X,Co.,0.5 mg,0.5,mg,TRUE,02419882,Apo-Varenicline,Apotex,56,25.86,56.0,Printed,86,1.0,high,No penalties
VARÉNICLINE (TARTRATE DE),X,Co.,0.5 mg,0.5,mg,TRUE,02546949,Mint-Varenicline,Mint,56,25.86,56.0,Printed,86,1.0,high,No penalties
VARÉNICLINE (TARTRATE DE),X,Co.,0.5 mg,0.5,mg,TRUE,02542951,NRA-Varenicline,Nora,56,25.86,56.0,Printed,86,1.0,high,No penalties
VARÉNICLINE (TARTRATE DE),X,Co.,0.5 mg,0.5,mg,TRUE,02426226,Teva-Varenicline,Teva Can,56,25.86,56.0,Printed,86,1.0,high,No penalties
VARÉNICLINE (TARTRATE DE),X,Co.,1 mg,1,mg,TRUE,02419890,Apo-Varenicline,Apotex,56,25.86,56.0,Printed,86,1.0,high,No penalties
VARÉNICLINE (TARTRATE DE),X,Co.,1 mg,1,mg,TRUE,02546957,Mint-Varenicline,Mint,56,25.86,56.0,Printed,86,1.0,high,No penalties
VARÉNICLINE (TARTRATE DE),X,Co.,1 mg,1,mg,TRUE,02542978,NRA-Varenicline,Nora,56,25.86,56.0,Printed,86,1.0,high,No penalties
VARÉNICLINE (TARTRATE DE),X,Co.,1 mg,1,mg,TRUE,02426234,Teva-Varenicline 7 La durée du remboursement dun traitement antitabagique de varénicline est dabord limitée à un total de 12 semaines consécutives par période de 12 mois. Une prolongation de 12 semaines sera autorisée pour les,Teva Can,28,12.93,28.0,Printed,86,0.96,high,Brand wrapped across lines (-0.04)
VARÉNICLINE (TARTRATE DE),X,Co.,1 mg,1,mg,TRUE,02426234,Teva-Varenicline 7 La durée du remboursement dun traitement antitabagique de varénicline est dabord limitée à un total de 12 semaines consécutives par période de 12 mois. Une prolongation de 12 semaines sera autorisée pour les,Teva Can,,7.0,12.0,Printed,86,0.91,high,Brand wrapped across lines (-0.04); Missing Pack/Format (-0.05)
VARÉNICLINE (TARTRATE DE),X,Co.,1 mg,1,mg,TRUE,02426234,Teva-Varenicline 7 La durée du remboursement dun traitement antitabagique de varénicline est dabord limitée à un total de 12 semaines consécutives par période de 12 mois. Une prolongation de 12 semaines sera autorisée pour les,Teva Can,,12.0,12.0,Printed,86,0.91,high,Brand wrapped across lines (-0.04); Missing Pack/Format (-0.05)
DÉRISOMALTOSE FERRIQUE,X,Sol. Inj. I.V.,100 mg,100,mg,TRUE,02477777,Monoferric,Pfizer,1 ml,45.0,1.0,Printed,89,1.0,high,No penalties
FER (COMPLEXE DE GLUCONATE FERRIQUE/ SUCROSE),X,Sol. Inj. I.V.,12.5 mg,12.5,mg,TRUE,02243333,Ferrlecit,SanofiAven,10,241.33,10.0,Printed,89,1.0,high,No penalties
FERREUX (SULFATE),,Co.,300 mg,300,mg,TRUE,02246733,Euro-Ferrous Sulfate,Sandoz,1000,15.71,1000.0,Printed,89,1.0,high,No penalties
FERREUX (SULFATE),,Co.,300 mg,300,mg,TRUE,00031100,Jamp-Sulfate Ferreux,Jamp,1000,15.71,1000.0,Printed,89,1.0,high,No penalties
FERREUX (SULFATE),,Co.,300 mg,300,mg,TRUE,80057416,M-Fer Sulfate,Mantra Ph.,1000,15.71,1000.0,Printed,89,1.0,high,No penalties
FERREUX (SULFATE),,Co.,300 mg,300,mg,TRUE,00586323,pms-Ferrous Sulfate,Phmscience,500,7.86,500.0,Printed,89,1.0,high,No penalties
FERREUX (SULFATE),,Co.,300 mg,300,mg,TRUE,00586323,pms-Ferrous Sulfate,Phmscience,,1000.0,0.0157,Printed,89,0.95,high,Missing Pack/Format (-0.05)
FERREUX (SULFATE),,Orale,150 mg,150,mg,TRUE,00017884,Fer-in-Sol,M.J.,250 ml,12.61,250.0,Printed,89,1.0,high,No penalties
FERREUX (SULFATE),,Orale,150 mg,150,mg,TRUE,00758469,Ferodan,Odan,250 ml,6.8,250.0,Printed,89,1.0,high,No penalties
FERREUX (SULFATE),,Orale,500 ml,500,ml,TRUE,80008295,Jamp-Sulfate Ferreux,Jamp,250 ml,6.8,250.0,Printed,89,1.0,high,No penalties
FERREUX (SULFATE),,Orale,500 ml,500,ml,TRUE,02242863,Pediafer Sirop,Exzell,250 ml,6.8,250.0,Printed,89,1.0,high,No penalties
FERREUX (SULFATE),,Orale,75 mg,75,mg,TRUE,00762954,Fer-in-Sol,M.J.,50 ml,9.27,50.0,Printed,89,1.0,high,No penalties
FERREUX (SULFATE),,Orale,75 mg,75,mg,TRUE,02237385,Ferodan,Odan,50 ml,7.16,50.0,Printed,89,1.0,high,No penalties
FERREUX (SULFATE),,Orale,75 mg,75,mg,TRUE,80008309,Jamp-Sulfate Ferreux,Jamp,50 ml,7.16,50.0,Printed,89,1.0,high,No penalties
FERREUX (SULFATE),,Orale,75 mg,75,mg,TRUE,02232202,Pediafer,Exzell,50 ml,7.16,50.0,Printed,89,1.0,high,No penalties
FER-SACCHAROSE,,Sol. Inj. I.V.,20 mg,20,mg,TRUE,02502917,pms-Iron Sucrose,Phmscience,10,275.0,10.0,Printed,89,1.0,high,No penalties
FER-SACCHAROSE,,Sol. Inj. I.V.,20 mg,20,mg,TRUE,02243716,Venofer 2025-08 Page 67,Luitpold,10,275.0,10.0,Printed,89,0.96,high,Brand wrapped across lines (-0.04)
APIXABAN,X,Co.,2.5 mg,2.5,mg,TRUE,02487713,ACH-Apixaban,Accord,60,24.5,60.0,Printed,90,1.0,high,No penalties
APIXABAN,X,Co.,2.5 mg,2.5,mg,TRUE,02529912,AG-Apixaban,Angita,60,24.5,60.0,Printed,90,1.0,high,No penalties
APIXABAN,X,Co.,2.5 mg,2.5,mg,TRUE,02529912,AG-Apixaban,Angita,,500.0,0.4084,Printed,90,0.95,high,Missing Pack/Format (-0.05)
APIXABAN,X,Co.,2.5 mg,2.5,mg,TRUE,02548879,Apixaban,Sanis,180,73.51,180.0,Printed,90,1.0,high,No penalties
APIXABAN,X,Co.,2.5 mg,2.5,mg,TRUE,02548879,Apixaban,Sanis,,500.0,0.4084,Printed,90,0.95,high,Missing Pack/Format (-0.05)
APIXABAN,X,Co.,2.5 mg,2.5,mg,TRUE,02530708,Apixaban,Sivem,60,24.5,60.0,Printed,90,1.0,high,No penalties
APIXABAN,X,Co.,2.5 mg,2.5,mg,TRUE,02530708,Apixaban,Sivem,,500.0,0.4084,Printed,90,0.95,high,Missing Pack/Format (-0.05)
APIXABAN,X,Co.,2.5 mg,2.5,mg,TRUE,02487381,Apo-Apixaban,Apotex,60,24.5,60.0,Printed,90,1.0,high,No penalties
APIXABAN,X,Co.,2.5 mg,2.5,mg,TRUE,02487381,Apo-Apixaban,Apotex,,500.0,0.4084,Printed,90,0.95,high,Missing Pack/Format (-0.05)
APIXABAN,X,Co.,2.5 mg,2.5,mg,TRUE,02486806,Auro-Apixaban,AuroPharma,60,24.5,60.0,Printed,90,1.0,high,No penalties
APIXABAN,X,Co.,2.5 mg,2.5,mg,TRUE,02486806,Auro-Apixaban,AuroPharma,,500.0,0.4084,Printed,90,0.95,high,Missing Pack/Format (-0.05)
APIXABAN,X,Co.,2.5 mg,2.5,mg,TRUE,02527979,Bio-Apixaban,Biomed,60,24.5,60.0,Printed,90,1.0,high,No penalties
APIXABAN,X,Co.,2.5 mg,2.5,mg,TRUE,02527979,Bio-Apixaban,Biomed,,180.0,0.4084,Printed,90,0.95,high,Missing Pack/Format (-0.05)
APIXABAN,X,Co.,2.5 mg,2.5,mg,TRUE,02377233,Eliquis,B.M.S.,60,96.0,60.0,Printed,90,1.0,high,No penalties
APIXABAN,X,Co.,2.5 mg,2.5,mg,TRUE,02528924,Jamp Apixaban,Jamp,60,24.5,60.0,Printed,90,1.0,high,No penalties
APIXABAN,X,Co.,2.5 mg,2.5,mg,TRUE,02528924,Jamp Apixaban,Jamp,,500.0,0.4084,Printed,90,0.95,high,Missing Pack/Format (-0.05)
APIXABAN,X,Co.,2.5 mg,2.5,mg,TRUE,02529009,M-Apixaban,Mantra Ph.,60,24.5,60.0,Printed,90,1.0,high,No penalties
APIXABAN,X,Co.,2.5 mg,2.5,mg,TRUE,02529009,M-Apixaban,Mantra Ph.,,500.0,0.4084,Printed,90,0.95,high,Missing Pack/Format (-0.05)
APIXABAN,X,Co.,2.5 mg,2.5,mg,TRUE,02492369,Mar-Apixaban,Marcan,60,24.5,60.0,Printed,90,1.0,high,No penalties
APIXABAN,X,Co.,2.5 mg,2.5,mg,TRUE,02492369,Mar-Apixaban,Marcan,,180.0,0.4084,Printed,90,0.95,high,Missing Pack/Format (-0.05)
APIXABAN,X,Co.,2.5 mg,2.5,mg,TRUE,02495430,Mint-Apixaban,Mint,60,24.5,60.0,Printed,90,1.0,high,No penalties
APIXABAN,X,Co.,2.5 mg,2.5,mg,TRUE,02492814,NAT-Apixaban,Natco,60,24.5,60.0,Printed,90,1.0,high,No penalties
APIXABAN,X,Co.,2.5 mg,2.5,mg,TRUE,02526050,NRA-Apixaban,Nora,60,24.5,60.0,Printed,90,1.0,high,No penalties
APIXABAN,X,Co.,2.5 mg,2.5,mg,TRUE,02546884,NRA-Apixaban,Nora,60,24.5,60.0,Printed,90,1.0,high,No penalties
APIXABAN,X,Co.,2.5 mg,2.5,mg,TRUE,02546884,NRA-Apixaban,Nora,,500.0,0.4084,Printed,90,0.95,high,Missing Pack/Format (-0.05)
APIXABAN,X,Co.,2.5 mg,2.5,mg,TRUE,02530724,Pro-Apixaban,Pro Doc,60,24.5,60.0,Printed,90,1.0,high,No penalties
APIXABAN,X,Co.,2.5 mg,2.5,mg,TRUE,02530724,Pro-Apixaban,Pro Doc,,500.0,0.4084,Printed,90,0.95,high,Missing Pack/Format (-0.05)
APIXABAN,X,Co.,2.5 mg,2.5,mg,TRUE,02525518,Riva Apixaban,Riva,60,24.5,60.0,Printed,90,1.0,high,No penalties
APIXABAN,X,Co.,2.5 mg,2.5,mg,TRUE,02525518,Riva Apixaban,Riva,,500.0,0.4084,Printed,90,0.95,high,Missing Pack/Format (-0.05)
APIXABAN,X,Co.,2.5 mg,2.5,mg,TRUE,02489228,Sandoz Apixaban SDZ,Sandoz,60,24.5,60.0,Printed,90,1.0,high,No penalties
APIXABAN,X,Co.,2.5 mg,2.5,mg,TRUE,02489228,Sandoz Apixaban SDZ,Sandoz,,500.0,0.4084,Printed,90,0.95,high,Missing Pack/Format (-0.05)
APIXABAN,X,Co.,2.5 mg,2.5,mg,TRUE,02510464,Taro-Apixaban,Sun Pharma,60,24.5,60.0,Printed,90,1.0,high,No penalties
APIXABAN,X,Co.,2.5 mg,2.5,mg,TRUE,02484994,Teva-Apixaban,Teva Can,100,40.84,100.0,Printed,90,1.0,high,No penalties
APIXABAN,X,Co.,2.5 mg,2.5,mg,TRUE,02484994,Teva-Apixaban,Teva Can,,500.0,0.4084,Printed,90,0.95,high,Missing Pack/Format (-0.05)
APIXABAN,X,Co.,5 mg,5,mg,TRUE,02487721,ACH-Apixaban,Accord,60,24.0,60.0,Printed,91,1.0,high,No penalties
APIXABAN,X,Co.,5 mg,5,mg,TRUE,02487721,ACH-Apixaban,Accord,,180.0,0.4,Printed,91,0.95,high,Missing Pack/Format (-0.05)
APIXABAN,X,Co.,5 mg,5,mg,TRUE,02529920,AG-Apixaban,Angita,60,24.0,60.0,Printed,91,1.0,high,No penalties
APIXABAN,X,Co.,5 mg,5,mg,TRUE,02529920,AG-Apixaban,Angita,,500.0,0.4,Printed,91,0.95,high,Missing Pack/Format (-0.05)
APIXABAN,X,Co.,5 mg,5,mg,TRUE,02548887,Apixaban,Sanis,180,72.0,180.0,Printed,91,1.0,high,No penalties
APIXABAN,X,Co.,5 mg,5,mg,TRUE,02548887,Apixaban,Sanis,,500.0,0.4,Printed,91,0.95,high,Missing Pack/Format (-0.05)
APIXABAN,X,Co.,5 mg,5,mg,TRUE,02530716,Apixaban,Sivem,60,24.0,60.0,Printed,91,1.0,high,No penalties
APIXABAN,X,Co.,5 mg,5,mg,TRUE,02530716,Apixaban,Sivem,,500.0,0.4,Printed,91,0.95,high,Missing Pack/Format (-0.05)
APIXABAN,X,Co.,5 mg,5,mg,TRUE,02487403,Apo-Apixaban,Apotex,60,24.0,60.0,Printed,91,1.0,high,No penalties
APIXABAN,X,Co.,5 mg,5,mg,TRUE,02487403,Apo-Apixaban,Apotex,,500.0,0.4,Printed,91,0.95,high,Missing Pack/Format (-0.05)
APIXABAN,X,Co.,5 mg,5,mg,TRUE,02486814,Auro-Apixaban,AuroPharma,60,24.0,60.0,Printed,91,1.0,high,No penalties
APIXABAN,X,Co.,5 mg,5,mg,TRUE,02486814,Auro-Apixaban,AuroPharma,,500.0,0.4,Printed,91,0.95,high,Missing Pack/Format (-0.05)
APIXABAN,X,Co.,5 mg,5,mg,TRUE,02527987,Bio-Apixaban,Biomed,60,24.0,60.0,Printed,91,1.0,high,No penalties
APIXABAN,X,Co.,5 mg,5,mg,TRUE,02527987,Bio-Apixaban,Biomed,,180.0,0.4,Printed,91,0.95,high,Missing Pack/Format (-0.05)
APIXABAN,X,Co.,5 mg,5,mg,TRUE,02397714,Eliquis,B.M.S.,60,96.0,60.0,Printed,91,1.0,high,No penalties
APIXABAN,X,Co.,5 mg,5,mg,TRUE,02397714,Eliquis,B.M.S.,,180.0,1.6,Printed,91,0.95,high,Missing Pack/Format (-0.05)
APIXABAN,X,Co.,5 mg,5,mg,TRUE,02528932,Jamp Apixaban,Jamp,60,24.0,60.0,Printed,91,1.0,high,No penalties
APIXABAN,X,Co.,5 mg,5,mg,TRUE,02528932,Jamp Apixaban,Jamp,,500.0,0.4,Printed,91,0.95,high,Missing Pack/Format (-0.05)
APIXABAN,X,Co.,5 mg,5,mg,TRUE,02529017,M-Apixaban,Mantra Ph.,60,24.0,60.0,Printed,91,1.0,high,No penalties
APIXABAN,X,Co.,5 mg,5,mg,TRUE,02529017,M-Apixaban,Mantra Ph.,,500.0,0.4,Printed,91,0.95,high,Missing Pack/Format (-0.05)
APIXABAN,X,Co.,5 mg,5,mg,TRUE,02492377,Mar-Apixaban,Marcan,60,24.0,60.0,Printed,91,1.0,high,No penalties
APIXABAN,X,Co.,5 mg,5,mg,TRUE,02492377,Mar-Apixaban,Marcan,,180.0,0.4,Printed,91,0.95,high,Missing Pack/Format (-0.05)
APIXABAN,X,Co.,5 mg,5,mg,TRUE,02495449,Mint-Apixaban,Mint,180,72.0,180.0,Printed,91,1.0,high,No penalties
APIXABAN,X,Co.,5 mg,5,mg,TRUE,02492822,NAT-Apixaban,Natco,60,24.0,60.0,Printed,91,1.0,high,No penalties
APIXABAN,X,Co.,5 mg,5,mg,TRUE,02492822,NAT-Apixaban,Natco,,1000.0,0.4,Printed,91,0.95,high,Missing Pack/Format (-0.05)
APIXABAN,X,Co.,5 mg,5,mg,TRUE,02526069,NRA-Apixaban,Nora,60,24.0,60.0,Printed,91,1.0,high,No penalties
APIXABAN,X,Co.,5 mg,5,mg,TRUE,02526069,NRA-Apixaban,Nora,,180.0,0.4,Printed,91,0.95,high,Missing Pack/Format (-0.05)
APIXABAN,X,Co.,5 mg,5,mg,TRUE,02546892,NRA-Apixaban,Nora,60,24.0,60.0,Printed,91,1.0,high,No penalties
APIXABAN,X,Co.,5 mg,5,mg,TRUE,02546892,NRA-Apixaban,Nora,,500.0,0.4,Printed,91,0.95,high,Missing Pack/Format (-0.05)
APIXABAN,X,Co.,5 mg,5,mg,TRUE,02530732,Pro-Apixaban,Pro Doc,60,24.0,60.0,Printed,91,1.0,high,No penalties
APIXABAN,X,Co.,5 mg,5,mg,TRUE,02530732,Pro-Apixaban,Pro Doc,,500.0,0.4,Printed,91,0.95,high,Missing Pack/Format (-0.05)
APIXABAN,X,Co.,5 mg,5,mg,TRUE,02525526,Riva Apixaban,Riva,60,24.0,60.0,Printed,91,1.0,high,No penalties
APIXABAN,X,Co.,5 mg,5,mg,TRUE,02525526,Riva Apixaban,Riva,,500.0,0.4,Printed,91,0.95,high,Missing Pack/Format (-0.05)
APIXABAN,X,Co.,5 mg,5,mg,TRUE,02489236,Sandoz Apixaban SDZ,Sandoz,60,24.0,60.0,Printed,91,1.0,high,No penalties
APIXABAN,X,Co.,5 mg,5,mg,TRUE,02489236,Sandoz Apixaban SDZ,Sandoz,,500.0,0.4,Printed,91,0.95,high,Missing Pack/Format (-0.05)
APIXABAN,X,Co.,5 mg,5,mg,TRUE,02510472,Taro-Apixaban,Sun Pharma,60,24.0,60.0,Printed,91,1.0,high,No penalties
APIXABAN,X,Co.,5 mg,5,mg,TRUE,02510472,Taro-Apixaban,Sun Pharma,,180.0,0.4,Printed,91,0.95,high,Missing Pack/Format (-0.05)
APIXABAN,X,Co.,5 mg,5,mg,TRUE,02485001,Teva-Apixaban,Teva Can,100,40.0,100.0,Printed,91,1.0,high,No penalties
APIXABAN,X,Co.,5 mg,5,mg,TRUE,02485001,Teva-Apixaban,Teva Can,,500.0,0.4,Printed,91,0.95,high,Missing Pack/Format (-0.05)
DALTÉPARINE SODIQUE,X,Sol. Inj. 25,000 U,000,U,TRUE,02231171,Fragmin,"Pfizer 3,8",,3.8,151.32,Printed,91,0.95,high,Missing Pack/Format (-0.05)
DALTÉPARINE SODIQUE,X,Sol. Inj. (ser),3500 UI,3500,UI,TRUE,02430789,Fragmin,Pfizer,1,7.06,1.0,Printed,91,1.0,high,No penalties
DALTÉPARINE SODIQUE,X,Sol. Inj. S.C. (ser) 2,500 UI,500,UI,TRUE,02132621,Fragmin 2025-08 Page 69,Pfizer,1,5.04,1.0,Printed,91,0.96,high,Brand wrapped across lines (-0.04)
DALTÉPARINE SODIQUE,X,Sol. Inj. S.C. (ser) 5,000 UI,000,UI,TRUE,02132648,Fragmin,Pfizer,1,10.09,1.0,Printed,92,1.0,high,No penalties
DALTÉPARINE SODIQUE,X,Sol. Inj. S.C. (ser) 7,500 UI,500,UI,TRUE,02352648,Fragmin,Pfizer,1,15.13,1.0,Printed,92,1.0,high,No penalties
DALTÉPARINE SODIQUE,X,Sol. Inj. S.C. (ser) 10,000 UI,000,UI,TRUE,02352656,Fragmin,Pfizer,1,20.18,1.0,Printed,92,1.0,high,No penalties
DALTÉPARINE SODIQUE,X,Sol. Inj. S.C. (ser) 12,500 UI,500,UI,TRUE,02352664,Fragmin,Pfizer,1,25.22,1.0,Printed,92,1.0,high,No penalties
DALTÉPARINE SODIQUE,X,Sol. Inj. S.C. (ser) 15,000 UI,000,UI,TRUE,02352672,Fragmin,Pfizer,1,30.26,1.0,Printed,92,1.0,high,No penalties
DALTÉPARINE SODIQUE,X,Sol. Inj. S.C. (ser) 16,500 UI,500,UI,TRUE,02494582,Fragmin,Pfizer,1,33.29,1.0,Printed,92,1.0,high,No penalties
DALTÉPARINE SODIQUE,X,Sol. Inj. S.C. (ser) 16,500 UI,500,UI,TRUE,02494582,Fragmin,Pfizer,,5.0,33.29,Printed,92,0.95,high,Missing Pack/Format (-0.05)
DALTÉPARINE SODIQUE,X,Sol. Inj. S.C. (ser) 18,000 UI,000,UI,TRUE,02352680,Fragmin,Pfizer,1,36.32,1.0,Printed,92,1.0,high,No penalties
ÉNOXAPARINE SODIQUE,X,Sol. Inj. S.C.,100 mg,100,mg,TRUE,02509121,Redesca,Valeo,3 ml,49.62,3.0,Printed,92,1.0,high,No penalties
ÉNOXAPARINE SODIQUE,X,Sol. Inj. S.C. (ser),30 mg,30,mg,TRUE,02539977,Axberi,Baxter,10,49.12,10.0,Printed,92,1.0,high,No penalties
ÉNOXAPARINE SODIQUE,X,Sol. Inj. S.C. (ser),30 mg,30,mg,TRUE,02532247,Elonox,Fresenius,10,49.12,10.0,Printed,92,1.0,high,No penalties
ÉNOXAPARINE SODIQUE,X,Sol. Inj. S.C. (ser),30 mg,30,mg,TRUE,02507501,Inclunox,Sandoz,10,49.62,10.0,Printed,92,1.0,high,No penalties
ÉNOXAPARINE SODIQUE,X,Sol. Inj. S.C. (ser),30 mg,30,mg,TRUE,02506459,Noromby,Juno,10,49.12,10.0,Printed,92,1.0,high,No penalties
ÉNOXAPARINE SODIQUE,X,Sol. Inj. S.C. (ser),30 mg,30,mg,TRUE,02509075,Redesca,Valeo,10,49.62,10.0,Printed,92,1.0,high,No penalties
