DIN,Product,Manufacturer,Format,Cost,UnitPrice
02480085,AG-Simvastatin,Angita,100,25.01,0.2501
02247014,Apo-Simvastatin,Apotex,30,7.50,0.2501
02405172,Auro-Simvastatin,AuroPharma,100,25.01,0.2501
02375621,Jamp-Simvastatin,Jamp,30,7.50,0.2501
02375060,Mar-Simvastatin,Marcan,100,25.01,0.2501
02372967,Mint-Simvastatin,Mint,100,25.01,0.2501
02470004,Pharma-Simvastatin,Phmscience,100,25.01,0.2501
02284766,Simvastatin,Sanis,100,25.01,0.2501
02386321,Simvastatin,Sivem,30,7.50,0.2501
02247223,Simvastatin-40,Pro Doc,30,7.50,0.2501
02329174,Taro-Simvastatin,Sun Pharma,30,7.50,0.2501
02250179,Teva-Simvastatin,Teva Can,30,7.50,0.2501
00884359,Zocor,Organon,28,67.71,2.4182
02480093,AG-Simvastatin,Angita,100,25.00,0.2500
02247015,Apo-Simvastatin,Apotex,30,7.50,0.2500
02405180,Auro-Simvastatin,AuroPharma,30,7.50,0.2500
02375648,Jamp-Simvastatin,Jamp,100,25.00,0.2500
02375079,Mar-Simvastatin,Marcan,100,25.00,0.2500
02372975,Mint-Simvastatin,Mint,100,25.00,0.2500
02470012,Pharma-Simvastatin,Phmscience,30,7.50,0.2500
02247224,Simvastatin,Pro Doc,30,7.50,0.2500
02284774,Simvastatin,Sanis,100,25.00,0.2500
02386348,Simvastatin,Sivem,30,7.50,0.2500
02329182,Taro-Simvastatin,Sun Pharma,30,7.50,0.2500
02250187,Teva-Simvastatin,Teva Can,30,7.50,0.2500
00441686,Isdn,AA Pharma,100,3.65,0.0365
00441694,Isdn,AA Pharma,100,8.57,0.0857
02272830,Apo-ISMN,Apotex,100,35.23,0.3523
02301288,pms-ISMN,Phmscience,30,10.57,0.3523
02311321,Pro-ISMN-60,Pro Doc,100,35.23,0.3523
02407442,Mylan-Nitro,Patch 0.2 Mylan,30,13.39,0.4463
01911910,Nitro-Dur,Dr Reddy's,30,13.39,0.4463
02230732,Trinipatch,Paladin,30,13.39,0.4463
02407450,Mylan-Nitro,Patch 0.4 Mylan,30,14.11,0.4703
01911902,Nitro-Dur,Dr Reddy's,30,14.11,0.4703
02230733,Trinipatch,Paladin,30,14.11,0.4703
02407469,Mylan-Nitro,Patch 0.6 Mylan,30,14.11,0.4703
01911929,Nitro-Dur,Dr Reddy's,30,14.11,0.4703
02046156,Transderm-Nitro,Novartis,30,21.20,0.7067
02230734,Trinipatch,Paladin,30,14.11,0.4703
02407477,Mylan-Nitro,Patch 0.8 Mylan,30,26.23,0.8743
02011271,Nitro-Dur,Dr Reddy's,30,26.23,0.8743
00037613,Nitrostat,BGP Pharma,100,16.78,0.1678
00037621,Nitrostat,BGP Pharma,100,16.78,0.1678
00503347,Proglycem,Merck,100,161.41,1.6141
00441619,Apo-Hydralazine,Apotex,100,3.55,0.0355
02539802,Hydralazine,Sanis,100,3.55,0.0355
02457865,Jamp-Hydralazine,Jamp,100,3.55,0.0355
02468778,Mint-Hydralazine,Mint,100,3.55,0.0355
00441627,Apo-Hydralazine,Apotex,100,6.09,0.0609
02539810,Hydralazine,Sanis,100,6.09,0.0609
02457873,Jamp-Hydralazine,Jamp,100,6.09,0.0609
02468786,Mint-Hydralazine,Mint,100,6.09,0.0609
00514497,Loniten,Pfizer,100,33.30,0.3330
00514500,Loniten,Pfizer,100,73.42,0.7342
02240588,Apo-Doxazosin,Apotex,100,14.16,0.1416
02489937,Jamp-Doxazosin,Jamp,100,14.16,0.1416
02242728,Teva-Doxazosin,Teva Can,100,14.16,0.1416
02240589,Apo-Doxazosin,Apotex,100,16.99,0.1699
02489945,Jamp-Doxazosin,Jamp,100,16.99,0.1699
02242729,Teva-Doxazosin,Teva Can,100,16.99,0.1699
02240590,Apo-Doxazosin,Apotex,100,22.09,0.2209
02489953,Jamp-Doxazosin,Jamp,100,22.09,0.2209
02242730,Teva-Doxazosin,Teva Can,100,22.09,0.2209
01934198,Teva-Prazosin,Teva Can,100,13.71,0.1371
01934201,Teva-Prazosin,Teva Can,100,18.62,0.1862
01934228,Teva-Prazosin,Teva Can,100,25.60,0.2560
02234502,Apo-Terazosin,Apotex,100,18.35,0.1835
02243518,pms-Terazosin,Phmscience,100,18.35,0.1835
02230805,Teva-Terazosin,Teva Can,100,18.35,0.1835
02234503,Apo-Terazosin,Apotex,100,23.33,0.2333
02243519,pms-Terazosin,Phmscience,100,23.33,0.2333
02237477,Terazosin-2,Pro Doc,100,23.33,0.2333
02230806,Teva-Terazosin,Teva Can,100,23.33,0.2333
02234504,Apo-Terazosin,Apotex,100,31.68,0.3168
02243520,pms-Terazosin,Phmscience,100,31.68,0.3168
02237478,Terazosin-5,Pro Doc,100,31.68,0.3168
02230807,Teva-Terazosin,Teva Can,100,31.68,0.3168
02234505,Apo-Terazosin,Apotex,100,46.37,0.4637
02243521,pms-Terazosin,Phmscience,100,46.37,0.4637
02230808,Teva-Terazosin,Teva Can,100,46.37,0.4637
02147602,Apo-Acébutolol,Apotex,100,18.71,0.1871
02204517,Teva-Acebutolol,Teva Can,100,18.71,0.1871
02147610,Apo-Acébutolol,Apotex,100,28.08,0.2808
02204525,Teva-Acebutolol,Teva Can,100,28.08,0.2808
02147629,Apo-Acébutolol,Apotex,100,53.48,0.5348
02204533,Teva-Acebutolol,Teva Can,100,53.48,0.5348
02369176,AG-Atenolol,Angita,100,4.41,0.0441
02326701,Atenolol,Pro Doc,100,4.41,0.0441
02541564,Atenolol,Sivem,100,4.41,0.0441
02367556,Jamp-Atenolol,Jamp,100,4.41,0.0441
02371979,Mar-Atenolol,Marcan,100,4.41,0.0441
02368013,Mint-Atenol,Mint,100,4.41,0.0441
02246581,pms-Atenolol,Phmscience,100,4.41,0.0441
02277379,Riva-Atenolol,Riva,100,4.41,0.0441
02373963,Taro-Atenolol,Sun Pharma,100,4.41,0.0441
02266660,Teva-Atenol,Teva Can,100,4.41,0.0441
02369184,AG-Atenolol,Angita,100,9.38,0.0938
00773689,Apo-Atenol,Apotex,30,2.81,0.0938
02466465,Atenolol,Sanis,100,9.38,0.0938
02238316,Atenolol,Sivem,30,2.81,0.0938
00828807,Aténolol-50,Pro Doc,30,2.81,0.0938
02367564,Jamp-Atenolol,Jamp,30,2.81,0.0938
02371987,Mar-Atenolol,Marcan,30,2.81,0.0938
02368021,Mint-Atenol,Mint,30,2.81,0.0938
02237600,pms-Atenolol,Phmscience,100,9.38,0.0938
02242094,Riva-Atenolol,Riva,30,2.81,0.0938
02267985,Taro-Atenolol,Sun Pharma,30,2.81,0.0938
02039532,Tenormin,Search Phm,30,17.91,0.5970
02171791,Teva-Atenolol,Teva Can,100,9.38,0.0938
02369192,AG-Atenolol,Angita,100,15.43,0.1543
00773697,Apo-Atenol,Apotex,30,4.63,0.1543
02466473,Atenolol,Sanis,100,15.43,0.1543
02238318,Atenolol,Sivem,30,4.63,0.1543
00828793,Aténolol-100,Pro Doc,30,4.63,0.1543
02367572,Jamp-Atenolol,Jamp,30,4.63,0.1543
02371995,Mar-Atenolol,Marcan,30,4.63,0.1543
02368048,Mint-Atenol,Mint,30,4.63,0.1543
02237601,pms-Atenolol,Phmscience,30,4.63,0.1543
02242093,Riva-Atenolol,Riva,30,4.63,0.1543
02267993,Taro-Atenolol,Sun Pharma,30,4.63,0.1543
02039540,Tenormin,Search Phm,30,29.44,0.9813
02171805,Teva-Atenolol,Teva Can,100,15.43,0.1543
02544245,Sandoz,Bisoprolol Sandoz,100,1.52,0.0152
02544253,Sandoz,Bisoprolol Sandoz,100,3.03,0.0303
02521156,AG-Bisoprolol,Angita,100,6.06,0.0606
02256134,Apo-Bisoprolol,Apotex,100,6.06,0.0606
02391589,Bisoprolol,Sanis,100,6.06,0.0606
02495562,Bisoprolol,Sivem,100,6.06,0.0606
02518805,Jamp,Bisoprolol Jamp,100,6.06,0.0606
02465612,Mint-Bisoprolol,Mint,100,6.06,0.0606
02302632,pms-Bisoprolol,Phmscience,100,6.06,0.0606
02306999,Pro-Bisoprolol-5,Pro Doc,100,6.06,0.0606
02471264,Riva-Bisoprolol,Riva,100,6.06,0.0606
02247439,Sandoz,Bisoprolol Sandoz,100,6.06,0.0606
02494035,Sandoz,Bisoprolol Sandoz,100,6.06,0.0606
02267470,Teva-Bisoprolol,Teva Can,100,6.06,0.0606
02521164,AG-Bisoprolol,Angita,100,8.85,0.0885
02256177,Apo-Bisoprolol,Apotex,100,8.85,0.0885
02391597,Bisoprolol,Sanis,100,8.85,0.0885
02495570,Bisoprolol,Sivem,100,8.85,0.0885
02518791,Jamp,Bisoprolol Jamp,100,8.85,0.0885
02465620,Mint-Bisoprolol,Mint,100,8.85,0.0885
02302640,pms-Bisoprolol,Phmscience,100,8.85,0.0885
02307006,Pro-Bisoprolol-10,Pro Doc,100,8.85,0.0885
02471272,Riva-Bisoprolol,Riva,100,8.85,0.0885
02247440,Sandoz,Bisoprolol Sandoz,100,8.85,0.0885
02494043,Sandoz,Bisoprolol Sandoz,100,8.85,0.0885
02267489,Teva-Bisoprolol,Teva Can,100,8.85,0.0885
02247933,Apo-Carvédilol,Apotex,100,20.60,0.2060
02418495,Auro-Carvedilol,AuroPharma,100,20.60,0.2060
02324504,Carvedilol,Pro Doc,100,20.60,0.2060
02364913,Carvedilol,Sanis,100,20.60,0.2060
02248752,Carvedilol,Sivem,100,20.60,0.2060
02368897,Jamp-Carvedilol,Jamp,100,20.60,0.2060
02245914,pms-Carvédilol,Phmscience,100,20.60,0.2060
02252309,Teva-Carvédilol,Teva Can,100,20.60,0.2060
02247934,Apo-Carvédilol,Apotex,100,20.60,0.2060
02418509,Auro-Carvedilol,AuroPharma,100,20.60,0.2060
02324512,Carvedilol,Pro Doc,100,20.60,0.2060
02364921,Carvedilol,Sanis,100,20.60,0.2060
02248753,Carvedilol,Sivem,100,20.60,0.2060
02368900,Jamp-Carvedilol,Jamp,100,20.60,0.2060
02245915,pms-Carvédilol,Phmscience,100,20.60,0.2060
02252317,Teva-Carvédilol,Teva Can,100,20.60,0.2060
02247935,Apo-Carvédilol,Apotex,100,20.60,0.2060
02418517,Auro-Carvedilol,AuroPharma,100,20.60,0.2060
02324520,Carvedilol,Pro Doc,100,20.60,0.2060
02364948,Carvedilol,Sanis,100,20.60,0.2060
02248754,Carvedilol,Sivem,100,20.60,0.2060
02368919,Jamp-Carvedilol,Jamp,100,20.60,0.2060
02245916,pms-Carvédilol,Phmscience,100,20.60,0.2060
02252325,Teva-Carvédilol,Teva Can,100,20.60,0.2060
02418525,Auro-Carvedilol,AuroPharma,100,20.60,0.2060
02324539,Carvedilol,Pro Doc,100,20.60,0.2060
02364956,Carvedilol,Sanis,100,20.60,0.2060
02248755,Carvedilol,Sivem,100,20.60,0.2060
02368927,Jamp-Carvedilol,Jamp,100,20.60,0.2060
02245917,pms-Carvédilol,Phmscience,100,20.60,0.2060
02252333,Teva-Carvédilol,Teva Can,100,20.60,0.2060
02243538,Apo-Labetalol,Apotex,100,19.83,0.1983
02489406,Riva-Labetalol,Riva,100,19.83,0.1983
02106272,Trandate,Paladin,100,26.00,0.2600
02243539,Apo-Labetalol,Apotex,100,35.04,0.3504
02489414,Riva-Labetalol,Riva,100,35.04,0.3504
02106280,Trandate,Paladin,100,45.95,0.4595
02481308,AG-Metoprolol-L,Angita,100,6.43,0.0643
02246010,Apo-Metoprolol,Apotex,100,6.43,0.0643
02356813,Jamp-Metoprolol-L,Jamp,100,6.43,0.0643
02296713,Metoprolol,Pro Doc,1000,64.30,0.0643
02442116,Metoprolol-L,Sivem,100,6.43,0.0643
02248855,pms-Metoprolol-L,25 mg Phmscience,100,6.43,0.0643
02315300,Riva-Metoprolol-L,Riva,100,6.43,0.0643
02261898,Teva-Metoprolol,Teva Can,100,6.43,0.0643
02481324,AG-Metoprolol-L,Angita,100,12.50,0.1250
00618640,Apo-Metoprolol,100 mg Apotex,100,12.50,0.1250
00751170,Apo-Metoprolol L,100 mg Apotex,100,12.50,0.1250
02356848,Jamp-Metoprolol-L,Jamp,100,12.50,0.1250
02350408,Metoprolol,100 mg Sanis,100,12.50,0.1250
00648027,Metoprolol-L,Pro Doc,1000,124.95,0.1250
02442132,Metoprolol-L,Sivem,100,12.50,0.1250
02230804,pms-Metoprolol-L,Phmscience,100,12.50,0.1250
02315327,Riva-Metoprolol-L,Riva,100,12.50,0.1250
00648043,Teva-Metoprolol,Teva Can,100,12.50,0.1250
00842656,Teva-Metoprolol,Teva Can,100,12.50,0.1250
02481316,AG-Metoprolol-L,Angita,100,6.24,0.0624
00618632,Apo-Metoprolol,50 mg Apotex,100,6.24,0.0624
00749354,Apo-Metoprolol L,50 mg Apotex,100,6.24,0.0624
02356821,Jamp-Metoprolol-L,Jamp,100,6.24,0.0624
02350394,Metoprolol,50 mg Sanis,100,6.24,0.0624
00648019,Metoprolol-L,Pro Doc,1000,62.38,0.0624
02442124,Metoprolol-L,Sivem,100,6.24,0.0624
02230803,pms-Metoprolol-L,Phmscience,100,6.24,0.0624
02315319,Riva-Metoprolol-L,Riva,100,6.24,0.0624
00648035,Teva-Metoprolol,Teva Can,100,6.24,0.0624
00842648,Teva-Metoprolol,Teva Can,100,6.24,0.0624
02496380,Mint-Nadolol,Mint,100,23.75,0.2375
00782505,Nadolol,Apotex,100,23.75,0.2375
02496399,Mint-Nadolol,Mint,100,34.10,0.3410
00782467,Nadolol,Apotex,100,34.10,0.3410
00869007,Teva-Pindolol,Teva Can,100,40.68,0.4068
00417270,Visken,Xediton,100,45.71,0.4571
00869015,Teva-Pindolol,Teva Can,100,69.47,0.6947
00443174,Visken,Xediton,100,78.06,0.7806
00869023,Teva-Pindolol,Teva Can,100,97.83,0.9783
00568627,Viskazide,10/25 Xediton,105,80.28,0.7646
00496480,Teva-Propranolol,Teva Can,100,7.68,0.0768
00740675,Teva-Propranolol,Teva Can,100,11.19,0.1119
00496502,Teva-Propranolol,Teva Can,100,20.57,0.2057
02210428,Apo-Sotalol,Apotex,100,29.66,0.2966
02368617,Jamp-Sotalol,Jamp,100,29.66,0.2966
02238326,pms-Sotalol,Phmscience,100,29.66,0.2966
02167794,Apo-Sotalol,Apotex,100,16.23,0.1623
02368625,Jamp-Sotalol,Jamp,100,16.23,0.1623
02238327,pms-Sotalol,Phmscience,100,16.23,0.1623
02272172,Riva-Sotalol,Riva,100,16.23,0.1623
00755842,Timol,AA Pharma,100,16.49,0.1649
00755850,Timol,AA Pharma,100,25.72,0.2572
00755869,Timol,AA Pharma,100,50.05,0.5005
02538490,Clonidine,Sivem,100,6.79,0.0679
02462192,Mint-Clonidine,Mint,100,6.79,0.0679
02515784,Sandoz,Clonidine Sandoz,100,6.79,0.0679
02046121,Teva-Clonidine,Teva Can,100,6.79,0.0679
02538504,Clonidine,Sivem,100,12.12,0.1212
02462206,Mint-Clonidine,Mint,100,12.12,0.1212
02515792,Sandoz,Clonidine Sandoz,100,12.12,0.1212
02046148,Teva-Clonidine,Teva Can,100,12.12,0.1212
00360252,Méthyldopa,AA Pharma,100,9.89,0.0989
00360260,Méthyldopa,AA Pharma,100,14.33,0.1433
00426830,Méthyldopa,AA Pharma,100,25.37,0.2537
02297477,ACT,Amlodipine Teva Can,100,7.67,0.0767
02369222,AG-Amlodipine,Angita,100,7.67,0.0767
02490781,Amlodipine,Altamed,100,7.67,0.0767
02492199,Amlodipine,Jamp,100,7.67,0.0767
02326795,Amlodipine,Pro Doc,100,7.67,0.0767
02478587,Amlodipine,Sanis,100,7.67,0.0767
02385783,Amlodipine,Sivem,100,7.67,0.0767
02419556,Amlodipine,Besylate Accord,100,7.67,0.0767
02392127,Bio-Amlodipine,Biomed,100,7.67,0.0767
02357186,Jamp-Amlodipine,Jamp,30,2.30,0.0767
02468018,M-Amlodipine,Mantra Ph.,100,7.67,0.0767
02371707,Mar-Amlodipine,Marcan,100,7.67,0.0767
02476452,NRA-Amlodipine,Nora,100,7.67,0.0767
02469022,Pharma-Amlodipine,Phmscience,100,7.67,0.0767
02295148,pms-Amlodipine,Phmscience,100,7.67,0.0767
02444445,Priva-Amlodipine,Nora,100,7.67,0.0767
02522500,PRZ-Amlodipine,Pharmaris,100,7.67,0.0767
02331489,Riva-Amlodipine,Riva,100,7.67,0.0767
02330474,Sandoz,Amlodipine Sandoz,100,7.67,0.0767
02297485,ACT,Amlodipine Teva Can,100,13.43,0.1343
02369230,AG-Amlodipine,Angita,500,67.15,0.1343
02490803,Amlodipine,Altamed,250,33.58,0.1343
02552876,Amlodipine,Angita,500,67.15,0.1343
02429217,Amlodipine,Jamp,100,13.43,0.1343
02326809,Amlodipine,Pro Doc,500,67.15,0.1343
02331284,Amlodipine,Sanis,100,13.43,0.1343
02385791,Amlodipine,Sivem,100,13.43,0.1343
02419564,Amlodipine,Besylate Accord,100,13.43,0.1343
02273373,Apo-Amlodipine,Apotex,100,13.43,0.1343
02397072,Auro-Amlodipine,AuroPharma,100,13.43,0.1343
02392135,Bio-Amlodipine,Biomed,100,13.43,0.1343
02357194,Jamp-Amlodipine,Jamp,100,13.43,0.1343
02468026,M-Amlodipine,Mantra Ph.,500,67.15,0.1343
02371715,Mar-Amlodipine,Marcan,100,13.43,0.1343
02362651,Mint-Amlodipine,Mint,100,13.43,0.1343
02272113,Mylan-Amlodipine,Mylan,100,13.43,0.1343
00878928,Norvasc,BGP Pharma,100,129.99,1.2999
02476460,NRA-Amlodipine,Nora,250,33.58,0.1343
02284065,pms-Amlodipine,Phmscience,100,13.43,0.1343
02444453,Priva-Amlodipine,Nora,100,13.43,0.1343
02522519,PRZ-Amlodipine,Pharmaris,500,67.15,0.1343
02331497,Riva-Amlodipine,Riva,100,13.43,0.1343
02284383,Sandoz,Amlodipine Sandoz,100,13.43,0.1343
02321858,Taro-Amlodipine,Sun Pharma,100,13.43,0.1343
02250497,Teva-Amlodipine,Teva Can,100,13.43,0.1343
02297493,ACT,Amlodipine Teva Can,100,19.93,0.1993
02369249,AG-Amlodipine,Angita,500,99.65,0.1993
02490811,Amlodipine,Altamed,250,49.83,0.1993
02429225,Amlodipine,Jamp,100,19.93,0.1993
02326817,Amlodipine,Pro Doc,500,99.65,0.1993
02331292,Amlodipine,Sanis,500,99.65,0.1993
02385805,Amlodipine,Sivem,100,19.93,0.1993
02419572,Amlodipine,Besylate Accord,100,19.93,0.1993
02273381,Apo-Amlodipine,Apotex,100,19.93,0.1993
02397080,Auro-Amlodipine,AuroPharma,100,19.93,0.1993
02392143,Bio-Amlodipine,Biomed,100,19.93,0.1993
02357208,Jamp-Amlodipine,Jamp,100,19.93,0.1993
02468034,M-Amlodipine,Mantra Ph.,500,99.65,0.1993
02371723,Mar-Amlodipine,Marcan,100,19.93,0.1993
02362678,Mint-Amlodipine,Mint,100,19.93,0.1993
02272121,Mylan-Amlodipine,Mylan,100,19.93,0.1993
00878936,Norvasc,BGP Pharma,100,192.96,1.9296
02476479,NRA-Amlodipine,Nora,250,49.83,0.1993
02284073,pms-Amlodipine,Phmscience,100,19.93,0.1993
02444461,Priva-Amlodipine,Nora,100,19.93,0.1993
02522527,PRZ-Amlodipine,Pharmaris,500,99.65,0.1993
02331500,Riva-Amlodipine,Riva,100,19.93,0.1993
02284391,Sandoz,Amlodipine Sandoz,100,19.93,0.1993
02321866,Taro-Amlodipine,Sun Pharma,100,19.93,0.1993
02250500,Teva-Amlodipine,Teva Can,100,19.93,0.1993
02411253,Apo-Amlodipine-Atorvastatin,Apotex,100,58.02,0.5802
02273233,Caduet,BGP Pharma,90,67.96,0.7551
02362759,Mylan-Amlopdipine/,Mylan,90,52.22,0.5802
02411261,Apo-Amlodipine-Atorvastatin,Apotex,100,68.42,0.6842
02273241,Caduet,BGP Pharma,90,77.32,0.8591
02362767,Mylan-Amlopdipine/,Mylan,90,61.58,0.6842
02411288,Apo-Amlodipine-Atorvastatin,Apotex,100,72.32,0.7232
02273268,Caduet,BGP Pharma,90,80.83,0.8981
02362775,Mylan-Amlopdipine/,Mylan,90,65.09,0.7232
02411296,Apo-Amlodipine-Atorvastatin,Apotex,100,72.32,0.7232
02273276,Caduet,BGP Pharma,90,80.83,0.8981
02362783,Mylan-Amlopdipine/,Mylan,90,65.09,0.7232
02411318,Apo-Amlodipine-Atorvastatin,Apotex,100,61.25,0.6125
02273284,Caduet,BGP Pharma,90,82.75,0.9194
02362791,Mylan-Amlopdipine/,Mylan,90,55.13,0.6125
02411326,Apo-Amlodipine-Atorvastatin,Apotex,100,76.36,0.7636
02273292,Caduet,BGP Pharma,90,92.11,1.0234
02362805,Mylan-Amlopdipine/,Mylan,90,68.72,0.7636
02411334,Apo-Amlodipine-Atorvastatin,Apotex,100,80.00,0.8000
02273306,Caduet,BGP Pharma,90,95.62,1.0624
02362813,Mylan-Amlopdipine/,Mylan,90,72.00,0.8000
02411342,Apo-Amlodipine-Atorvastatin,Apotex,100,80.00,0.8000
02273314,Caduet,BGP Pharma,90,95.62,1.0624
02362821,Mylan-Amlopdipine/,Mylan,90,72.00,0.8000
02452367,Apo-Felodipine,Apotex,100,38.15,0.3815
02057778,Plendil,Glenwood,30,15.27,0.5090
02452375,Apo-Felodipine,Apotex,100,33.98,0.3398
00851779,Plendil,AZC,30,20.40,0.6800
02280264,Sandoz,Felodipine Sandoz,100,33.98,0.3398
02452383,Apo-Felodipine,Apotex,100,50.98,0.5098
00851787,Plendil,Glenwood,30,30.62,1.0207
02280272,Sandoz,Felodipine Sandoz,100,50.98,0.5098
00725110,Nifedipine,AA Pharma,100,36.79,0.3679
02155907,Adalat,XL Bayer,28,17.28,0.6171
02349167,Mylan-Nifedipine,Extended Mylan,100,61.71,0.6171
02421631,Nifedipine,ER Pro Doc,30,18.51,0.6170
02533332,pmsc-Nifedipine,ER Phmscience,100,61.70,0.6170
02534843,Pro-Nifedipine,ER Pro Doc,100,61.70,0.6170
02511460,AG-Nifedipine,ER Angita,100,93.73,0.9373
02511711,Jamp,Nifedipine ER Jamp,100,93.73,0.9373
02511649,M-Nifedipine,ER Mantra Ph.,100,93.73,0.9373
02321149,Mylan-Nifedipine,Extended Mylan,100,93.74,0.9374
02421658,Nifedipine,ER Pro Doc,30,28.12,0.9373
02416301,pms-Nifedipine,ER Phmscience,30,28.12,0.9373
02325926,Nimotop,Bayer,100,988.00,9.8800
02516101,Diltiazem,T Sanis,100,21.33,0.2133
02495376,Jamp,Diltiazem T Jamp,100,21.33,0.2133
02465353,Mar-Diltiazem,T Marcan,100,21.33,0.2133
02546434,M-Diltiazem,T Mantra Ph.,100,21.33,0.2133
02271605,Novo-Diltiazem,HCl ER Novopharm,100,21.33,0.2133
02245918,Sandoz,Diltiazem T Sandoz,100,21.33,0.2133
02370441,Teva-Diltiazem,T Teva Can,100,21.33,0.2133
02231150,Tiazac,Bausch H.,100,83.49,0.8349
02516128,Diltiazem,T Sanis,100,28.89,0.2889
02495384,Jamp,Diltiazem T Jamp,100,28.89,0.2889
02465361,Mar-Diltiazem,T Marcan,100,28.89,0.2889
02546442,M-Diltiazem,T Mantra Ph.,100,28.89,0.2889
02271613,Novo-Diltiazem,HCl ER Novopharm,100,28.89,0.2889
02245919,Sandoz,Diltiazem T Sandoz,100,28.89,0.2889
02370492,Teva-Diltiazem,T Teva Can,100,28.89,0.2889
02231151,Tiazac,Bausch H.,100,112.48,1.1248
02516136,Diltiazem,T Sanis,100,38.32,0.3832
02495392,Jamp,Diltiazem T Jamp,100,38.32,0.3832
02465388,Mar-Diltiazem,T Marcan,100,38.32,0.3832
02546450,M-Diltiazem,T Mantra Ph.,100,38.32,0.3832
02271621,Novo-Diltiazem,HCl ER Novopharm,100,38.32,0.3832
02370506,Teva-Diltiazem,T Teva Can,100,38.32,0.3832
02231152,Tiazac,Bausch H.,100,149.20,1.4920
02516144,Diltiazem,T Sanis,100,47.19,0.4719
02495406,Jamp,Diltiazem T Jamp,100,47.19,0.4719
02465396,Mar-Diltiazem,T Marcan,100,47.19,0.4719
02546469,M-Diltiazem,T Mantra Ph.,100,47.19,0.4719
02271648,Novo-Diltiazem,HCl ER Novopharm,100,47.19,0.4719
02245921,Sandoz,Diltiazem T Sandoz,100,47.19,0.4719
02370514,Teva-Diltiazem,T Teva Can,100,47.19,0.4719
02231154,Tiazac,Bausch H.,100,183.75,1.8375
02516152,Diltiazem,T Sanis,100,57.78,0.5778
02495414,Jamp,Diltiazem T Jamp,100,57.78,0.5778
02465418,Mar-Diltiazem,T Marcan,100,57.78,0.5778
02546477,M-Diltiazem,T Mantra Ph.,100,57.78,0.5778
02271656,Novo-Diltiazem,HCl ER Novopharm,100,57.78,0.5778
02370522,Teva-Diltiazem,T Teva Can,100,57.78,0.5778
02231155,Tiazac,Bausch H.,100,224.97,2.2497
02370611,ACT,Diltiazem CD ActavisPhm,100,35.29,0.3529
02230997,Apo-Diltiaz,CD Apotex,100,35.29,0.3529
02400421,Diltiazem,CD Sanis,100,35.29,0.3529
02445999,Diltiazem,CD Sivem,100,35.29,0.3529
02528037,Jamp,Diltiazem CD Jamp,100,35.29,0.3529
02484064,Mar-Diltiazem,CD Marcan,100,35.29,0.3529
02546086,M-Diltiazem,CD Mantra Ph.,100,35.29,0.3529
02540924,Pro-Diltiazem,CD Pro Doc,100,35.29,0.3529
02243338,Sandoz,Diltiazem CD Sandoz,100,35.29,0.3529
02242538,Teva-Diltiazem,CD Teva Can,100,35.29,0.3529
02370638,ACT,Diltiazem CD ActavisPhm,100,46.84,0.4684
02230998,Apo-Diltiaz,CD Apotex,100,46.84,0.4684
02400448,Diltiazem,CD Sanis,100,46.84,0.4684
02446006,Diltiazem,CD Sivem,100,46.84,0.4684
02528045,Jamp,Diltiazem CD Jamp,100,46.84,0.4684
02484072,Mar-Diltiazem,CD Marcan,100,46.84,0.4684
02546094,M-Diltiazem,CD Mantra Ph.,100,46.84,0.4684
02540932,Pro-Diltiazem,CD Pro Doc,100,46.84,0.4684
02243339,Sandoz,Diltiazem CD Sandoz,100,46.84,0.4684
02242539,Teva-Diltiazem,CD Teva Can,100,46.84,0.4684
02230999,Apo-Diltiaz,CD Apotex,100,62.13,0.6213
02400456,Diltiazem,CD Sanis,100,62.13,0.6213
02446014,Diltiazem,CD Sivem,100,62.13,0.6213
02528053,Jamp,Diltiazem CD Jamp,100,62.13,0.6213
02484080,Mar-Diltiazem,CD Marcan,100,62.13,0.6213
02546108,M-Diltiazem,CD Mantra Ph.,100,62.13,0.6213
02540940,Pro-Diltiazem,CD Pro Doc,100,62.13,0.6213
02243340,Sandoz,Diltiazem CD Sandoz,100,62.13,0.6213
02242540,Teva-Diltiazem,CD Teva Can,100,62.13,0.6213
02370654,ACT,Diltiazem CD ActavisPhm,100,77.66,0.7766
02229526,Apo-Diltiaz,CD Apotex,100,77.66,0.7766
02400464,Diltiazem,CD Sanis,100,77.66,0.7766
02446022,Diltiazem,CD Sivem,100,77.66,0.7766
02528061,Jamp,Diltiazem CD Jamp,100,77.66,0.7766
02484099,Mar-Diltiazem,CD Marcan,100,77.66,0.7766
02546116,M-Diltiazem,CD Mantra Ph.,100,77.66,0.7766
02540959,Pro-Diltiazem,CD Pro Doc,100,77.66,0.7766
02243341,Sandoz,Diltiazem CD Sandoz,100,77.66,0.7766
02242541,Teva-Diltiazem,CD Teva Can,100,77.66,0.7766
00771376,Diltiaz,AA Pharma,100,21.68,0.2168
00771384,Diltiaz,AA Pharma,100,32.73,0.3273
02256738,Tiazac,XC Bausch H.,90,71.39,0.7932
02429322,Teva-Diltiazem,XC Teva Can,100,91.95,0.9195
02256746,Tiazac,XC Bausch H.,90,94.85,1.0539
02429330,Teva-Diltiazem,XC Teva Can,100,122.12,1.2212
02256754,Tiazac,XC Bausch H.,90,126.07,1.4008
02429349,Teva-Diltiazem,XC Teva Can,100,121.75,1.2175
